FCS_ANALYZED_RESULT_MARKER_ID	POPULATION_MARKER_PREFERRED	POPULATION_MARKER_REPORTED	PREFERRED_ANALYTE_ACCESSION	RESULT_ID
1086439	CD3+	CD3+	ANA809	546244
1086448	CD4+	CD4+	ANA41	546246
1086449	CXCR5+	CXCR5+	ANA78	546246
1086466	CXCR3+	CXCR3+	ANA76	546249
1086470	CD4+	CD4+	ANA41	546250
1086472	CD45RA-	CD45RA-	ANA816	546250
1086477	CXCR5+	CXCR5+	ANA78	546251
1086490	CXCR5+	CXCR5+	ANA78	546253
1086491	CD45RA-	CD45RA-	ANA816	546253
1086493	CCR6-	CCR6-	ANA36	546253
1086499	BDCA2, CD303+	BDCA2+	ANA870	546255
1086505	granulocyte	granulocyte		546257
1086515	HLADR+	HLA-DR+	ANA812	546262
1086517	CD3+	CD3+	ANA809	546263
1086519	CD8+	CD8+	ANA810	546264
1086520	CD3+	CD3+	ANA809	546265
1086524	CD3+	CD3+	ANA809	546266
1086545	CD45RA+	CD45RA+	ANA816	546271
1086546	CD3+	CD3+	ANA809	546272
1086557	CD45RA-	CD45RA-	ANA816	546274
1086563	CD3+	CD3+	ANA809	546276
1086575	CD278+	ICOS+	ANA898	546277
1086576	CD3+	CD3+	ANA809	546278
1086584	CXCR5+	CXCR5+	ANA78	546279
1086590	CD4+	CD4+	ANA41	546280
1086597	CXCR5+	CXCR5+	ANA78	546281
1086607	CD11c-	CD11c-	ANA814	546283
1086610	BDCA2, CD303-	BDCA2-	ANA870	546284
1086617	HLADR+	HLADR+	ANA812	546288
1086621	CD14+	CD14+	ANA804	546290
1086622	HLADR+	HLA-DR+	ANA812	546290
1086623	CCRL1lo	CX3CR1lo	ANA59	546290
1086637	CCR7-	CCR7-	ANA37	546295
1086639	CD3+	CD3+	ANA809	546296
1086641	CCR7-	CCR7-	ANA37	546296
1086652	CD45RA+	CD45RA+	ANA816	546299
1086653	CD3+	CD3+	ANA809	546300
1086662	CD4+	CD4+	ANA41	546302
1086665	CD3+	CD3+	ANA809	546303
1086667	CXCR5+	CXCR5+	ANA78	546303
1086668	CD45RA-	CD45RA-	ANA816	546303
1086707	CCR6-	CCR6-	ANA36	546309
1086718	CD11c+	CD11c+	ANA814	546312
1086723	CD14+	CD14+	ANA804	546316
1086729	HLADR+	HLA-DR+	ANA812	546318
1086737	CD45RA-	CD45RA-	ANA816	546321
1086741	CD45RA+	CD45RA+	ANA816	546322
1086750	CD3+	CD3+	ANA809	546325
1086751	CD4+	CD4+	ANA41	546325
1086756	CD3+	CD3+	ANA809	546327
1086758	CCR7+	CCR7+	ANA37	546327
1086762	CCR7-	CCR7-	ANA37	546328
1086765	CD4+	CD4+	ANA41	546329
1086778	CD4+	CD4+	ANA41	546332
1086782	CCR6-	CCR6-	ANA36	546332
1086814	CCR6-	CCR6-	ANA36	546337
1086815	CD278+	ICOS+	ANA898	546337
1086822		Lin1-		546340
1086827	CD16+	CD16+ neutrophil	ANA811	546342
1086832	CD14+	CD14+	ANA804	546345
1086834	CCRL1hi	CX3CR1hi	ANA59	546345
1086842	CD8+	CD8+	ANA810	546349
1086859	CD3+	CD3+	ANA809	546354
1086877	CXCR5+	CXCR5+	ANA78	546358
1086880	CD4+	CD4+	ANA41	546359
1086883	CD278+	ICOS+	ANA898	546359
1086887	CD45RA-	CD45RA-	ANA816	546360
1086896	CD278+	ICOS+	ANA898	546361
1086898	CD4+	CD4+	ANA41	546362
1086909	CD278+	ICOS+	ANA898	546363
1086917	CD4+	CD4+	ANA41	546365
1086925		Lin1-		546367
1086931	BDCA2, CD303-	BDCA2-	ANA870	546368
1086950	CCR7+	CCR7+	ANA37	546377
1086955	CD45RA+	CD45RA+	ANA816	546378
1086956	CD3+	CD3+	ANA809	546379
1086962	CCR7-	CCR7-	ANA37	546380
1086964	CD3+	CD3+	ANA809	546381
1086974	CD3+	CD3+	ANA809	546384
1086976	CCR7-	CCR7-	ANA37	546384
1086978	CD3+	CD3+	ANA809	546385
1086980	CCR7-	CCR7-	ANA37	546385
1086995	CXCR3+	CXCR3+	ANA76	546388
1087002	CCR6-	CCR6-	ANA36	546389
1087003	CD278+	ICOS+	ANA898	546389
1087015	CCR6+	CCR6+	ANA36	546391
1087017	CD3+	CD3+	ANA809	546392
1087019	CXCR5+	CXCR5+	ANA78	546392
1087030		Lin1-		546394
1087040	granulocyte	granulocyte		546397
1087041	CD16+	CD16+ neutrophil	ANA811	546398
1087045	HLADR+	HLADR+	ANA812	546400
1087071	CD3+	CD3+	ANA809	546409
1087072	CD4+	CD4+	ANA41	546409
1087075	CCR7+	CCR7+	ANA37	546410
1087080	CD45RA+	CD45RA+	ANA816	546411
1087084	CD45RA+	CD45RA+	ANA816	546412
1087103	CCR6-	CCR6-	ANA36	546416
1087109	CCR6-	CCR6-	ANA36	546417
1087126	CXCR5+	CXCR5+	ANA78	546420
1087140	HLADR+	HLA-DR+	ANA812	546423
1087144	HLADR+	HLA-DR+	ANA812	546424
1087155	CCRL1hi	CX3CR1hi	ANA59	546429
1087164	CCR7+	CCR7+	ANA37	546433
1087199	CD45RA-	CD45RA-	ANA816	546442
1087214	CD45RA-	CD45RA-	ANA816	546445
1087216	CCR6-	CCR6-	ANA36	546445
1087222	CXCR3-	CXCR3-	ANA76	546446
1087229	CCR6+	CCR6+	ANA36	546447
1087231	CD3+	CD3+	ANA809	546448
1087232	CD4+	CD4+	ANA41	546448
1087244		Lin1-		546450
1087254	granulocyte	granulocyte		546453
1087256	CD14+	CD14+	ANA804	546455
1087267	CD3+	CD3+	ANA809	546460
1087304	CD4+	CD4+	ANA41	546470
1087310	CD45RA-	CD45RA-	ANA816	546471
1087319	CD4+	CD4+	ANA41	546473
1087348	CXCR3-	CXCR3-	ANA76	546477
1087355	BDCA2, CD303+	BDCA2+	ANA870	546479
1087365	CD14+	CD14+	ANA804	546484
1087367	CD14+	CD14+	ANA804	546485
1087368	HLADR+	HLA-DR+	ANA812	546485
1087369	CCRL1hi	CX3CR1hi	ANA59	546485
1087381	CD8+	CD8+	ANA810	546490
1087396	CCR7+	CCR7+	ANA37	546494
1087432	CD3+	CD3+	ANA809	546502
1087435	CD45RA-	CD45RA-	ANA816	546502
1087436	CXCR3-	CXCR3-	ANA76	546502
1087437	CCR6+	CCR6+	ANA36	546502
1087439	CD4+	CD4+	ANA41	546503
1087440	CXCR5+	CXCR5+	ANA78	546503
1087442	CXCR3-	CXCR3-	ANA76	546503
1087449	CXCR3-	CXCR3-	ANA76	546504
1087450	CCR6-	CCR6-	ANA36	546504
1087461	HLADR+	HLA-DR+	ANA812	546507
1087462	BDCA2, CD303+	BDCA2+	ANA870	546507
1087469	CD16+	CD16+ neutrophil	ANA811	546510
1087472	CD14+	CD14+	ANA804	546512
1087476	CCRL1hi	CX3CR1hi	ANA59	546513
1087477	CD14+	CD14+	ANA804	546514
1087484	CD8+	CD8+	ANA810	546517
1087516	CD45RA-	CD45RA-	ANA816	546525
1087520	CD45RA-	CD45RA-	ANA816	546526
1087535	CD45RA-	CD45RA-	ANA816	546529
1087542	CD45RA-	CD45RA-	ANA816	546530
1087548	CD45RA-	CD45RA-	ANA816	546531
1087551	CD278+	ICOS+	ANA898	546531
1087557	CCR6-	CCR6-	ANA36	546532
1087562	CXCR3-	CXCR3-	ANA76	546533
1087568	HLADR+	HLA-DR+	ANA812	546535
1087570	CD11c-	CD11c-	ANA814	546535
1087580	HLADR+	HLADR+	ANA812	546540
1087582	HLADR+	HLA-DR+	ANA812	546541
1087589	CD8+	CD8+	ANA810	546544
1087609	CD4+	CD4+	ANA41	546550
1087610	CCR7+	CCR7+	ANA37	546550
1087622	CCR7-	CCR7-	ANA37	546553
1087624	CD3+	CD3+	ANA809	546554
1087626	CXCR5+	CXCR5+	ANA78	546554
1087632	CD278+	ICOS+	ANA898	546555
1087672		Lin1-		546562
1087679	HLADR+	HLA-DR+	ANA812	546564
1087695	CD3+	CD3+	ANA809	546572
1087706	CD8+	CD8+	ANA810	546575
1087709	CD3+	CD3+	ANA809	546576
1087712	CD45RA-	CD45RA-	ANA816	546576
1087715	CD3+	CD3+	ANA809	546578
1087718	CD45RA-	CD45RA-	ANA816	546578
1087765	CD278+	ICOS+	ANA898	546587
1087775	CD45RA-	CD45RA-	ANA816	546589
1087780	HLADR+	HLA-DR+	ANA812	546590
1087789	granulocyte	granulocyte		546593
1087799	HLADR+	HLA-DR+	ANA812	546598
1087806	CCR7+	CCR7+	ANA37	546601
1087817	CD8+	CD8+	ANA810	546604
1087828	CCR7+	CCR7+	ANA37	546607
1087830	CD3+	CD3+	ANA809	546608
1087838	CD3+	CD3+	ANA809	546610
1087861	CD4+	CD4+	ANA41	546614
1087871	CCR6+	CCR6+	ANA36	546615
1087874	CD4+	CD4+	ANA41	546616
1087876	CD45RA-	CD45RA-	ANA816	546616
1087882	CD45RA-	CD45RA-	ANA816	546617
1087887	HLADR+	HLA-DR+	ANA812	546618
1087888		Lin1-		546619
1087900	CD14+	CD14+	ANA804	546624
1087907	CCRL1lo	CX3CR1lo	ANA59	546626
1087934	CD4+	CD4+	ANA41	546635
1087935	CCR7+	CCR7+	ANA37	546635
1087950	CD4+	CD4+	ANA41	546639
1087960	CD3+	CD3+	ANA809	546641
1087972	CCR6+	CCR6+	ANA36	546642
1087984	CXCR3-	CXCR3-	ANA76	546644
1087991	CCR6-	CCR6-	ANA36	546645
1087994	HLADR+	HLA-DR+	ANA812	546646
1088003	granulocyte	granulocyte		546649
1088007	CD14+	CD14+	ANA804	546652
1088008	HLADR+	HLADR+	ANA812	546652
1088017	CD8+	CD8+	ANA810	546656
1088018	CD3+	CD3+	ANA809	546657
1088042	CCR7+	CCR7+	ANA37	546663
1088049	CD4+	CD4+	ANA41	546665
1088053	CD4+	CD4+	ANA41	546666
1088065	CXCR3+	CXCR3+	ANA76	546668
1088075	CD4+	CD4+	ANA41	546670
1088078	CXCR3-	CXCR3-	ANA76	546670
1088082	CXCR5+	CXCR5+	ANA78	546671
1088090	CD45RA-	CD45RA-	ANA816	546672
1088092	CCR6-	CCR6-	ANA36	546672
1088100		Lin1-		546674
1088107	HLADR+	HLA-DR+	ANA812	546676
1088109	CD11c+	CD11c+	ANA814	546676
1088123	CD3+	CD3+	ANA809	546684
1088124	CD8+	CD8+	ANA810	546684
1088125	CD3+	CD3+	ANA809	546685
1088130	CD8+	CD8+	ANA810	546686
1088131	CCR7+	CCR7+	ANA37	546686
1088189	CXCR5+	CXCR5+	ANA78	546699
1088197	CD45RA-	CD45RA-	ANA816	546700
1088200	CD3+	CD3+	ANA809	546701
1088208	HLADR+	HLA-DR+	ANA812	546702
1088212	CD11c-	CD11c-	ANA814	546703
1088228	CCRL1lo	CX3CR1lo	ANA59	546710
1088230	CD3+	CD3+	ANA809	546712
1088251	CD4+	CD4+	ANA41	546718
1088252	CCR7+	CCR7+	ANA37	546718
1088272	CXCR5+	CXCR5+	ANA78	546723
1088275	CD3+	CD3+	ANA809	546724
1088311	CXCR3-	CXCR3-	ANA76	546729
1088320		Lin1-		546732
1088332	CCRL1hi	CX3CR1hi	ANA59	546737
1088336	CD3+	CD3+	ANA809	546739
1088339	CD3+	CD3+	ANA809	546741
1088368	CD45RA+	CD45RA+	ANA816	546748
1088385	CD45RA-	CD45RA-	ANA816	546752
1088398	CD45RA-	CD45RA-	ANA816	546754
1088399	CXCR3-	CXCR3-	ANA76	546754
1088406	CCR6+	CCR6+	ANA36	546755
1088414	CD3+	CD3+	ANA809	546757
1088422	HLADR+	HLA-DR+	ANA812	546758
1088424	HLADR+	HLA-DR+	ANA812	546759
1088437	CD14+	CD14+	ANA804	546765
1088450	CD3+	CD3+	ANA809	546770
1088461	CD45RA-	CD45RA-	ANA816	546772
1088465	CD4+	CD4+	ANA41	546774
1088469	CD4+	CD4+	ANA41	546775
1088472	CD3+	CD3+	ANA809	546776
1088475	CD45RA+	CD45RA+	ANA816	546776
1088488	CD278+	ICOS+	ANA898	546779
1088499	CXCR3+	CXCR3+	ANA76	546781
1088506	CXCR3-	CXCR3-	ANA76	546782
1088507	CCR6+	CCR6+	ANA36	546782
1088509	CD4+	CD4+	ANA41	546783
1088511	CD45RA-	CD45RA-	ANA816	546783
1088521	CD3+	CD3+	ANA809	546785
1088522	CD4+	CD4+	ANA41	546785
1088541	SLAN+	SLAN+	ANA906	546791
1088545	HLADR+	HLA-DR+	ANA812	546793
1088547	CD14+	CD14+	ANA804	546794
1088548	HLADR+	HLA-DR+	ANA812	546794
1088556	CD45RA-	CD45RA-	ANA816	546797
1088561	CD3+	CD3+	ANA809	546799
1088569	CD3+	CD3+	ANA809	546801
1088584	CD4+	CD4+	ANA41	546805
1088588	CD4+	CD4+	ANA41	546806
1088595	CD278+	ICOS+	ANA898	546807
1088600	CXCR3+	CXCR3+	ANA76	546808
1088605	CD45RA-	CD45RA-	ANA816	546809
1088611	CXCR5+	CXCR5+	ANA78	546810
1088628	CD3+	CD3+	ANA809	546813
1088640	CD11c-	CD11c-	ANA814	546815
1088654	CD14+	CD14+	ANA804	546822
1088671	CD45RA+	CD45RA+	ANA816	546827
1088672	CD3+	CD3+	ANA809	546828
1088675	CD45RA-	CD45RA-	ANA816	546828
1088688	CCR7-	CCR7-	ANA37	546832
1088692	CCR7-	CCR7-	ANA37	546833
1088694	CD3+	CD3+	ANA809	546834
1088704	CD4+	CD4+	ANA41	546836
1088712	CD45RA-	CD45RA-	ANA816	546837
1088730	CD4+	CD4+	ANA41	546840
1088734	CCR6-	CCR6-	ANA36	546840
1088736	CD4+	CD4+	ANA41	546841
1088745	HLADR+	HLA-DR+	ANA812	546843
1088754	CD14+	CD14+	ANA804	546847
1088755	SLAN+	SLAN+	ANA906	546847
1088757	HLADR+	HLADR+	ANA812	546848
1088762	HLADR+	HLA-DR+	ANA812	546850
1088764	CD3+	CD3+	ANA809	546851
1088765	CD3+	CD3+	ANA809	546852
1088779	CD3+	CD3+	ANA809	546856
1088806	CD4+	CD4+	ANA41	546863
1088807	CXCR5+	CXCR5+	ANA78	546863
1088824	CD4+	CD4+	ANA41	546866
1088831	CXCR5+	CXCR5+	ANA78	546867
1088852	HLADR+	HLA-DR+	ANA812	546871
1088867	CCRL1hi	CX3CR1hi	ANA59	546877
1088869	HLADR+	HLA-DR+	ANA812	546878
1088875	CD8+	CD8+	ANA810	546881
1088881	CD45RA+	CD45RA+	ANA816	546882
1088897	CD4+	CD4+	ANA41	546887
1088906	CCR7-	CCR7-	ANA37	546889
1088909	CD4+	CD4+	ANA41	546890
1088920	CD45RA-	CD45RA-	ANA816	546892
1088921	CXCR3+	CXCR3+	ANA76	546892
1088927	CXCR3+	CXCR3+	ANA76	546893
1088932	CXCR5+	CXCR5+	ANA78	546894
1088935	CCR6+	CCR6+	ANA36	546894
1088956		Lin1-		546898
1088968	CD14+	CD14+	ANA804	546903
1089005	CCR7+	CCR7+	ANA37	546915
1089006	CD45RA+	CD45RA+	ANA816	546915
1089014	CD45RA-	CD45RA-	ANA816	546917
1089017	CXCR5+	CXCR5+	ANA78	546918
1089019	CD3+	CD3+	ANA809	546919
1089022	CD45RA-	CD45RA-	ANA816	546919
1089033	CD45RA-	CD45RA-	ANA816	546921
1089034	CXCR3+	CXCR3+	ANA76	546921
1089039	CXCR5+	CXCR5+	ANA78	546922
1089045	CXCR5+	CXCR5+	ANA78	546923
1089066	HLADR+	HLA-DR+	ANA812	546927
1089081	CCRL1hi	CX3CR1hi	ANA59	546933
1089084	CCRL1lo	CX3CR1lo	ANA59	546934
1089086	CD3+	CD3+	ANA809	546936
1089091	CD45RA-	CD45RA-	ANA816	546937
1089097	CD8+	CD8+	ANA810	546939
1089099	CD45RA+	CD45RA+	ANA816	546939
1089112	CCR7+	CCR7+	ANA37	546943
1089114	CD3+	CD3+	ANA809	546944
1089126	CD3+	CD3+	ANA809	546947
1089140	CD45RA-	CD45RA-	ANA816	546949
1089150	CD3+	CD3+	ANA809	546951
1089151	CD4+	CD4+	ANA41	546951
1089156	CD278+	ICOS+	ANA898	546951
1089158	CD4+	CD4+	ANA41	546952
1089162	CCR6-	CCR6-	ANA36	546952
1089173	HLADR+	HLA-DR+	ANA812	546955
1089174	BDCA2, CD303+	BDCA2+	ANA870	546955
1089201	CCR7+	CCR7+	ANA37	546966
1089205	CCR7-	CCR7-	ANA37	546967
1089206	CD45RA+	CD45RA+	ANA816	546967
1089207	CD3+	CD3+	ANA809	546968
1089222	CD4+	CD4+	ANA41	546972
1089224	CD45RA+	CD45RA+	ANA816	546972
1089251	CD3+	CD3+	ANA809	546978
1089252	CD4+	CD4+	ANA41	546978
1089258	CD4+	CD4+	ANA41	546979
1089262	CCR6+	CCR6+	ANA36	546979
1089269	CCR6-	CCR6-	ANA36	546980
1089281	BDCA2, CD303+	BDCA2+	ANA870	546983
1089283		Lin1-		546984
1089287	granulocyte	granulocyte		546985
1089326	CCR7+	CCR7+	ANA37	546999
1089334	CCR7-	CCR7-	ANA37	547001
1089335	CD45RA-	CD45RA-	ANA816	547001
1089336	CD3+	CD3+	ANA809	547002
1089367	CD45RA-	CD45RA-	ANA816	547007
1089372	CD4+	CD4+	ANA41	547008
1089377	CD3+	CD3+	ANA809	547009
1089382	CCR6-	CCR6-	ANA36	547009
1089392	BDCA2, CD303-	BDCA2-	ANA870	547012
1089416	CD45RA+	CD45RA+	ANA816	547022
1089417	CD3+	CD3+	ANA809	547023
1089427	CD3+	CD3+	ANA809	547026
1089429	CCR7+	CCR7+	ANA37	547026
1089444	CD4+	CD4+	ANA41	547030
1089488	CXCR3-	CXCR3-	ANA76	547037
1089493		Lin1-		547039
1089499	BDCA2, CD303-	BDCA2-	ANA870	547040
1089506	HLADR+	HLADR+	ANA812	547044
1089512	CCRL1lo	CX3CR1lo	ANA59	547046
1089521	CD8+	CD8+	ANA810	547050
1089527	CD45RA+	CD45RA+	ANA816	547051
1089531	CD45RA-	CD45RA-	ANA816	547052
1089561	CXCR5+	CXCR5+	ANA78	547060
1089562	CD45RA-	CD45RA-	ANA816	547060
1089568	CD45RA-	CD45RA-	ANA816	547061
1089569	CXCR3+	CXCR3+	ANA76	547061
1089570	CCR6-	CCR6-	ANA36	547061
1089571	CD278+	ICOS+	ANA898	547061
1089581	CD45RA-	CD45RA-	ANA816	547063
1089602	BDCA2, CD303+	BDCA2+	ANA870	547067
1089604		Lin1-		547068
1089609	CD16+	CD16+ neutrophil	ANA811	547070
1089611	SLAN+	SLAN+	ANA906	547071
1089614	CD14+	CD14+	ANA804	547073
1089621	CD3+	CD3+	ANA809	547076
1089622	CD8+	CD8+	ANA810	547076
1089628	CD8+	CD8+	ANA810	547078
1089637	CCR7-	CCR7-	ANA37	547080
1089638	CD45RA-	CD45RA-	ANA816	547080
1089640	CD4+	CD4+	ANA41	547081
1089646	CD4+	CD4+	ANA41	547083
1089651	CCR7-	CCR7-	ANA37	547084
1089652	CD45RA+	CD45RA+	ANA816	547084
1089661	CD3+	CD3+	ANA809	547087
1089665	CD278+	ICOS+	ANA898	547087
1089667	CD4+	CD4+	ANA41	547088
1089672	CD3+	CD3+	ANA809	547089
1089689	CXCR3-	CXCR3-	ANA76	547091
1089690	CCR6+	CCR6+	ANA36	547091
1089696	CXCR3-	CXCR3-	ANA76	547092
1089703	CCR6-	CCR6-	ANA36	547093
1089706	HLADR+	HLA-DR+	ANA812	547094
1089715	granulocyte	granulocyte		547097
1089719	CD14+	CD14+	ANA804	547100
1089725	HLADR+	HLA-DR+	ANA812	547102
1089739	CD8+	CD8+	ANA810	547107
1089741	CD45RA+	CD45RA+	ANA816	547107
1089742	CD3+	CD3+	ANA809	547108
1089778	CCR6-	CCR6-	ANA36	547116
1089812		Lin1-		547122
1089813	HLADR+	HLA-DR+	ANA812	547122
1089815	HLADR+	HLA-DR+	ANA812	547123
1089823	CD16+	CD16+ neutrophil	ANA811	547126
1089837	CD3+	CD3+	ANA809	547133
1089841	CD3+	CD3+	ANA809	547134
1089850	CD8+	CD8+	ANA810	547136
1089851	CCR7-	CCR7-	ANA37	547136
1089856	CD4+	CD4+	ANA41	547138
1089859	CD3+	CD3+	ANA809	547139
1089908	CXCR5+	CXCR5+	ANA78	547148
1089911	CCR6-	CCR6-	ANA36	547148
1089913	CD4+	CD4+	ANA41	547149
1089916	CXCR3-	CXCR3-	ANA76	547149
1089929	granulocyte	granulocyte		547153
1089938	CD14+	CD14+	ANA804	547158
1089957	CD8+	CD8+	ANA810	547164
1089963	CD4+	CD4+	ANA41	547166
1089970	CD3+	CD3+	ANA809	547168
1089973	CD45RA+	CD45RA+	ANA816	547168
1089997	CXCR3+	CXCR3+	ANA76	547173
1089999	CD278+	ICOS+	ANA898	547173
1090001	CD4+	CD4+	ANA41	547174
1090008	CXCR5+	CXCR5+	ANA78	547175
1090009	CD45RA-	CD45RA-	ANA816	547175
1090018	CCR6-	CCR6-	ANA36	547176
1090020	CD4+	CD4+	ANA41	547177
1090039	SLAN+	SLAN+	ANA906	547183
1090046	HLADR+	HLA-DR+	ANA812	547186
1090048	CD3+	CD3+	ANA809	547187
1090061	CCR7-	CCR7-	ANA37	547191
1090068	CD4+	CD4+	ANA41	547193
1090072	CD45RA-	CD45RA-	ANA816	547194
1090079	CCR7-	CCR7-	ANA37	547196
1090082	CD4+	CD4+	ANA41	547197
1090084	CD45RA-	CD45RA-	ANA816	547197
1090142	CD11c+	CD11c+	ANA814	547208
1090147	CD14+	CD14+	ANA804	547212
1090157	CD8+	CD8+	ANA810	547216
1090169	CD45RA+	CD45RA+	ANA816	547219
1090175	CD4+	CD4+	ANA41	547221
1090182	CCR7+	CCR7+	ANA37	547223
1090200	CD278+	ICOS+	ANA898	547227
1090212	CCR6-	CCR6-	ANA36	547229
1090216	CXCR5+	CXCR5+	ANA78	547230
1090220	CD3+	CD3+	ANA809	547231
1090229	CXCR5+	CXCR5+	ANA78	547232
1090230	CD45RA-	CD45RA-	ANA816	547232
1090240		Lin1-		547234
1090241	HLADR+	HLA-DR+	ANA812	547234
1090255	HLADR+	HLADR+	ANA812	547240
1090263	CD3+	CD3+	ANA809	547244
1090267	CCR7+	CCR7+	ANA37	547245
1090272	CD45RA+	CD45RA+	ANA816	547246
1090286	CD45RA-	CD45RA-	ANA816	547250
1090294	CD45RA+	CD45RA+	ANA816	547252
1090302	CD45RA-	CD45RA-	ANA816	547254
1090306	CD45RA-	CD45RA-	ANA816	547255
1090323	CXCR5+	CXCR5+	ANA78	547258
1090341	CD4+	CD4+	ANA41	547261
1090357	granulocyte	granulocyte		547265
1090358	CD16+	CD16+ neutrophil	ANA811	547266
1090369	CD3+	CD3+	ANA809	547271
1090374	CCR7+	CCR7+	ANA37	547273
1090379	CD45RA+	CD45RA+	ANA816	547274
1090383	CD45RA+	CD45RA+	ANA816	547275
1090398	CD3+	CD3+	ANA809	547280
1090401	CD45RA+	CD45RA+	ANA816	547280
1090411	CD4+	CD4+	ANA41	547283
1090418	CD45RA-	CD45RA-	ANA816	547284
1090421	CD3+	CD3+	ANA809	547285
1090426	CCR6-	CCR6-	ANA36	547285
1090447	CD3+	CD3+	ANA809	547289
1090450	CD45RA-	CD45RA-	ANA816	547289
1090462	BDCA2, CD303-	BDCA2-	ANA870	547292
1090463	CD11c+	CD11c+	ANA814	547292
1090468	CD14+	CD14+	ANA804	547296
1090470	CD14+	CD14+	ANA804	547297
1090471	HLADR+	HLA-DR+	ANA812	547297
1090473	CD14+	CD14+	ANA804	547298
1090477	CD3+	CD3+	ANA809	547300
1090480	CD8+	CD8+	ANA810	547301
1090494	CD45RA-	CD45RA-	ANA816	547304
1090495	CD3+	CD3+	ANA809	547305
1090536	CD4+	CD4+	ANA41	547314
1090546	CCR6+	CCR6+	ANA36	547315
1090551	CD45RA-	CD45RA-	ANA816	547316
1090555	CD4+	CD4+	ANA41	547317
1090563		Lin1-		547319
1090564	HLADR+	HLA-DR+	ANA812	547319
1090566	CD11c-	CD11c-	ANA814	547319
1090576	HLADR+	HLADR+	ANA812	547324
1090587	CD8+	CD8+	ANA810	547329
1090597	CD45RA+	CD45RA+	ANA816	547331
1090614	CCR7-	CCR7-	ANA37	547336
1090626	CXCR5+	CXCR5+	ANA78	547339
1090651	CD45RA-	CD45RA-	ANA816	547343
1090674		Lin1-		547348
1090677	CD11c+	CD11c+	ANA814	547348
1090678	granulocyte	granulocyte		547349
1090681	SLAN+	SLAN+	ANA906	547351
1090686	CCRL1hi	CX3CR1hi	ANA59	547353
1090692	CD8+	CD8+	ANA810	547356
1090694	CD8+	CD8+	ANA810	547357
1090695	CCR7+	CCR7+	ANA37	547357
1090708	CD45RA-	CD45RA-	ANA816	547360
1090713	CCR7+	CCR7+	ANA37	547362
1090730	CD45RA-	CD45RA-	ANA816	547366
1090748	CD278+	ICOS+	ANA898	547369
1090755	CD3+	CD3+	ANA809	547371
1090772	CXCR3-	CXCR3-	ANA76	547373
1090786	CD16+	CD16+ neutrophil	ANA811	547378
1090787	CD14+	CD14+	ANA804	547379
1090788	SLAN+	SLAN+	ANA906	547379
1090792	HLADR+	HLA-DR+	ANA812	547381
1090795	HLADR+	HLA-DR+	ANA812	547382
1090827	CD4+	CD4+	ANA41	547392
1090829	CD45RA+	CD45RA+	ANA816	547392
1090847	CXCR3+	CXCR3+	ANA76	547396
1090851	CXCR5+	CXCR5+	ANA78	547397
1090866	CXCR3-	CXCR3-	ANA76	547399
1090872	CD45RA-	CD45RA-	ANA816	547400
1090874	CCR6-	CCR6-	ANA36	547400
1090877	CXCR5+	CXCR5+	ANA78	547401
1090899	HLADR+	HLA-DR+	ANA812	547409
1090907	CD3+	CD3+	ANA809	547413
1090926	CD4+	CD4+	ANA41	547418
1090939	CCR7-	CCR7-	ANA37	547421
1090941	CD3+	CD3+	ANA809	547422
1090953	CD45RA-	CD45RA-	ANA816	547424
1090957	CD4+	CD4+	ANA41	547425
1090964	CD4+	CD4+	ANA41	547426
1090976	CD3+	CD3+	ANA809	547428
1090977	CD4+	CD4+	ANA41	547428
1090996	HLADR+	HLA-DR+	ANA812	547432
1091003	CD14+	CD14+	ANA804	547436
1091016	CCR7+	CCR7+	ANA37	547441
1091021	CD45RA+	CD45RA+	ANA816	547442
1091032	CD3+	CD3+	ANA809	547446
1091038	CCR7+	CCR7+	ANA37	547447
1091043	CD45RA+	CD45RA+	ANA816	547448
1091045	CD4+	CD4+	ANA41	547449
1091060	CD45RA-	CD45RA-	ANA816	547452
1091063	CD3+	CD3+	ANA809	547453
1091066	CD45RA-	CD45RA-	ANA816	547453
1091068	CCR6-	CCR6-	ANA36	547453
1091070	CD3+	CD3+	ANA809	547454
1091074	CXCR3-	CXCR3-	ANA76	547454
1091076	CD3+	CD3+	ANA809	547455
1091087	CXCR3-	CXCR3-	ANA76	547456
1091089	CD3+	CD3+	ANA809	547457
1091093	CXCR3-	CXCR3-	ANA76	547457
1091094	CCR6-	CCR6-	ANA36	547457
1091095	CD278+	ICOS+	ANA898	547457
1091097	HLADR+	HLA-DR+	ANA812	547458
1091104	BDCA2, CD303-	BDCA2-	ANA870	547460
1091115	CD14+	CD14+	ANA804	547466
1091116	HLADR+	HLA-DR+	ANA812	547466
1091119	CD3+	CD3+	ANA809	547468
1091124	CD45RA-	CD45RA-	ANA816	547469
1091140	CD4+	CD4+	ANA41	547474
1091145	CCR7+	CCR7+	ANA37	547475
1091149	CCR7-	CCR7-	ANA37	547476
1091163	CD278+	ICOS+	ANA898	547479
1091164	CD3+	CD3+	ANA809	547480
1091199	CD45RA-	CD45RA-	ANA816	547485
1091211	BDCA2, CD303-	BDCA2-	ANA870	547488
1091216	SLAN+	SLAN+	ANA906	547491
1091225	CD3+	CD3+	ANA809	547495
1091243	CD45RA-	CD45RA-	ANA816	547500
1091244	CD3+	CD3+	ANA809	547501
