FCS_ANALYZED_RESULT_MARKER_ID	POPULATION_MARKER_PREFERRED	POPULATION_MARKER_REPORTED	PREFERRED_ANALYTE_ACCESSION	RESULT_ID
878582	CD19+	B lym CD19+	ANA805	454785
878596	CD38+	CD38+	ANA808	454786
878597		Freq. of		454786
878605		Freq. of		454787
878607	singlet	Singlet		454788
878610	CD19+	Q3: CD19+	ANA805	454788
878631	CD27+	B lym CD27+	ANA40	454790
878637		Plasmablast		454791
878640		Count		454792
878641	singlet	Singlet		454793
878645		CD45+		454793
878649	CD19+	Q2: CD19+	ANA805	454794
878651		Freq. of		454794
878659	IgD+	IgD+	ANA813	454795
878665	CD19+	B lym CD19+	ANA805	454796
878692	CD19+	B lym CD19+	ANA805	454799
878696		Freq. of		454799
878712	CD19+	Q3: CD19+	ANA805	454801
878718	CD27+	B lym CD27+	ANA40	454801
878719		Sum of Plasma cells		454802
878728		CD45+		454804
878735	CD19+	B lym CD19+	ANA805	454805
878749	CD19+	Q2: CD19+	ANA805	454807
878751	CD27+	CD27+	ANA40	454807
878755	CD20+	CD20+	ANA806	454807
878787	CD27+	B lym CD27+	ANA40	454811
878795	CD19+	Q3: CD19+	ANA805	454812
878799	CD138+	CD138+	ANA891	454812
878830		CD45+		454818
878842	CD19+	Q2: CD19+	ANA805	454819
878843	CD20+	CD20+	ANA806	454819
878844	CD24+	CD24+	ANA807	454819
878845	CD38+	CD38+	ANA808	454819
878851	CD19+	B lym CD19+	ANA805	454820
878869	CD20-	CD20-	ANA806	454822
878870	CD27+	B lym CD27+	ANA40	454822
878872		Freq. of		454822
878881	CD38+	CD38+	ANA808	454823
879889		Freq. of		454958
879901	CD19+	Q2: CD19+	ANA805	454960
879910	CD19+	B lym CD19+	ANA805	454961
879912	CD20+	CD20+	ANA806	454961
879920	CD19+	B lym CD19+	ANA805	454962
879932	CD20-	CD20-	ANA806	454963
879933		Freq. of		454963
879934	CD19+	B lym CD19+	ANA805	454963
879938	CD19+	Q3: CD19+	ANA805	454964
879947	CD19+	Q3: CD19+	ANA805	454965
879956	CD19+	B lym CD19+	ANA805	454966
879961	CD138+	CD138+	ANA891	454966
879970		CD45+		454969
880007	CD38+	CD38+	ANA808	454973
880020	CD19+	B lym CD19+	ANA805	454975
880038		CD45+		454977
880042	CD27+	B lym CD27+	ANA40	454977
880047		Sum of Plasma cells		454978
880059	CD19+	B lym CD19+	ANA805	454981
880072	CD19+	Q2: CD19+	ANA805	454982
880074	singlet	Singlet		454983
880080	IgD-	IgD-	ANA813	454983
880083	CD20+	CD20+	ANA806	454983
880086	CD19+	B lym CD19+	ANA805	454984
880088	CD20+	CD20+	ANA806	454984
880090	CD38+	CD38+	ANA808	454984
880093	CD20+	CD20+	ANA806	454984
880097	CD19+	Q3: CD19+	ANA805	454985
880110	singlet	Singlet		454987
880112	CD19+	B lym CD19+	ANA805	454987
880116	CD38+	CD38+	ANA808	454987
880121		CD45+		454988
880122	CD19+	B lym CD19+	ANA805	454988
880133		CD45+		454990
880134		Count		454990
880141		CD45+		454992
880144	CD20+	CD20+	ANA806	454992
880148		CD45+		454993
880149	CD19+	B lym CD19+	ANA805	454993
880159	CD19+	B lym CD19+	ANA805	454994
880164		Freq. of		454994
880178		CD45+		454996
880183	CD19+	B lym CD19+	ANA805	454996
880187	CD19+	Q3: CD19+	ANA805	454997
880188	CD20-	CD20-	ANA806	454997
880213		Sum of Plasma cells		455000
880554		CD45+		455046
880558	CD19+	Q2: CD19+	ANA805	455047
880569		Freq. of		455048
880580	CD19+	Q2: CD19+	ANA805	455049
880581	CD20+	CD20+	ANA806	455049
880587	CD24+	CD24+	ANA807	455050
880589		Freq. of		455050
880590	CD19+	Q2: CD19+	ANA805	455050
880599	singlet	Singlet		455052
880607	CD20-	CD20-	ANA806	455052
880610	CD19+	B lym CD19+	ANA805	455053
880620	CD19+	B lym CD19+	ANA805	455054
880631		CD45+		455056
880632		Count		455056
880635	CD19+	B lym CD19+	ANA805	455057
880659	CD20+	CD20+	ANA806	455060
880662		Freq. of		455060
880674	CD20+	CD20+	ANA806	455061
880680		Freq. of		455062
880694	CD19+	Q3: CD19+	ANA805	455064
880699	CD19+	Q3: CD19+	ANA805	455064
880701	singlet	Singlet		455065
880704	CD19+	Q3: CD19+	ANA805	455065
880707	CD38+	CD38+	ANA808	455065
880716	singlet	Singlet		455068
880719		Freq. of		455068
880721	singlet	Singlet		455069
880725	CD20+	CD20+	ANA806	455069
880727	CD19+	B lym CD19+	ANA805	455069
880730	CD19+	B lym CD19+	ANA805	455070
880737	CD20+	CD20+	ANA806	455070
880742	CD20+	CD20+	ANA806	455071
880745		Freq. of		455071
880746	CD19+	Q2: CD19+	ANA805	455071
880754	CD38+	CD38+	ANA808	455072
880769	CD20-	CD20-	ANA806	455074
880771		Freq. of		455074
880772	CD19+	Q3: CD19+	ANA805	455074
880782	CD19+	Q3: CD19+	ANA805	455075
880786	CD19+	B lym CD19+	ANA805	455076
880793	CD27+	B lym CD27+	ANA40	455076
880795		Plasmablast		455077
880803		CD45+		455079
880832		CD45+		455083
880833	CD19+	B lym CD19+	ANA805	455083
880836	CD24+	CD24+	ANA807	455083
880842		CD45+		455084
880850	CD19+	B lym CD19+	ANA805	455085
880852	CD20-	CD20-	ANA806	455085
880854		Freq. of		455085
880860	CD19+	Q3: CD19+	ANA805	455086
880868		CD45+		455087
880882	singlet	Singlet		455090
880889	CD19+	B lym CD19+	ANA805	455091
880891	CD20+	CD20+	ANA806	455091
880907	CD19+	Q2: CD19+	ANA805	455093
880913	CD20+	CD20+	ANA806	455093
880935	CD20-	CD20-	ANA806	455096
880978		CD45+		455103
880982	CD27-	CD27-	ANA40	455103
880995	CD19+	Q2: CD19+	ANA805	455104
881002	CD24+	CD24+	ANA807	455105
881009	CD19+	B lym CD19+	ANA805	455106
881020		Freq. of		455107
881034		CD45+		455109
881038	CD27+	B lym CD27+	ANA40	455109
881053	singlet	Singlet		455113
881057	CD20+	CD20+	ANA806	455113
881065	CD27-	CD27-	ANA40	455114
881072	CD19+	B lym CD19+	ANA805	455115
881075	CD27+	CD27+	ANA40	455115
881082	CD19+	B lym CD19+	ANA805	455116
881089	CD20+	CD20+	ANA806	455116
881093	CD19+	Q3: CD19+	ANA805	455117
881116	singlet	Singlet		455120
881128	singlet	Singlet		455122
881131	singlet	Singlet		455123
881138	CD19+	B lym CD19+	ANA805	455124
881143	singlet	Singlet		455125
881150		Freq. of		455125
881151	CD19+	Q2: CD19+	ANA805	455125
881174		CD45+		455128
881179	CD19+	B lym CD19+	ANA805	455128
881190		CD45+		455130
881193	CD20-	CD20-	ANA806	455130
881213		Count		455133
881217		Freq. of		455134
881247		CD45+		455138
881248	CD19+	B lym CD19+	ANA805	455138
881249	CD19+	Q2: CD19+	ANA805	455138
881261		Freq. of		455139
881268	CD27+	B lym CD27+	ANA40	455140
881270	CD19+	Q3: CD19+	ANA805	455140
881274	CD19+	B lym CD19+	ANA805	455141
881280	CD19+	Q3: CD19+	ANA805	455141
881289	CD138+	CD138+	ANA891	455142
881294	singlet	Singlet		455144
881301		CD45+		455145
881306	CD20+	CD20+	ANA806	455146
881347		CD45+		455151
881355	singlet	Singlet		455152
881357	CD19+	B lym CD19+	ANA805	455152
881365	singlet	Singlet		455153
881376		Plasmablast		455154
881377	singlet	Singlet		455155
881382	CD19+	B lym CD19+	ANA805	455156
881396	CD20+	CD20+	ANA806	455158
881399		Freq. of		455158
881426	CD20-	CD20-	ANA806	455161
881435		Freq. of		455162
881463	singlet	Singlet		455167
881472	CD20+	CD20+	ANA806	455168
881478	CD19+	Q2: CD19+	ANA805	455169
881490	CD27+	CD27+	ANA40	455170
881491	IgD-	IgD-	ANA813	455170
881494	CD20+	CD20+	ANA806	455170
881500	CD24+	CD24+	ANA807	455171
881503	CD19+	Q2: CD19+	ANA805	455171
881514	CD19+	B lym CD19+	ANA805	455173
881528		Freq. of		455174
881529	CD19+	Q3: CD19+	ANA805	455174
881555	CD20+	CD20+	ANA806	455179
881563	CD27-	CD27-	ANA40	455180
881576	CD19+	Q2: CD19+	ANA805	455181
881582	CD20+	CD20+	ANA806	455182
881585		Freq. of		455182
881591	CD19+	Q3: CD19+	ANA805	455183
881605		CD45+		455185
881611		Freq. of		455185
881631	CD19+	B lym CD19+	ANA805	455189
881637	CD19+	Q2: CD19+	ANA805	455190
881654	CD19+	Q2: CD19+	ANA805	455192
881660	CD20+	CD20+	ANA806	455192
881678	singlet	Singlet		455195
881684		Freq. of		455195
881701	CD20-	CD20-	ANA806	455197
881719	CD19+	B lym CD19+	ANA805	455201
881724	singlet	Singlet		455202
881725		CD45+		455202
881731		Freq. of		455202
881733	CD20+	CD20+	ANA806	455202
881744	singlet	Singlet		455204
881745		CD45+		455204
881749	CD24+	CD24+	ANA807	455204
881760	CD19+	B lym CD19+	ANA805	455205
881768	CD19+	Q3: CD19+	ANA805	455206
881770	singlet	Singlet		455207
881779	CD20-	CD20-	ANA806	455207
881781		CD45+		455208
881791		Plasmablast		455209
881806	CD19+	B lym CD19+	ANA805	455212
881817	singlet	Singlet		455214
881833	CD38+	CD38+	ANA808	455215
881834		Freq. of		455215
881839	CD19+	B lym CD19+	ANA805	455216
881844	singlet	Singlet		455217
881855	CD19+	B lym CD19+	ANA805	455218
881860		Freq. of		455218
882540		CD45+		455309
882545		Freq. of		455310
882553	CD19+	B lym CD19+	ANA805	455311
882577	CD19+	Q2: CD19+	ANA805	455314
882579	CD24+	CD24+	ANA807	455314
882636	CD19+	B lym CD19+	ANA805	455322
882652	CD27+	CD27+	ANA40	455324
882679	CD27+	B lym CD27+	ANA40	455327
882694		CD45+		455329
882696	CD19+	Q3: CD19+	ANA805	455329
882697	CD20-	CD20-	ANA806	455329
882699	CD38+	CD38+	ANA808	455329
882707		Count		455331
882724	CD20+	CD20+	ANA806	455334
882726	IgD+	IgD+	ANA813	455334
882731		CD45+		455335
882734	CD20+	CD20+	ANA806	455335
882740	singlet	Singlet		455336
882741		CD45+		455336
882768	CD19+	B lym CD19+	ANA805	455339
882770	CD20-	CD20-	ANA806	455339
882771	CD27+	B lym CD27+	ANA40	455339
882772	CD38+	CD38+	ANA808	455339
882776	singlet	Singlet		455340
882778	CD19+	B lym CD19+	ANA805	455340
882783	CD138+	CD138+	ANA891	455340
882789		CD45+		455342
882793	CD19+	B lym CD19+	ANA805	455343
882816	CD19+	Q2: CD19+	ANA805	455346
882819	IgD-	IgD-	ANA813	455346
882822	CD20+	CD20+	ANA806	455346
882826	CD19+	Q2: CD19+	ANA805	455347
882839	CD19+	B lym CD19+	ANA805	455348
882845	CD27+	B lym CD27+	ANA40	455349
882854	CD27+	B lym CD27+	ANA40	455350
882855	CD38+	CD38+	ANA808	455350
882862	CD19+	Q3: CD19+	ANA805	455351
882863	CD20-	CD20-	ANA806	455351
882866	CD138+	CD138+	ANA891	455351
882870		Plasmablast		455352
883536		CD45+		455441
883539		CD45+		455442
883546	CD19+	Q2: CD19+	ANA805	455443
883559	CD20+	CD20+	ANA806	455444
883561		CD45+		455445
883564	CD20+	CD20+	ANA806	455445
883583	CD19+	Q3: CD19+	ANA805	455447
883587	singlet	Singlet		455448
883591	CD20-	CD20-	ANA806	455448
883597		CD45+		455449
883606	singlet	Singlet		455450
883629	CD19+	Q2: CD19+	ANA805	455454
883631		Freq. of		455454
883645	CD19+	B lym CD19+	ANA805	455456
883646	CD19+	Q2: CD19+	ANA805	455456
883650		Freq. of		455456
883655	CD19+	B lym CD19+	ANA805	455457
883678	CD20-	CD20-	ANA806	455459
883700		Plasmablast		455462
883704	singlet	Singlet		455464
883708		CD45+		455464
883725	CD20+	CD20+	ANA806	455466
883730	CD20+	CD20+	ANA806	455467
883731	CD27+	CD27+	ANA40	455467
883754		CD45+		455470
883761	CD20-	CD20-	ANA806	455470
883764	CD19+	B lym CD19+	ANA805	455471
883766	CD20-	CD20-	ANA806	455471
883786		Count		455474
883788		CD45+		455475
883809	singlet	Singlet		455478
883821	CD19+	B lym CD19+	ANA805	455479
883827	CD19+	Q2: CD19+	ANA805	455479
883832	CD19+	Q3: CD19+	ANA805	455480
883844	CD20-	CD20-	ANA806	455481
883858	CD19+	Q3: CD19+	ANA805	455483
883861	CD38+	CD38+	ANA808	455483
884535		CD45+		455574
884545	CD19+	B lym CD19+	ANA805	455575
884553		Freq. of		455576
884557		CD45+		455577
884565	CD20+	CD20+	ANA806	455577
884576	singlet	Singlet		455579
884580	CD20-	CD20-	ANA806	455579
884592	singlet	Singlet		455581
884594	CD19+	B lym CD19+	ANA805	455581
884615		CD45+		455584
884631	CD19+	B lym CD19+	ANA805	455587
884641	CD19+	B lym CD19+	ANA805	455588
884645	IgD-	IgD-	ANA813	455588
884647	CD19+	Q2: CD19+	ANA805	455588
884654	CD24+	CD24+	ANA807	455589
884660		CD45+		455590
884664		Freq. of		455590
884673	CD19+	Q3: CD19+	ANA805	455591
884675	singlet	Singlet		455592
884679	CD20-	CD20-	ANA806	455592
884694	CD27+	B lym CD27+	ANA40	455593
884709	CD20+	CD20+	ANA806	455597
884721	CD20+	CD20+	ANA806	455598
884726	CD20+	CD20+	ANA806	455599
884733		CD45+		455600
884734	CD19+	B lym CD19+	ANA805	455600
884746	CD20-	CD20-	ANA806	455601
884750		CD45+		455602
884756	CD19+	Q3: CD19+	ANA805	455602
884772	CD20-	CD20-	ANA806	455604
884774	CD38+	CD38+	ANA808	455604
884795	singlet	Singlet		455609
884806		CD45+		455610
884843	CD19+	B lym CD19+	ANA805	455614
884858	CD138+	CD138+	ANA891	455615
884859		Freq. of		455615
884877	CD19+	B lym CD19+	ANA805	455619
884880	CD19+	B lym CD19+	ANA805	455620
884888	singlet	Singlet		455621
884905		Freq. of		455622
884908	singlet	Singlet		455623
884917	CD19+	B lym CD19+	ANA805	455624
884918	CD19+	Q3: CD19+	ANA805	455624
884919	CD20-	CD20-	ANA806	455624
884944		Sum of Plasma cells		455627
884947		CD45+		455628
884965	CD20+	CD20+	ANA806	455631
884971	singlet	Singlet		455632
884979	CD19+	Q2: CD19+	ANA805	455632
884982		CD45+		455633
884985	CD20+	CD20+	ANA806	455633
884989	CD19+	Q2: CD19+	ANA805	455633
885003	CD27+	B lym CD27+	ANA40	455635
885019	CD19+	B lym CD19+	ANA805	455637
885026	CD27+	B lym CD27+	ANA40	455637
885027		Sum of Plasma cells		455638
885034	CD19+	B lym CD19+	ANA805	455640
885035		Freq. of		455640
885036		CD45+		455640
885038		CD45+		455641
885040	CD19+	Q2: CD19+	ANA805	455641
885046	CD19+	B lym CD19+	ANA805	455642
885049	CD27-	CD27-	ANA40	455642
885052	CD19+	Q2: CD19+	ANA805	455642
885056	CD19+	B lym CD19+	ANA805	455643
885058	CD20+	CD20+	ANA806	455643
885069	CD24+	CD24+	ANA807	455644
885074	singlet	Singlet		455645
885083	CD19+	B lym CD19+	ANA805	455646
885085	CD20-	CD20-	ANA806	455646
885086	CD27+	B lym CD27+	ANA40	455646
885087		Freq. of		455646
885092	CD19+	B lym CD19+	ANA805	455647
885098	CD19+	Q3: CD19+	ANA805	455647
885109	CD27+	B lym CD27+	ANA40	455648
885125		Freq. of		455652
885127	singlet	Singlet		455653
885132	CD27-	CD27-	ANA40	455653
885140	CD19+	Q2: CD19+	ANA805	455654
885141	CD20+	CD20+	ANA806	455654
885149	CD19+	B lym CD19+	ANA805	455655
885151	CD20+	CD20+	ANA806	455655
885172	CD20-	CD20-	ANA806	455657
885187	CD20-	CD20-	ANA806	455659
885196		CD45+		455661
885211		CD45+		455664
885225	CD27+	CD27+	ANA40	455665
885226	IgD-	IgD-	ANA813	455665
885228	CD19+	Q2: CD19+	ANA805	455665
885235	CD24+	CD24+	ANA807	455666
885239	CD20+	CD20+	ANA806	455666
885245		Freq. of		455667
885256	singlet	Singlet		455669
885269	CD19+	Q3: CD19+	ANA805	455670
885287		CD45+		455674
885289	CD19+	Q2: CD19+	ANA805	455674
885306	CD19+	Q2: CD19+	ANA805	455676
885313	singlet	Singlet		455677
885319	CD38+	CD38+	ANA808	455677
885323	singlet	Singlet		455678
885324		CD45+		455678
885329	CD19+	B lym CD19+	ANA805	455678
885338	CD20-	CD20-	ANA806	455679
885345	CD38+	CD38+	ANA808	455680
885346		Freq. of		455680
885367		Freq. of		455684
885371	CD19+	B lym CD19+	ANA805	455685
885374		Freq. of		455685
885409	CD19+	Q3: CD19+	ANA805	455689
885424	CD19+	B lym CD19+	ANA805	455691
885426	CD20-	CD20-	ANA806	455691
885436	CD20-	CD20-	ANA806	455692
885437	CD27+	B lym CD27+	ANA40	455692
885448		CD45+		455695
885451		CD45+		455695
885455	CD19+	Q2: CD19+	ANA805	455696
885460		CD45+		455697
885464	CD27-	CD27-	ANA40	455697
885465	IgD+	IgD+	ANA813	455697
885470		CD45+		455698
885472	CD19+	Q2: CD19+	ANA805	455698
885484	CD24+	CD24+	ANA807	455699
885492	CD19+	Q3: CD19+	ANA805	455700
885497		CD45+		455701
885499	CD19+	Q3: CD19+	ANA805	455701
885516		CD45+		455703
885551	CD20+	CD20+	ANA806	455708
885566	CD20+	CD20+	ANA806	455710
885568	CD38+	CD38+	ANA808	455710
885571	CD20+	CD20+	ANA806	455710
885572	singlet	Singlet		455711
885577		Freq. of		455711
885588	singlet	Singlet		455713
885592	CD20-	CD20-	ANA806	455713
885601	CD19+	Q3: CD19+	ANA805	455714
885603	CD27+	B lym CD27+	ANA40	455714
885616		Freq. of		455717
885619		CD45+		455718
885628	CD19+	Q2: CD19+	ANA805	455719
885630	CD27-	CD27-	ANA40	455719
885635	singlet	Singlet		455720
885643	CD19+	Q2: CD19+	ANA805	455720
885656		CD45+		455722
885661	CD19+	B lym CD19+	ANA805	455722
885666	CD20-	CD20-	ANA806	455723
885670	CD20-	CD20-	ANA806	455723
885671	singlet	Singlet		455724
885677	CD38+	CD38+	ANA808	455724
885679	CD19+	Q3: CD19+	ANA805	455724
885691		Sum of Plasma cells		455726
885700		CD45+		455728
885713	CD27-	CD27-	ANA40	455730
885717	CD20+	CD20+	ANA806	455730
885721	CD19+	Q2: CD19+	ANA805	455731
885728	singlet	Singlet		455732
885739		CD45+		455733
885741	CD19+	Q3: CD19+	ANA805	455733
885743		Freq. of		455733
885746		CD45+		455734
885782		Freq. of		455739
885788	CD20+	CD20+	ANA806	455740
885793	CD19+	B lym CD19+	ANA805	455741
885795	CD20+	CD20+	ANA806	455741
885798		Freq. of		455741
885799	CD19+	Q2: CD19+	ANA805	455741
885828	singlet	Singlet		455745
885830	CD19+	B lym CD19+	ANA805	455745
885831	CD19+	Q3: CD19+	ANA805	455745
885832	CD20-	CD20-	ANA806	455745
885840	CD19+	Q3: CD19+	ANA805	455746
885857		Sum of Plasma cells		455748
886192		CD45+		455793
886204		Freq. of		455795
886208	CD19+	B lym CD19+	ANA805	455796
886209	CD19+	Q2: CD19+	ANA805	455796
886212	IgD+	IgD+	ANA813	455796
886217		CD45+		455797
886230	CD20+	CD20+	ANA806	455798
886237		CD45+		455799
886244		CD45+		455800
886252	singlet	Singlet		455801
886254	CD19+	B lym CD19+	ANA805	455801
886255	CD19+	Q3: CD19+	ANA805	455801
886260	CD19+	Q3: CD19+	ANA805	455801
886272		Sum of Plasma cells		455803
886276		Count		455804
886285	CD19+	Q2: CD19+	ANA805	455806
886296		Freq. of		455807
886300		CD45+		455808
886310		CD45+		455809
886316		Freq. of		455809
886327		CD45+		455811
886328	CD19+	B lym CD19+	ANA805	455811
886346		CD45+		455813
886349	CD20-	CD20-	ANA806	455813
886351	CD38+	CD38+	ANA808	455813
886353		Freq. of		455813
886370		Freq. of		455817
886383		CD45+		455819
886398	CD38+	CD38+	ANA808	455820
886407		Freq. of		455821
886413	CD20-	CD20-	ANA806	455822
886419		CD45+		455823
886420	CD19+	B lym CD19+	ANA805	455823
886421	CD19+	Q3: CD19+	ANA805	455823
886423	CD27+	B lym CD27+	ANA40	455823
886427	CD20-	CD20-	ANA806	455823
886451	CD19+	Q2: CD19+	ANA805	455828
886459	CD20+	CD20+	ANA806	455829
886460	CD27-	CD27-	ANA40	455829
886467	CD19+	B lym CD19+	ANA805	455830
886492	singlet	Singlet		455833
886508		Freq. of		455834
886511	singlet	Singlet		455835
886515	CD20-	CD20-	ANA806	455835
1085003		Lin1-		545864
1085012	HLADR+	HLADR+	ANA812	545868
1085024	CCR7+	CCR7+	ANA37	545873
1085028	CCR7+	CCR7+	ANA37	545874
1085042	CCR7+	CCR7+	ANA37	545878
1085046	CCR7+	CCR7+	ANA37	545879
1085065	CD3+	CD3+	ANA809	545884
1085066	CD4+	CD4+	ANA41	545884
1085068	CD45RA-	CD45RA-	ANA816	545884
1085071	CD3+	CD3+	ANA809	545885
1085094	CD45RA-	CD45RA-	ANA816	545888
1085103	CD278+	ICOS+	ANA898	545889
1085108	BDCA2, CD303+	BDCA2+	ANA870	545891
1085115	CD16+	CD16+ neutrophil	ANA811	545894
1085118	CD14+	CD14+	ANA804	545896
1085120	CD14+	CD14+	ANA804	545897
1085126	CD3+	CD3+	ANA809	545899
1085127	CD3+	CD3+	ANA809	545900
1085131	CCR7+	CCR7+	ANA37	545901
1085139	CCR7-	CCR7-	ANA37	545903
1085147	CD3+	CD3+	ANA809	545906
1085163	CD3+	CD3+	ANA809	545910
1085173	CD4+	CD4+	ANA41	545912
1085204	CD3+	CD3+	ANA809	545917
1085207	CD45RA-	CD45RA-	ANA816	545917
1085208	CXCR3-	CXCR3-	ANA76	545917
1085223	CD14+	CD14+	ANA804	545923
1085226	HLADR+	HLADR+	ANA812	545924
1085228	HLADR+	HLA-DR+	ANA812	545925
1085244	CD3+	CD3+	ANA809	545931
1085255	CD4+	CD4+	ANA41	545934
1085258	CD3+	CD3+	ANA809	545935
1085259	CD4+	CD4+	ANA41	545935
1085277	CD45RA-	CD45RA-	ANA816	545939
1085279	CD3+	CD3+	ANA809	545940
1085287	CXCR5+	CXCR5+	ANA78	545941
1085295	CD45RA-	CD45RA-	ANA816	545942
1085297	CCR6+	CCR6+	ANA36	545942
1085301	CD45RA-	CD45RA-	ANA816	545943
1085313	CXCR5+	CXCR5+	ANA78	545945
1085316	CCR6-	CCR6-	ANA36	545945
1085332	CD14+	CD14+	ANA804	545952
1085337	CD14+	CD14+	ANA804	545954
1085338	HLADR+	HLA-DR+	ANA812	545954
1085339	CCRL1lo	CX3CR1lo	ANA59	545954
1085340	CD3+	CD3+	ANA809	545955
1085352	CD8+	CD8+	ANA810	545959
1085356	CD8+	CD8+	ANA810	545960
1085357	CCR7-	CCR7-	ANA37	545960
1085360	CD4+	CD4+	ANA41	545961
1085361	CD3+	CD3+	ANA809	545962
1085362	CD4+	CD4+	ANA41	545962
1085363	CCR7+	CCR7+	ANA37	545962
1085376	CD45RA-	CD45RA-	ANA816	545965
1085380	CD45RA-	CD45RA-	ANA816	545966
1085393	CD4+	CD4+	ANA41	545969
1085412	CD3+	CD3+	ANA809	545972
1085419	CD4+	CD4+	ANA41	545973
1085441	CD14+	CD14+	ANA804	545981
1085452	CCR7+	CCR7+	ANA37	545985
1085461	CD45RA+	CD45RA+	ANA816	545987
1085471	CD45RA-	CD45RA-	ANA816	545990
1085473	CD4+	CD4+	ANA41	545991
1085485	CD4+	CD4+	ANA41	545994
1085487	CD45RA-	CD45RA-	ANA816	545994
1085504	CCR6-	CCR6-	ANA36	545997
1085507	CD4+	CD4+	ANA41	545998
1085512	CD3+	CD3+	ANA809	545999
1085514	CXCR5+	CXCR5+	ANA78	545999
1085518	CD278+	ICOS+	ANA898	545999
1085525	CD3+	CD3+	ANA809	546001
1085566	CD8+	CD8+	ANA810	546015
1085569	CD3+	CD3+	ANA809	546016
1085590	CD45RA-	CD45RA-	ANA816	546021
1085591	CD3+	CD3+	ANA809	546022
1085603	CD45RA-	CD45RA-	ANA816	546024
1085604	CXCR3+	CXCR3+	ANA76	546024
1085605	CCR6-	CCR6-	ANA36	546024
1085609	CD45RA-	CD45RA-	ANA816	546025
1085615	CXCR5+	CXCR5+	ANA78	546026
1085617	CXCR3-	CXCR3-	ANA76	546026
1085619	CD3+	CD3+	ANA809	546027
1085642	HLADR+	HLA-DR+	ANA812	546031
1085646	HLADR+	HLA-DR+	ANA812	546032
1085651	CD14+	CD14+	ANA804	546035
1085654	HLADR+	HLADR+	ANA812	546036
1085666	CCR7+	CCR7+	ANA37	546041
1085667	CD45RA-	CD45RA-	ANA816	546041
1085691	CD4+	CD4+	ANA41	546048
1085697	CD45RA-	CD45RA-	ANA816	546049
1085707	CD3+	CD3+	ANA809	546052
1085713	CD3+	CD3+	ANA809	546053
1085730	CXCR3-	CXCR3-	ANA76	546055
1085733	CD3+	CD3+	ANA809	546056
1085740	CD4+	CD4+	ANA41	546057
1085758	CD14+	CD14+	ANA804	546063
1085763	HLADR+	HLA-DR+	ANA812	546065
1085772	CD8+	CD8+	ANA810	546069
1085773	CCR7+	CCR7+	ANA37	546069
1085791	CCR7+	CCR7+	ANA37	546074
1085797	CD3+	CD3+	ANA809	546076
1085799	CCR7-	CCR7-	ANA37	546076
1085824	CXCR3+	CXCR3+	ANA76	546081
1085825	CCR6-	CCR6-	ANA36	546081
1085860	HLADR+	HLA-DR+	ANA812	546088
1085866	SLAN+	SLAN+	ANA906	546091
1085868	HLADR+	HLADR+	ANA812	546092
1085877	CD8+	CD8+	ANA810	546096
1085891	CD8+	CD8+	ANA810	546100
1085894	CD3+	CD3+	ANA809	546101
1085913	CD4+	CD4+	ANA41	546106
1085915	CD45RA-	CD45RA-	ANA816	546106
1085923	CXCR5+	CXCR5+	ANA78	546108
1085941	CD4+	CD4+	ANA41	546111
1085952	CCR6-	CCR6-	ANA36	546112
1085967	HLADR+	HLA-DR+	ANA812	546116
1085982	CD3+	CD3+	ANA809	546123
1086000	CD45RA-	CD45RA-	ANA816	546128
1086011	CD3+	CD3+	ANA809	546132
1086034	CD3+	CD3+	ANA809	546137
1086066	CD278+	ICOS+	ANA898	546141
1086071	BDCA2, CD303+	BDCA2+	ANA870	546143
1086081	CD14+	CD14+	ANA804	546148
1086114	CD3+	CD3+	ANA809	546159
1086125	CD45RA-	CD45RA-	ANA816	546161
1086127	CD4+	CD4+	ANA41	546162
1086152	CXCR3-	CXCR3-	ANA76	546166
1086175	HLADR+	HLA-DR+	ANA812	546170
1086188	CD14+	CD14+	ANA804	546176
1086195	CCRL1lo	CX3CR1lo	ANA59	546178
1086201	CCR7+	CCR7+	ANA37	546181
1086203	CD3+	CD3+	ANA809	546182
1086230	CD4+	CD4+	ANA41	546189
1086233	CD3+	CD3+	ANA809	546190
1086238	CD4+	CD4+	ANA41	546191
1086244	CXCR5+	CXCR5+	ANA78	546192
1086248	CD3+	CD3+	ANA809	546193
1086249	CD4+	CD4+	ANA41	546193
1086252	CXCR3+	CXCR3+	ANA76	546193
1086253	CCR6-	CCR6-	ANA36	546193
1086261	CD3+	CD3+	ANA809	546195
1086279	CCR6-	CCR6-	ANA36	546197
1086291	granulocyte	granulocyte		546201
1086294	SLAN+	SLAN+	ANA906	546203
1086298	HLADR+	HLA-DR+	ANA812	546205
1086338	CCR7-	CCR7-	ANA37	546217
1086339	CD45RA-	CD45RA-	ANA816	546217
1086342	CXCR5+	CXCR5+	ANA78	546218
1086357	CXCR5+	CXCR5+	ANA78	546221
1086366	CXCR3-	CXCR3-	ANA76	546222
1086376	CD4+	CD4+	ANA41	546224
1086402	CD14+	CD14+	ANA804	546232
1086403	HLADR+	HLADR+	ANA812	546232
1086413	CD3+	CD3+	ANA809	546237
1086416	CD45RA-	CD45RA-	ANA816	546237
1086420	CD45RA+	CD45RA+	ANA816	546238
1086421	CD3+	CD3+	ANA809	546239
1086423	CCR7-	CCR7-	ANA37	546239
1086432	CD4+	CD4+	ANA41	546242
