EXPSAMPLE_ACCESSION	TREATMENT_ACCESSION
ES823816	TRT1645
ES823819	TRT1645
ES805092	TRT1574
ES805104	TRT1574
ES805110	TRT1574
ES805118	TRT1574
ES805124	TRT1574
ES805136	TRT1574
ES805138	TRT1574
ES805145	TRT1574
ES799391	TRT1459
ES799403	TRT1459
ES799410	TRT1459
ES799417	TRT1459
ES799310	TRT1459
ES799320	TRT1459
ES799324	TRT1459
ES799338	TRT1459
ES799340	TRT1459
ES799346	TRT1459
ES799350	TRT1459
ES799353	TRT1459
ES799358	TRT1459
ES799361	TRT1459
ES833016	TRT1763
ES833019	TRT1760
ES833022	TRT1758
ES833025	TRT1762
ES833035	TRT1760
ES833036	TRT1756
ES833041	TRT1762
ES833061	TRT1757
ES833062	TRT1758
ES833086	TRT1758
ES833099	TRT1760
ES833107	TRT1760
ES832453	TRT1757
ES832466	TRT1759
ES832471	TRT1761
ES832477	TRT1757
ES832490	TRT1759
ES832494	TRT1758
ES805360	TRT1574
ES805365	TRT1574
ES805373	TRT1574
ES805376	TRT1574
ES805379	TRT1574
ES805392	TRT1574
ES805399	TRT1574
ES805409	TRT1574
ES805411	TRT1574
ES805416	TRT1574
ES805419	TRT1574
ES805426	TRT1574
ES805444	TRT1574
ES805448	TRT1574
ES805473	TRT1574
ES805476	TRT1574
ES805493	TRT1574
ES805501	TRT1574
ES805503	TRT1574
ES805506	TRT1574
ES805525	TRT1574
ES805530	TRT1574
ES832504	TRT1763
ES832512	TRT1763
ES832532	TRT1756
ES832537	TRT1762
ES832546	TRT1759
ES832547	TRT1760
ES832561	TRT1762
ES832568	TRT1763
ES832574	TRT1758
ES832586	TRT1759
ES832602	TRT1759
ES832609	TRT1762
ES832640	TRT1763
ES832650	TRT1759
ES832665	TRT1762
ES832676	TRT1756
ES832678	TRT1758
ES832680	TRT1763
ES832688	TRT1763
ES832692	TRT1756
ES832696	TRT1763
ES832699	TRT1760
ES832709	TRT1757
ES832727	TRT1761
ES832731	TRT1760
ES832748	TRT1756
ES832762	TRT1759
ES832778	TRT1759
ES832779	TRT1760
ES832786	TRT1759
ES832787	TRT1760
ES832788	TRT1756
ES832794	TRT1759
ES832797	TRT1757
ES832803	TRT1760
ES832814	TRT1758
ES832824	TRT1763
ES832831	TRT1761
ES832852	TRT1756
ES832867	TRT1760
ES832874	TRT1759
ES832899	TRT1760
ES832901	TRT1757
ES832909	TRT1757
ES832916	TRT1756
ES832917	TRT1757
ES832918	TRT1758
ES832922	TRT1759
ES832930	TRT1759
ES832944	TRT1763
ES832948	TRT1756
ES832952	TRT1763
ES832954	TRT1759
ES832992	TRT1763
ES832995	TRT1760
ES832997	TRT1757
ES823827	TRT1645
ES823842	TRT1645
ES823843	TRT1645
ES823850	TRT1645
ES823852	TRT1645
ES823855	TRT1645
ES823859	TRT1645
ES823872	TRT1645
ES823878	TRT1645
ES823885	TRT1645
ES823891	TRT1645
ES823905	TRT1645
ES823920	TRT1645
ES823921	TRT1645
ES823924	TRT1645
ES823929	TRT1645
ES823934	TRT1645
ES823937	TRT1645
ES823948	TRT1645
ES823967	TRT1645
ES823977	TRT1645
ES824001	TRT1645
ES824003	TRT1645
ES824007	TRT1645
ES824008	TRT1645
ES824028	TRT1645
ES824030	TRT1645
ES824045	TRT1645
ES824047	TRT1645
ES824062	TRT1645
ES824064	TRT1645
ES824066	TRT1645
ES824075	TRT1645
ES824084	TRT1645
ES824088	TRT1645
ES824090	TRT1645
ES824103	TRT1645
ES824105	TRT1645
ES824128	TRT1645
ES824129	TRT1645
ES824130	TRT1645
ES824132	TRT1645
ES824136	TRT1645
ES824140	TRT1645
ES824149	TRT1645
ES824155	TRT1645
ES824162	TRT1645
ES824173	TRT1645
ES824181	TRT1645
ES824195	TRT1645
ES824196	TRT1645
ES824200	TRT1645
ES824213	TRT1645
ES824216	TRT1645
ES824222	TRT1645
ES824224	TRT1645
ES824233	TRT1645
ES824236	TRT1645
ES824237	TRT1645
ES824239	TRT1645
ES824245	TRT1645
ES718733	TRT85
ES718735	TRT85
ES718752	TRT85
ES718705	TRT85
ES718707	TRT85
ES718715	TRT85
ES718718	TRT85
ES718721	TRT85
ES718729	TRT85
ES805553	TRT1574
ES805561	TRT1574
ES805565	TRT1574
ES805571	TRT1574
ES805585	TRT1574
ES805587	TRT1574
ES805165	TRT1574
ES805166	TRT1574
ES805172	TRT1574
ES805179	TRT1574
ES805194	TRT1574
ES805196	TRT1574
ES805231	TRT1574
ES805247	TRT1574
ES805248	TRT1574
ES805263	TRT1574
ES805269	TRT1574
ES805271	TRT1574
ES805274	TRT1574
ES805281	TRT1574
ES805291	TRT1574
ES805306	TRT1574
ES805316	TRT1574
ES805347	TRT1574
ES790488	TRT1419
ES790495	TRT1419
ES790525	TRT1419
ES790529	TRT1419
ES790530	TRT1419
ES823699	TRT1645
ES823722	TRT1645
ES823729	TRT1645
ES823731	TRT1645
ES823735	TRT1645
ES823759	TRT1645
ES823779	TRT1645
ES823784	TRT1645
ES823789	TRT1645
ES823806	TRT1645
ES805098	TRT1574
ES805100	TRT1574
ES805122	TRT1574
ES805135	TRT1574
ES805139	TRT1574
ES805150	TRT1574
ES805158	TRT1574
ES799406	TRT1459
ES799409	TRT1459
ES799411	TRT1459
ES799413	TRT1459
ES799415	TRT1459
ES799308	TRT1459
ES799319	TRT1459
ES799326	TRT1459
ES799327	TRT1459
ES799339	TRT1459
ES799348	TRT1459
ES799352	TRT1459
ES799354	TRT1459
ES799370	TRT1459
ES799386	TRT1459
ES799387	TRT1459
ES799388	TRT1459
ES799389	TRT1459
ES833002	TRT1759
ES833006	TRT1758
ES833014	TRT1758
ES833015	TRT1761
ES833020	TRT1756
ES833028	TRT1756
ES833038	TRT1758
ES833046	TRT1758
ES833047	TRT1761
ES833049	TRT1762
ES833051	TRT1760
ES833052	TRT1756
ES833056	TRT1763
ES833071	TRT1761
ES833075	TRT1760
ES833101	TRT1757
ES832445	TRT1757
ES832476	TRT1756
ES832479	TRT1761
ES832489	TRT1762
ES805359	TRT1574
ES805384	TRT1574
ES805388	TRT1574
ES805390	TRT1574
ES805396	TRT1574
ES805405	TRT1574
ES805406	TRT1574
ES805412	TRT1574
ES805417	TRT1574
ES805421	TRT1574
ES805423	TRT1574
ES805428	TRT1574
ES805433	TRT1574
ES805439	TRT1574
ES805442	TRT1574
ES805443	TRT1574
ES805449	TRT1574
ES805457	TRT1574
ES805480	TRT1574
ES805486	TRT1574
ES805488	TRT1574
ES805494	TRT1574
ES805516	TRT1574
ES805518	TRT1574
ES805522	TRT1574
ES805527	TRT1574
ES805531	TRT1574
ES832501	TRT1757
ES832503	TRT1761
ES832513	TRT1762
ES832515	TRT1760
ES832516	TRT1756
ES832519	TRT1761
ES832536	TRT1763
ES832538	TRT1759
ES832560	TRT1763
ES832562	TRT1759
ES832577	TRT1762
ES832600	TRT1763
ES832608	TRT1763
ES832610	TRT1759
ES832616	TRT1763
ES832618	TRT1759
ES832619	TRT1760
ES832630	TRT1758
ES832649	TRT1762
ES832657	TRT1762
ES832659	TRT1760
ES832660	TRT1756
ES832671	TRT1761
ES832675	TRT1760
ES832682	TRT1759
ES832700	TRT1756
ES832702	TRT1758
ES832704	TRT1763
ES832706	TRT1759
ES832726	TRT1758
ES832751	TRT1761
ES832752	TRT1763
ES832753	TRT1762
ES832755	TRT1760
ES832765	TRT1757
ES832777	TRT1762
ES832781	TRT1757
ES832811	TRT1760
ES832817	TRT1762
ES832834	TRT1759
ES832836	TRT1756
ES832849	TRT1762
ES832856	TRT1763
ES832858	TRT1759
ES832860	TRT1756
ES832863	TRT1761
ES832865	TRT1762
ES832869	TRT1757
ES832871	TRT1761
ES832878	TRT1758
ES832883	TRT1760
ES832888	TRT1763
ES832893	TRT1757
ES832894	TRT1758
ES832895	TRT1761
ES832905	TRT1762
ES832910	TRT1758
ES832913	TRT1762
ES832921	TRT1762
ES832924	TRT1756
ES832934	TRT1758
ES832935	TRT1761
ES832937	TRT1762
ES832953	TRT1762
ES832957	TRT1757
ES832961	TRT1762
ES832970	TRT1759
ES832983	TRT1761
ES832984	TRT1763
ES832986	TRT1759
ES832996	TRT1756
ES823822	TRT1645
ES823824	TRT1645
ES823828	TRT1645
ES823833	TRT1645
ES823836	TRT1645
ES823844	TRT1645
ES823848	TRT1645
ES823873	TRT1645
ES823879	TRT1645
ES823901	TRT1645
ES823906	TRT1645
ES823907	TRT1645
ES823941	TRT1645
ES823958	TRT1645
ES823959	TRT1645
ES823970	TRT1645
ES823974	TRT1645
ES823976	TRT1645
ES823978	TRT1645
ES823987	TRT1645
ES823990	TRT1645
ES824000	TRT1645
ES824017	TRT1645
ES824018	TRT1645
ES824021	TRT1645
ES824025	TRT1645
ES824035	TRT1645
ES824040	TRT1645
ES824059	TRT1645
ES824081	TRT1645
ES824085	TRT1645
ES824094	TRT1645
ES824095	TRT1645
ES824115	TRT1645
ES824116	TRT1645
ES824121	TRT1645
ES824139	TRT1645
ES824147	TRT1645
ES824148	TRT1645
ES824152	TRT1645
ES824172	TRT1645
ES824189	TRT1645
ES824194	TRT1645
ES824197	TRT1645
ES824214	TRT1645
ES824225	TRT1645
ES824226	TRT1645
ES824229	TRT1645
ES824232	TRT1645
ES824234	TRT1645
ES824248	TRT1645
ES718737	TRT85
ES718748	TRT85
ES718700	TRT85
ES718708	TRT85
ES718712	TRT85
ES805541	TRT1574
ES805551	TRT1574
ES805554	TRT1574
ES805555	TRT1574
ES805556	TRT1574
ES805559	TRT1574
ES805563	TRT1574
ES805584	TRT1574
ES805160	TRT1574
ES805164	TRT1574
ES805176	TRT1574
ES805187	TRT1574
ES805205	TRT1574
ES805206	TRT1574
ES805208	TRT1574
ES805209	TRT1574
ES805211	TRT1574
ES805224	TRT1574
ES805234	TRT1574
ES805236	TRT1574
ES805241	TRT1574
ES805253	TRT1574
ES805267	TRT1574
ES805272	TRT1574
ES805279	TRT1574
ES805292	TRT1574
ES805295	TRT1574
ES805298	TRT1574
ES805303	TRT1574
ES805310	TRT1574
ES805317	TRT1574
ES805323	TRT1574
ES805326	TRT1574
ES805330	TRT1574
ES805346	TRT1574
ES790481	TRT1419
ES790484	TRT1419
ES790494	TRT1419
ES790503	TRT1419
ES790504	TRT1419
ES790509	TRT1419
ES823702	TRT1645
ES823706	TRT1645
ES823715	TRT1645
ES823723	TRT1645
ES823737	TRT1645
ES823742	TRT1645
ES823743	TRT1645
ES823748	TRT1645
ES823758	TRT1645
ES823763	TRT1645
ES823785	TRT1645
ES823788	TRT1645
ES823794	TRT1645
ES823796	TRT1645
ES823798	TRT1645
ES823812	TRT1645
ES823813	TRT1645
ES823814	TRT1645
ES823817	TRT1645
ES805097	TRT1574
ES805107	TRT1574
ES805116	TRT1574
ES805120	TRT1574
ES805125	TRT1574
ES805132	TRT1574
ES805141	TRT1574
ES805148	TRT1574
ES799394	TRT1459
ES799396	TRT1459
ES799401	TRT1459
ES799402	TRT1459
ES799405	TRT1459
ES799412	TRT1459
ES799306	TRT1459
ES799317	TRT1459
ES799321	TRT1459
ES799323	TRT1459
ES799335	TRT1459
ES799359	TRT1459
ES799362	TRT1459
ES799374	TRT1459
ES799376	TRT1459
ES799377	TRT1459
ES799378	TRT1459
ES833005	TRT1757
ES833013	TRT1757
ES833017	TRT1762
ES833018	TRT1759
ES833021	TRT1757
ES833023	TRT1761
ES833030	TRT1758
ES833037	TRT1757
ES833055	TRT1761
ES833057	TRT1762
ES833059	TRT1760
ES833064	TRT1763
ES833068	TRT1756
ES833077	TRT1757
ES833078	TRT1758
ES833083	TRT1760
ES833088	TRT1763
ES833094	TRT1758
ES833095	TRT1761
ES833108	TRT1756
ES832440	TRT1763
ES832460	TRT1756
ES832472	TRT1763
ES832475	TRT1760
ES832478	TRT1758
ES832493	TRT1757
ES805351	TRT1574
ES805368	TRT1574
ES805374	TRT1574
ES805380	TRT1574
ES805381	TRT1574
ES805382	TRT1574
ES805403	TRT1574
ES805431	TRT1574
ES805445	TRT1574
ES805455	TRT1574
ES805459	TRT1574
ES805462	TRT1574
ES805465	TRT1574
ES805466	TRT1574
ES805471	TRT1574
ES805514	TRT1574
ES832500	TRT1756
ES832506	TRT1759
ES832508	TRT1756
ES832517	TRT1757
ES832523	TRT1760
ES832535	TRT1761
ES832549	TRT1757
ES832554	TRT1759
ES832556	TRT1756
ES832575	TRT1761
ES832579	TRT1760
ES832580	TRT1756
ES832583	TRT1761
ES832587	TRT1760
ES832599	TRT1761
ES832604	TRT1756
ES832607	TRT1761
ES832620	TRT1756
ES832636	TRT1756
ES832642	TRT1759
ES832654	TRT1758
ES832664	TRT1763
ES832677	TRT1757
ES832694	TRT1758
ES832710	TRT1758
ES832719	TRT1761
ES832728	TRT1763
ES832734	TRT1758
ES832736	TRT1763
ES832740	TRT1756
ES832743	TRT1761
ES832749	TRT1757
ES832769	TRT1762
ES832773	TRT1757
ES832790	TRT1758
ES832796	TRT1756
ES832821	TRT1757
ES832832	TRT1763
ES832838	TRT1758
ES832862	TRT1758
ES832870	TRT1758
ES832872	TRT1763
ES832876	TRT1756
ES832882	TRT1759
ES832891	TRT1760
ES832908	TRT1756
ES832927	TRT1761
ES832928	TRT1763
ES832931	TRT1760
ES832938	TRT1759
ES832945	TRT1762
ES832959	TRT1761
ES832963	TRT1760
ES832966	TRT1758
ES832969	TRT1762
ES832975	TRT1761
ES832976	TRT1763
ES832988	TRT1756
ES832990	TRT1758
ES823825	TRT1645
ES823846	TRT1645
ES823853	TRT1645
ES823858	TRT1645
ES823862	TRT1645
ES823883	TRT1645
ES823890	TRT1645
ES823899	TRT1645
ES823914	TRT1645
ES823915	TRT1645
ES823916	TRT1645
ES823932	TRT1645
ES823933	TRT1645
ES823954	TRT1645
ES823962	TRT1645
ES823964	TRT1645
ES823968	TRT1645
ES823969	TRT1645
ES823971	TRT1645
ES823989	TRT1645
ES823992	TRT1645
ES823999	TRT1645
ES824011	TRT1645
ES824022	TRT1645
ES824027	TRT1645
ES824042	TRT1645
ES824043	TRT1645
ES824049	TRT1645
ES824063	TRT1645
ES824068	TRT1645
ES824072	TRT1645
ES824078	TRT1645
ES824079	TRT1645
ES824087	TRT1645
ES824099	TRT1645
ES824100	TRT1645
ES824107	TRT1645
ES824111	TRT1645
ES824122	TRT1645
ES824137	TRT1645
ES824151	TRT1645
ES824175	TRT1645
ES824179	TRT1645
ES824180	TRT1645
ES824184	TRT1645
ES824186	TRT1645
ES824188	TRT1645
ES824220	TRT1645
ES824227	TRT1645
ES824228	TRT1645
ES824230	TRT1645
ES824240	TRT1645
ES824243	TRT1645
ES718730	TRT85
ES718734	TRT85
ES718702	TRT85
ES718703	TRT85
ES718716	TRT85
ES718722	TRT85
ES718724	TRT85
ES718725	TRT85
ES805546	TRT1574
ES805549	TRT1574
ES805550	TRT1574
ES805569	TRT1574
ES805572	TRT1574
ES805580	TRT1574
ES805590	TRT1574
ES805162	TRT1574
ES805174	TRT1574
ES805178	TRT1574
ES805193	TRT1574
ES805212	TRT1574
ES805219	TRT1574
ES805225	TRT1574
ES805238	TRT1574
ES805239	TRT1574
ES805246	TRT1574
ES805262	TRT1574
ES805276	TRT1574
ES805283	TRT1574
ES805285	TRT1574
ES805288	TRT1574
ES805301	TRT1574
ES805304	TRT1574
ES805308	TRT1574
ES805324	TRT1574
ES805327	TRT1574
ES805331	TRT1574
ES805335	TRT1574
ES805344	TRT1574
ES805349	TRT1574
ES790482	TRT1419
ES790483	TRT1419
ES790491	TRT1419
ES790498	TRT1419
ES790500	TRT1419
ES790505	TRT1419
ES790513	TRT1419
ES823719	TRT1645
ES823738	TRT1645
ES823740	TRT1645
ES823741	TRT1645
ES823797	TRT1645
ES823799	TRT1645
ES823803	TRT1645
ES823804	TRT1645
ES823809	TRT1645
ES823811	TRT1645
ES805095	TRT1574
ES805105	TRT1574
ES805117	TRT1574
ES805126	TRT1574
ES805128	TRT1574
ES805131	TRT1574
ES805142	TRT1574
ES805143	TRT1574
ES805144	TRT1574
ES805151	TRT1574
ES805153	TRT1574
ES805157	TRT1574
ES799392	TRT1459
ES799395	TRT1459
ES799416	TRT1459
ES799304	TRT1459
ES799307	TRT1459
ES799315	TRT1459
ES799325	TRT1459
ES799331	TRT1459
ES799332	TRT1459
ES799344	TRT1459
ES799351	TRT1459
ES799356	TRT1459
ES799360	TRT1459
ES799382	TRT1459
ES799383	TRT1459
ES799384	TRT1459
ES833026	TRT1759
ES833031	TRT1761
ES833039	TRT1761
ES833050	TRT1759
ES833053	TRT1757
ES833066	TRT1759
ES833069	TRT1757
ES833079	TRT1761
ES833081	TRT1762
ES833082	TRT1759
ES833104	TRT1763
ES832447	TRT1761
ES832448	TRT1763
ES832458	TRT1759
ES832462	TRT1758
ES832463	TRT1761
ES832498	TRT1759
ES805357	TRT1574
ES805361	TRT1574
ES805364	TRT1574
ES805371	TRT1574
ES805393	TRT1574
ES805402	TRT1574
ES805414	TRT1574
ES805418	TRT1574
ES805424	TRT1574
ES805432	TRT1574
ES805440	TRT1574
ES805447	TRT1574
ES805451	TRT1574
ES805461	TRT1574
ES805467	TRT1574
ES805469	TRT1574
ES805484	TRT1574
ES805500	TRT1574
ES805510	TRT1574
ES805512	TRT1574
ES805517	TRT1574
ES805519	TRT1574
ES805526	TRT1574
ES805532	TRT1574
ES805537	TRT1574
ES832507	TRT1760
ES832524	TRT1756
ES832528	TRT1763
ES832529	TRT1762
ES832531	TRT1760
ES832534	TRT1758
ES832565	TRT1757
ES832566	TRT1758
ES832572	TRT1756
ES832588	TRT1756
ES832590	TRT1758
ES832594	TRT1759
ES832595	TRT1760
ES832598	TRT1758
ES832601	TRT1762
ES832612	TRT1756
ES832613	TRT1757
ES832617	TRT1762
ES832621	TRT1757
ES832622	TRT1758
ES832624	TRT1763
ES832627	TRT1760
ES832637	TRT1757
ES832645	TRT1757
ES832666	TRT1759
ES832679	TRT1761
ES832683	TRT1760
ES832687	TRT1761
ES832689	TRT1762
ES832690	TRT1759
ES832697	TRT1762
ES832707	TRT1760
ES832717	TRT1757
ES832722	TRT1759
ES832729	TRT1762
ES832732	TRT1756
ES832746	TRT1759
ES832754	TRT1759
ES832757	TRT1757
ES832760	TRT1763
ES832763	TRT1760
ES832774	TRT1758
ES832780	TRT1756
ES832784	TRT1763
ES832828	TRT1756
ES832839	TRT1761
ES832861	TRT1757
ES832864	TRT1763
ES832866	TRT1759
ES832873	TRT1762
ES832877	TRT1757
ES832880	TRT1763
ES832884	TRT1756
ES832925	TRT1757
ES832936	TRT1763
ES832943	TRT1761
ES832962	TRT1759
ES832964	TRT1756
ES832972	TRT1756
ES832980	TRT1756
ES832985	TRT1762
ES832991	TRT1761
ES832994	TRT1759
ES823820	TRT1645
ES823823	TRT1645
ES823829	TRT1645
ES823832	TRT1645
ES823835	TRT1645
ES823854	TRT1645
ES823861	TRT1645
ES823866	TRT1645
ES823870	TRT1645
ES823874	TRT1645
ES823882	TRT1645
ES823898	TRT1645
ES823903	TRT1645
ES823908	TRT1645
ES823922	TRT1645
ES823936	TRT1645
ES823938	TRT1645
ES823947	TRT1645
ES823950	TRT1645
ES823951	TRT1645
ES823952	TRT1645
ES823955	TRT1645
ES823956	TRT1645
ES823957	TRT1645
ES823973	TRT1645
ES823982	TRT1645
ES823983	TRT1645
ES823995	TRT1645
ES824013	TRT1645
ES824016	TRT1645
ES824029	TRT1645
ES824032	TRT1645
ES824037	TRT1645
ES824048	TRT1645
ES824050	TRT1645
ES824051	TRT1645
ES824060	TRT1645
ES824076	TRT1645
ES824082	TRT1645
ES824098	TRT1645
ES824104	TRT1645
ES824113	TRT1645
ES824124	TRT1645
ES824131	TRT1645
ES824142	TRT1645
ES824143	TRT1645
ES824145	TRT1645
ES824157	TRT1645
ES824158	TRT1645
ES824185	TRT1645
ES824202	TRT1645
ES824208	TRT1645
ES824210	TRT1645
ES824235	TRT1645
ES718739	TRT85
ES718746	TRT85
ES718749	TRT85
ES718754	TRT85
ES718704	TRT85
ES718706	TRT85
ES718709	TRT85
ES718711	TRT85
ES718726	TRT85
ES805547	TRT1574
ES805552	TRT1574
ES805567	TRT1574
ES805582	TRT1574
ES805161	TRT1574
ES805167	TRT1574
ES805171	TRT1574
ES805188	TRT1574
ES805191	TRT1574
ES805198	TRT1574
ES805199	TRT1574
ES805201	TRT1574
ES805204	TRT1574
ES805210	TRT1574
ES805221	TRT1574
ES805222	TRT1574
ES805226	TRT1574
ES805227	TRT1574
ES805230	TRT1574
ES805232	TRT1574
ES805252	TRT1574
ES805254	TRT1574
ES805255	TRT1574
ES805258	TRT1574
ES805264	TRT1574
ES805268	TRT1574
ES805280	TRT1574
ES805282	TRT1574
ES805289	TRT1574
ES805313	TRT1574
ES805315	TRT1574
ES805322	TRT1574
ES805325	TRT1574
ES805334	TRT1574
ES805337	TRT1574
ES805338	TRT1574
ES790489	TRT1419
ES790497	TRT1419
ES790501	TRT1419
ES790508	TRT1419
ES790516	TRT1419
ES790519	TRT1419
ES790521	TRT1419
ES790524	TRT1419
ES790532	TRT1419
ES823698	TRT1645
ES823709	TRT1645
ES823713	TRT1645
ES823716	TRT1645
ES823728	TRT1645
ES823734	TRT1645
ES823739	TRT1645
ES823754	TRT1645
ES823757	TRT1645
ES823760	TRT1645
ES823762	TRT1645
ES823766	TRT1645
ES823770	TRT1645
ES823772	TRT1645
ES823773	TRT1645
ES823774	TRT1645
ES823780	TRT1645
ES823790	TRT1645
ES823800	TRT1645
ES823807	TRT1645
ES823818	TRT1645
ES805096	TRT1574
ES805109	TRT1574
ES805111	TRT1574
ES805113	TRT1574
ES805119	TRT1574
ES805121	TRT1574
ES805129	TRT1574
ES805137	TRT1574
ES805140	TRT1574
ES805147	TRT1574
ES805155	TRT1574
ES805156	TRT1574
ES799390	TRT1459
ES799404	TRT1459
ES799407	TRT1459
ES799408	TRT1459
ES799328	TRT1459
ES799330	TRT1459
ES799333	TRT1459
ES799349	TRT1459
ES799364	TRT1459
ES799367	TRT1459
ES799368	TRT1459
ES799371	TRT1459
ES799375	TRT1459
ES799385	TRT1459
ES833001	TRT1762
ES833003	TRT1760
ES833009	TRT1762
ES833032	TRT1763
ES833033	TRT1762
ES833040	TRT1763
ES833058	TRT1759
ES833065	TRT1762
ES833070	TRT1758
ES833076	TRT1756
ES833090	TRT1759
ES833092	TRT1756
ES833097	TRT1762
ES833102	TRT1758
ES832442	TRT1759
ES832443	TRT1760
ES832446	TRT1758
ES832450	TRT1759
ES832452	TRT1756
ES832455	TRT1761
ES832459	TRT1760
ES832461	TRT1757
ES832474	TRT1759
ES832495	TRT1761
ES805362	TRT1574
ES805366	TRT1574
ES805369	TRT1574
ES805370	TRT1574
ES805377	TRT1574
ES805394	TRT1574
ES805400	TRT1574
ES805401	TRT1574
ES805408	TRT1574
ES805413	TRT1574
ES805425	TRT1574
ES805429	TRT1574
ES805430	TRT1574
ES805435	TRT1574
ES805452	TRT1574
ES805454	TRT1574
ES805474	TRT1574
ES805475	TRT1574
ES805477	TRT1574
ES805481	TRT1574
ES805489	TRT1574
ES805495	TRT1574
ES805499	TRT1574
ES805505	TRT1574
ES805511	TRT1574
ES805520	TRT1574
ES805539	TRT1574
ES832502	TRT1758
