FCS_HEADER_ID	COMPENSATION_FLAG	EXPSAMPLE_ACCESSION	FCS_FILE_NAME	FCS_HEADER_TEXT	FCS_VERSION	FILE_INFO_ID	MAXIMUM_INTENSITY	MINIMUM_INTENSITY	NUMBER_OF_EVENTS	NUMBER_OF_MARKERS	PANEL_PREFERRED	PANEL_REPORTED
143904	N	ES753809	3302_BAYVAC011TP12_2.fcs		1	404491	5916	0	265070	16		FSC-A|FSC-H|SSC-A|SSC-H|IgD|CD45|CD138|CD27|CD24|CD19|CD20|CD38|Pacific Blue-A|Alexa Fluor 700-A|PerCP-Cy5-5-A|Time
106951	N	ES753810	3303_BAYVAC011TP12_3.fcs		1	404493	5299	0	224136	16		FSC-A|FSC-H|SSC-A|SSC-H|CD15|CD45|CD16|HLA-DR|CD40|CD62L|CD86|CD11b|CD14|Alexa Fluor 700-A|PerCP-Cy5-5-A|Time
100868	N	ES753811	3304_BAYVAC011TP12_4.fcs		1	404495	5872	0	270629	16		FSC-A|FSC-H|SSC-A|SSC-H|CXCR5|CD45|ICOS|CD8|CCR6|CD45RA|CXCR3|CCR7|CD4|CD3|PerCP-Cy5-5-A|Time
116174	N	ES753812	3305_BAYVAC011TP12_5.fcs		1	404497	6047	0	260019	16		FSC-A|FSC-H|SSC-A|SSC-H|Lin-2|CD45|BDCA-3|CD16|BDCA-2|PE-Texas Red-A|CD123|CD2|CD86|HLA-DR|CD1c|Time
101949	N	ES753813	3306_BAYVAC011TP12_6.fcs		1	404499	7384	0	274918	16		FSC-A|FSC-H|SSC-A|SSC-H|CD3-19-20-56|CD45|Slan|CD16|CD11b|PE-Texas Red-A|PE-Cy5-A|CD2|CD86|HLA-DR|CD14|Time
131589	N	ES753814	3307_BAYVAC011TP12_7.fcs		1	404501	5800	0	264725	16		FSC-A|FSC-H|SSC-A|SSC-H|CD16|CD45|CD25|CD8|CD127|PE-Texas Red-A|PE-Cy5-A|CD56|CD4|CD3|PerCP-Cy5-5-A|Time
78632	N	ES753815	3428_BAYVAC011TP13_2.fcs		1	404503	9924	0	386953	16		FSC-A|FSC-H|SSC-A|SSC-H|IgD|CD45|CD138|CD27|CD24|CD19|CD20|CD38|Pacific Blue-A|Alexa Fluor 700-A|PerCP-Cy5-5-A|Time
149360	N	ES753816	3429_BAYVAC011TP13_3.fcs		1	404505	21438	0	348474	16		FSC-A|FSC-H|SSC-A|SSC-H|CD15|CD45|CD16|HLA-DR|CD40|CD62L|CD86|CD11b|CD14|Alexa Fluor 700-A|PerCP-Cy5-5-A|Time
121674	N	ES753817	3430_BAYVAC011TP13_4.fcs		1	404507	10462	0	394744	16		FSC-A|FSC-H|SSC-A|SSC-H|CXCR5|CD45|ICOS|CD8|CCR6|CD45RA|CXCR3|CCR7|CD4|CD3|PerCP-Cy5-5-A|Time
81374	N	ES753818	3431_BAYVAC011TP13_5.fcs		1	404509	9576	0	379309	16		FSC-A|FSC-H|SSC-A|SSC-H|Lin-2|CD45|BDCA-3|CD16|BDCA-2|PE-Texas Red-A|CD123|CD2|CD86|HLA-DR|CD1c|Time
80452	N	ES753819	3432_BAYVAC011TP13_6.fcs		1	404511	9259	0	339800	16		FSC-A|FSC-H|SSC-A|SSC-H|CD3-19-20-56|CD45|Slan|CD16|CD11b|PE-Texas Red-A|PE-Cy5-A|CD2|CD86|HLA-DR|CD14|Time
114288	N	ES753820	3433_BAYVAC011TP13_7.fcs		1	404513	14692	0	355176	16		FSC-A|FSC-H|SSC-A|SSC-H|CD16|CD45|CD25|CD8|CD127|PE-Texas Red-A|PE-Cy5-A|CD56|CD4|CD3|PerCP-Cy5-5-A|Time
127989	N	ES753821	3591_Specimen_002_B2_B02.fcs		1	404515	13292	0	279060	16		FSC-A|FSC-H|SSC-A|SSC-H|IgD|CD45|CD138|CD27|CD24|CD19|CD20|CD38|Pacific Blue-A|Alexa Fluor 700-A|PerCP-Cy5-5-A|Time
126719	N	ES753822	3592_Specimen_002_C2_C02.fcs		1	404517	13306	0	244225	16		FSC-A|FSC-H|SSC-A|SSC-H|CD15|CD45|CD16|HLA-DR|CD40|CD62L|CD86|CD11b|CD14|Alexa Fluor 700-A|PerCP-Cy5-5-A|Time
134374	N	ES753823	3593_Specimen_002_D2_D02.fcs		1	404519	13302	0	274729	16		FSC-A|FSC-H|SSC-A|SSC-H|CXC35|CD45|ICOS|CD8|CCR6|CD45RA|CXCR3|CCR7|CD4|CD3|PerCP-Cy5-5-A|Time
120244	N	ES753824	3594_Specimen_002_E2_E02.fcs		1	404521	13299	0	256993	16		FSC-A|FSC-H|SSC-A|SSC-H|Lin-2|CD45|BDCA-3|CD16|BDCA-2|PE-Texas Red-A|PE-Cy5-A|CD2|CD86|HLA-DR|CD1c|Time
151059	N	ES753825	3595_Specimen_002_F2_F02.fcs		1	404523	13290	0	256397	16		FSC-A|FSC-H|SSC-A|SSC-H|CD3-19-20-15|CD45|Slan|CD16|CD11b|PE-Texas Red-A|PE-Cy5-A|CD2|CD86|HLA-DR|CD14|Time
101795	N	ES753826	3596_Specimen_002_G2_G02.fcs		1	404525	11896	0	223318	16		FSC-A|FSC-H|SSC-A|SSC-H|CD16|CD45|CD25|CD8|CD127|PE-Texas Red-A|PE-Cy5-A|CD56|CD4|CD3|PerCP-Cy5-5-A|Time
76270	N	ES753827	2804_BAYVAC012TP7_2.fcs		1	404527	16450	0	483597	16		FSC-A|FSC-H|SSC-A|SSC-H|IgD|CD45|CD138|CD27|CD24|CD19|CD20|CD38|Pacific Blue-A|Alexa Fluor 700-A|PerCP-Cy5-5-A|Time
97400	N	ES753828	2805_BAYVAC012TP7_3.fcs		1	404529	24730	0	508925	16		FSC-A|FSC-H|SSC-A|SSC-H|CD15|CD45|CD16|HLA-DR|CD40|CD62L|CD86|CD11b|CD14|Alexa Fluor 700-A|PerCP-Cy5-5-A|Time
151165	N	ES753829	2806_BAYVAC012TP7_4.fcs		1	404531	29097	0	549899	16		FSC-A|FSC-H|SSC-A|SSC-H|CXCR5|CD45|ICOS|CD8|CCR6|CD45RA|CXCR3|CCR7|CD4|CD3|PerCP-Cy5-5-A|Time
89808	N	ES753830	2807_BAYVAC012TP7_5.fcs		1	404533	24609	0	542302	16		FSC-A|FSC-H|SSC-A|SSC-H|Lin-2|CD45|BDCA-3|CD16|BDCA-2|PE-Texas Red-A|CD123|CD2|CD86|HLA-DR|CD1c|Time
97321	N	ES753831	2808_BAYVAC012TP7_6.fcs		1	404535	28706	0	512175	16		FSC-A|FSC-H|SSC-A|SSC-H|CD3-19-20-56|CD45|Slan|CD16|CD11b|PE-Texas Red-A|PE-Cy5-A|CD2|CD86|HLA-DR|CD14|Time
131040	N	ES753832	2809_BAYVAC012TP7_7.fcs		1	404537	12908	0	538190	16		FSC-A|FSC-H|SSC-A|SSC-H|CD16|CD45|CD25|CD8|CD127|PE-Texas Red-A|PE-Cy5-A|CD56|CD4|CD3|PerCP-Cy5-5-A|Time
144958	N	ES753833	2672_BAYVAC012TP2_bis_2.fcs		1	404539	10745	0	33811	16		FSC-A|FSC-H|SSC-A|SSC-H|IgD|CD45|CD138|CD27|CD24|CD19|CD20|CD38|Pacific Blue-A|Alexa Fluor 700-A|PerCP-Cy5-5-A|Time
151241	N	ES753834	2674_BAYVAC012TP2_3.fcs		1	404541	12850	0	114046	16		FSC-A|FSC-H|SSC-A|SSC-H|CD15|CD45|CD16|HLA-DR|CD40|CD62L|CD86|CD11b|CD14|Alexa Fluor 700-A|PerCP-Cy5-5-A|Time
87416	N	ES753835	2676_BAYVAC012TP2_bis_4.fcs		1	404543	5115	0	6532	16		FSC-A|FSC-H|SSC-A|SSC-H|CXCR5|CD45|ICOS|CD8|CCR6|CD45RA|CXCR3|CCR7|CD4|CD3|PerCP-Cy5-5-A|Time
100152	N	ES753836	2678_BAYVAC012TP2_5.fcs		1	404545	4095	0	6442	16		FSC-A|FSC-H|SSC-A|SSC-H|Lin-2|CD45|BDCA-3|CD16|BDCA-2|PE-Texas Red-A|CD123|CD2|CD86|HLA-DR|CD1c|Time
103266	N	ES753837	2680_BAYVAC012TP2_6.fcs		1	404547	4097	0	26053	16		FSC-A|FSC-H|SSC-A|SSC-H|CD3-19-20-56|CD45|Slan|CD16|CD11b|PE-Texas Red-A|PE-Cy5-A|CD2|CD86|HLA-DR|CD14|Time
110216	N	ES753838	2682_BAYVAC012TP2_bis_7.fcs		1	404549	13316	0	59750	16		FSC-A|FSC-H|SSC-A|SSC-H|CD16|CD45|CD25|CD8|CD127|PE-Texas Red-A|PE-Cy5-A|CD56|CD4|CD3|PerCP-Cy5-5-A|Time
139309	N	ES753839	3056_BAYVAC012TP14_2.fcs		1	404551	7927	0	354053	16		FSC-A|FSC-H|SSC-A|SSC-H|IgD|CD45|CD138|CD27|CD24|CD19|CD20|CD38|Pacific Blue-A|Alexa Fluor 700-A|PerCP-Cy5-5-A|Time
95425	N	ES753840	3057_BAYVAC012TP14_3.fcs		1	404553	7234	0	318928	16		FSC-A|FSC-H|SSC-A|SSC-H|CD15|CD45|CD16|HLA-DR|CD40|CD62L|CD86|CD11b|CD14|Alexa Fluor 700-A|PerCP-Cy5-5-A|Time
145328	N	ES753841	3058_BAYVAC012TP14_4.fcs		1	404555	7297	0	363795	16		FSC-A|FSC-H|SSC-A|SSC-H|CXCR5|CD45|ICOS|CD8|CCR6|CD45RA|CXCR3|CCR7|CD4|CD3|PerCP-Cy5-5-A|Time
146611	N	ES753842	3059_BAYVAC012TP14_5.fcs		1	404557	7417	0	354453	16		FSC-A|FSC-H|SSC-A|SSC-H|Lin-2|CD45|BDCA-3|CD16|BDCA-2|PE-Texas Red-A|CD123|CD2|CD86|HLA-DR|CD1c|Time
96760	N	ES753843	3060_BAYVAC012TP14_6.fcs		1	404559	7632	0	362139	16		FSC-A|FSC-H|SSC-A|SSC-H|CD3-19-20-56|CD45|Slan|CD16|CD11b|PE-Texas Red-A|PE-Cy5-A|CD2|CD86|HLA-DR|CD14|Time
135445	N	ES753844	3061_BAYVAC012TP14_7.fcs		1	404561	7026	0	337842	16		FSC-A|FSC-H|SSC-A|SSC-H|CD16|CD45|CD25|CD8|CD127|PE-Texas Red-A|PE-Cy5-A|CD56|CD4|CD3|PerCP-Cy5-5-A|Time
103573	N	ES753845	2930_BAYVAC012TP9_2.fcs		1	404563	17086	0	523345	16		FSC-A|FSC-H|SSC-A|SSC-H|IgD|CD45|CD138|CD27|CD24|CD19|CD20|CD38|Pacific Blue-A|Alexa Fluor 700-A|PerCP-Cy5-5-A|Time
97121	N	ES753846	2931_BAYVAC012TP9_3.fcs		1	404565	14872	0	505336	16		FSC-A|FSC-H|SSC-A|SSC-H|CD15|CD45|CD16|HLA-DR|CD40|CD62L|CD86|CD11b|CD14|Alexa Fluor 700-A|PerCP-Cy5-5-A|Time
118636	N	ES753847	2932_BAYVAC012TP9_4.fcs		1	404567	20061	0	527239	16		FSC-A|FSC-H|SSC-A|SSC-H|CXCR5|CD45|ICOS|CD8|CCR6|CD45RA|CXCR3|CCR7|CD4|CD3|PerCP-Cy5-5-A|Time
110709	N	ES753848	2933_BAYVAC012TP9_5.fcs		1	404569	22866	0	531319	16		FSC-A|FSC-H|SSC-A|SSC-H|Lin-2|CD45|BDCA-3|CD16|BDCA-2|PE-Texas Red-A|CD123|CD2|CD86|HLA-DR|CD1c|Time
84045	N	ES753849	2934_BAYVAC012TP9_6.fcs		1	404571	19853	0	479534	16		FSC-A|FSC-H|SSC-A|SSC-H|CD3-19-20-56|CD45|Slan|CD16|CD11b|PE-Texas Red-A|PE-Cy5-A|CD2|CD86|HLA-DR|CD14|Time
148538	N	ES753850	2935_BAYVAC012TP9_7.fcs		1	404573	15633	0	483960	16		FSC-A|FSC-H|SSC-A|SSC-H|CD16|CD45|CD25|CD8|CD127|PE-Texas Red-A|PE-Cy5-A|CD56|CD4|CD3|PerCP-Cy5-5-A|Time
76687	N	ES753851	3182_BAYVAC012TP15_2.fcs		1	404575	9407	0	336449	16		FSC-A|FSC-H|SSC-A|SSC-H|IgD|CD45|CD138|CD27|CD24|CD19|CD20|CD38|Pacific Blue-A|Alexa Fluor 700-A|PerCP-Cy5-5-A|Time
142407	N	ES753852	3183_BAYVAC012TP15_3.fcs		1	404577	8788	0	295585	16		FSC-A|FSC-H|SSC-A|SSC-H|CD15|CD45|CD16|HLA-DR|CD40|CD62L|CD86|CD11b|CD14|Alexa Fluor 700-A|PerCP-Cy5-5-A|Time
129355	N	ES753853	3184_BAYVAC012TP15_4.fcs		1	404579	9434	0	327162	16		FSC-A|FSC-H|SSC-A|SSC-H|CXCR5|CD45|ICOS|CD8|CCR6|CD45RA|CXCR3|CCR7|CD4|CD3|PerCP-Cy5-5-A|Time
143191	N	ES753854	3185_BAYVAC012TP15_5.fcs		1	404581	9178	0	315669	16		FSC-A|FSC-H|SSC-A|SSC-H|Lin-2|CD45|BDCA-3|CD16|BDCA-2|PE-Texas Red-A|CD123|CD2|CD86|HLA-DR|CD1c|Time
143596	N	ES753855	3186_BAYVAC012TP15_6.fcs		1	404583	9016	0	323229	16		FSC-A|FSC-H|SSC-A|SSC-H|CD3-19-20-56|CD45|Slan|CD16|CD11b|PE-Texas Red-A|PE-Cy5-A|CD2|CD86|HLA-DR|CD14|Time
112958	N	ES753856	3187_BAYVAC012TP15_7.fcs		1	404585	10638	0	348568	16		FSC-A|FSC-H|SSC-A|SSC-H|CD16|CD45|CD25|CD8|CD127|PE-Texas Red-A|PE-Cy5-A|CD56|CD4|CD3|PerCP-Cy5-5-A|Time
