FCS File Name,fcs_file_name,expsample_accession,study_time_collected,type,biosample_accession,name..7,file_info_id,measurement_technique
export_217_0.728461.fcs,export_217_0.fcs,ES1231521,0,PBMC,BS807901,09-H1-0239 flow cytometry T3,728461,Flow Cytometry
export_217_1.728462.fcs,export_217_1.fcs,ES1231522,1,PBMC,BS807902,09-H1-0239 flow cytometry T3,728462,Flow Cytometry
export_217_7.728463.fcs,export_217_7.fcs,ES1231523,7,PBMC,BS1007315,09-H1-0239 flow cytometry T3,728463,Flow Cytometry
export_217_70.728464.fcs,export_217_70.fcs,ES1231524,70,PBMC,BS807904,09-H1-0239 flow cytometry T3,728464,Flow Cytometry
export_217_pre.728465.fcs,export_217_pre.fcs,ES1231525,-7,PBMC,BS807903,09-H1-0239 flow cytometry T3,728465,Flow Cytometry
export_218_0.728466.fcs,export_218_0.fcs,ES1231526,0,PBMC,BS807905,09-H1-0239 flow cytometry T3,728466,Flow Cytometry
export_218_1.728467.fcs,export_218_1.fcs,ES1231527,1,PBMC,BS807906,09-H1-0239 flow cytometry T3,728467,Flow Cytometry
export_218_7.728468.fcs,export_218_7.fcs,ES1231528,7,PBMC,BS807907,09-H1-0239 flow cytometry T3,728468,Flow Cytometry
export_218_70.728469.fcs,export_218_70.fcs,ES1231529,70,PBMC,BS807908,09-H1-0239 flow cytometry T3,728469,Flow Cytometry
export_218_pre.728470.fcs,export_218_pre.fcs,ES1231530,7,PBMC,BS1007316,09-H1-0239 flow cytometry T3,728470,Flow Cytometry
export_221_0.728471.fcs,export_221_0.fcs,ES1231531,0,PBMC,BS807909,09-H1-0239 flow cytometry T3,728471,Flow Cytometry
export_221_1.728472.fcs,export_221_1.fcs,ES1231532,1,PBMC,BS807910,09-H1-0239 flow cytometry T3,728472,Flow Cytometry
export_221_7.728473.fcs,export_221_7.fcs,ES1231533,7,PBMC,BS807911,09-H1-0239 flow cytometry T3,728473,Flow Cytometry
export_221_70.728474.fcs,export_221_70.fcs,ES1231534,70,PBMC,BS807913,09-H1-0239 flow cytometry T3,728474,Flow Cytometry
export_221_pre.728475.fcs,export_221_pre.fcs,ES1231535,-7,PBMC,BS807912,09-H1-0239 flow cytometry T3,728475,Flow Cytometry
export_222_0.728476.fcs,export_222_0.fcs,ES1231536,0,PBMC,BS807914,09-H1-0239 flow cytometry T3,728476,Flow Cytometry
export_222_1.728477.fcs,export_222_1.fcs,ES1231537,1,PBMC,BS807915,09-H1-0239 flow cytometry T3,728477,Flow Cytometry
export_222_7.728478.fcs,export_222_7.fcs,ES1231538,7,PBMC,BS807916,09-H1-0239 flow cytometry T3,728478,Flow Cytometry
export_222_70.728479.fcs,export_222_70.fcs,ES1231539,70,PBMC,BS807918,09-H1-0239 flow cytometry T3,728479,Flow Cytometry
export_222_pre.728480.fcs,export_222_pre.fcs,ES1231540,-7,PBMC,BS807917,09-H1-0239 flow cytometry T3,728480,Flow Cytometry
export_222_7.727774.fcs,export_222_7.fcs,ES1230930,7,PBMC,BS807916,09-H1-0239 flow cytometry Mono/DC,727774,Flow Cytometry
export_222_70.727775.fcs,export_222_70.fcs,ES1230931,70,PBMC,BS807918,09-H1-0239 flow cytometry Mono/DC,727775,Flow Cytometry
export_222_pre 7.727776.fcs,export_222_pre 7.fcs,ES1230932,-7,PBMC,BS807917,09-H1-0239 flow cytometry Mono/DC,727776,Flow Cytometry
export_223_0.727777.fcs,export_223_0.fcs,ES1230933,0,PBMC,BS1007317,09-H1-0239 flow cytometry Mono/DC,727777,Flow Cytometry
export_223_7.727778.fcs,export_223_7.fcs,ES1230934,7,PBMC,BS1007318,09-H1-0239 flow cytometry Mono/DC,727778,Flow Cytometry
export_223_70.727779.fcs,export_223_70.fcs,ES1230935,70,PBMC,BS1007319,09-H1-0239 flow cytometry Mono/DC,727779,Flow Cytometry
export_223_pre 7.727780.fcs,export_223_pre 7.fcs,ES1230936,7,PBMC,BS1007320,09-H1-0239 flow cytometry Mono/DC,727780,Flow Cytometry
export_224_0.727781.fcs,export_224_0.fcs,ES1230937,0,PBMC,BS807919,09-H1-0239 flow cytometry Mono/DC,727781,Flow Cytometry
export_224_1.727782.fcs,export_224_1.fcs,ES1230938,1,PBMC,BS807920,09-H1-0239 flow cytometry Mono/DC,727782,Flow Cytometry
export_224_7.727783.fcs,export_224_7.fcs,ES1230939,7,PBMC,BS807921,09-H1-0239 flow cytometry Mono/DC,727783,Flow Cytometry
export_224_70.727784.fcs,export_224_70.fcs,ES1230940,70,PBMC,BS807923,09-H1-0239 flow cytometry Mono/DC,727784,Flow Cytometry
export_224_pre 7.727785.fcs,export_224_pre 7.fcs,ES1230941,-7,PBMC,BS807922,09-H1-0239 flow cytometry Mono/DC,727785,Flow Cytometry
export_226_0.727786.fcs,export_226_0.fcs,ES1230942,0,PBMC,BS1007321,09-H1-0239 flow cytometry Mono/DC,727786,Flow Cytometry
export_226_1.727787.fcs,export_226_1.fcs,ES1230943,1,PBMC,BS1007322,09-H1-0239 flow cytometry Mono/DC,727787,Flow Cytometry
export_226_7.727788.fcs,export_226_7.fcs,ES1230944,7,PBMC,BS1007323,09-H1-0239 flow cytometry Mono/DC,727788,Flow Cytometry
export_226_70.727789.fcs,export_226_70.fcs,ES1230945,70,PBMC,BS1007324,09-H1-0239 flow cytometry Mono/DC,727789,Flow Cytometry
export_226_pre 7.727790.fcs,export_226_pre 7.fcs,ES1230946,7,PBMC,BS1007325,09-H1-0239 flow cytometry Mono/DC,727790,Flow Cytometry
export_227_0.727791.fcs,export_227_0.fcs,ES1230947,0,PBMC,BS807924,09-H1-0239 flow cytometry Mono/DC,727791,Flow Cytometry
export_227_1.727792.fcs,export_227_1.fcs,ES1230948,1,PBMC,BS807925,09-H1-0239 flow cytometry Mono/DC,727792,Flow Cytometry
export_227_7.727793.fcs,export_227_7.fcs,ES1230949,7,PBMC,BS807926,09-H1-0239 flow cytometry Mono/DC,727793,Flow Cytometry
export_227_70.727794.fcs,export_227_70.fcs,ES1230950,70,PBMC,BS807928,09-H1-0239 flow cytometry Mono/DC,727794,Flow Cytometry
export_227_pre 7.727795.fcs,export_227_pre 7.fcs,ES1230951,-7,PBMC,BS807927,09-H1-0239 flow cytometry Mono/DC,727795,Flow Cytometry
export_228_0.727796.fcs,export_228_0.fcs,ES1230952,0,PBMC,BS807929,09-H1-0239 flow cytometry Mono/DC,727796,Flow Cytometry
export_228_1.727797.fcs,export_228_1.fcs,ES1230953,1,PBMC,BS807930,09-H1-0239 flow cytometry Mono/DC,727797,Flow Cytometry
export_228_7.727798.fcs,export_228_7.fcs,ES1230954,7,PBMC,BS807931,09-H1-0239 flow cytometry Mono/DC,727798,Flow Cytometry
export_228_70.727799.fcs,export_228_70.fcs,ES1230955,70,PBMC,BS807933,09-H1-0239 flow cytometry Mono/DC,727799,Flow Cytometry
export_228_pre 7.727800.fcs,export_228_pre 7.fcs,ES1230956,-7,PBMC,BS807932,09-H1-0239 flow cytometry Mono/DC,727800,Flow Cytometry
export_229_0.727801.fcs,export_229_0.fcs,ES1230957,0,PBMC,BS807934,09-H1-0239 flow cytometry Mono/DC,727801,Flow Cytometry
export_223_0.728481.fcs,export_223_0.fcs,ES1231541,0,PBMC,BS1007317,09-H1-0239 flow cytometry T3,728481,Flow Cytometry
export_223_7.728482.fcs,export_223_7.fcs,ES1231542,7,PBMC,BS1007318,09-H1-0239 flow cytometry T3,728482,Flow Cytometry
export_223_70.728483.fcs,export_223_70.fcs,ES1231543,70,PBMC,BS1007319,09-H1-0239 flow cytometry T3,728483,Flow Cytometry
export_223_pre.728484.fcs,export_223_pre.fcs,ES1231544,7,PBMC,BS1007320,09-H1-0239 flow cytometry T3,728484,Flow Cytometry
export_224_0.728485.fcs,export_224_0.fcs,ES1231545,0,PBMC,BS807919,09-H1-0239 flow cytometry T3,728485,Flow Cytometry
export_224_1.728486.fcs,export_224_1.fcs,ES1231546,1,PBMC,BS807920,09-H1-0239 flow cytometry T3,728486,Flow Cytometry
export_224_7.728487.fcs,export_224_7.fcs,ES1231547,7,PBMC,BS807921,09-H1-0239 flow cytometry T3,728487,Flow Cytometry
export_224_70.728488.fcs,export_224_70.fcs,ES1231548,70,PBMC,BS807923,09-H1-0239 flow cytometry T3,728488,Flow Cytometry
export_224_pre.728489.fcs,export_224_pre.fcs,ES1231549,-7,PBMC,BS807922,09-H1-0239 flow cytometry T3,728489,Flow Cytometry
export_226_0.728490.fcs,export_226_0.fcs,ES1231550,0,PBMC,BS1007321,09-H1-0239 flow cytometry T3,728490,Flow Cytometry
export_226_1.728491.fcs,export_226_1.fcs,ES1231551,1,PBMC,BS1007322,09-H1-0239 flow cytometry T3,728491,Flow Cytometry
export_226_7.728492.fcs,export_226_7.fcs,ES1231552,7,PBMC,BS1007323,09-H1-0239 flow cytometry T3,728492,Flow Cytometry
export_226_70.728493.fcs,export_226_70.fcs,ES1231553,70,PBMC,BS1007324,09-H1-0239 flow cytometry T3,728493,Flow Cytometry
export_226_pre.728494.fcs,export_226_pre.fcs,ES1231554,7,PBMC,BS1007325,09-H1-0239 flow cytometry T3,728494,Flow Cytometry
export_227_0.728495.fcs,export_227_0.fcs,ES1231555,0,PBMC,BS807924,09-H1-0239 flow cytometry T3,728495,Flow Cytometry
export_227_1.728496.fcs,export_227_1.fcs,ES1231556,1,PBMC,BS807925,09-H1-0239 flow cytometry T3,728496,Flow Cytometry
export_227_7.728497.fcs,export_227_7.fcs,ES1231557,7,PBMC,BS807926,09-H1-0239 flow cytometry T3,728497,Flow Cytometry
export_227_70.728498.fcs,export_227_70.fcs,ES1231558,70,PBMC,BS807928,09-H1-0239 flow cytometry T3,728498,Flow Cytometry
export_227_pre.728499.fcs,export_227_pre.fcs,ES1231559,-7,PBMC,BS807927,09-H1-0239 flow cytometry T3,728499,Flow Cytometry
export_228_0.728500.fcs,export_228_0.fcs,ES1231560,0,PBMC,BS807929,09-H1-0239 flow cytometry T3,728500,Flow Cytometry
export_228_1.728501.fcs,export_228_1.fcs,ES1231561,1,PBMC,BS807930,09-H1-0239 flow cytometry T3,728501,Flow Cytometry
export_228_7.728502.fcs,export_228_7.fcs,ES1231562,7,PBMC,BS807931,09-H1-0239 flow cytometry T3,728502,Flow Cytometry
export_228_70.728503.fcs,export_228_70.fcs,ES1231563,70,PBMC,BS807933,09-H1-0239 flow cytometry T3,728503,Flow Cytometry
export_228_pre.728504.fcs,export_228_pre.fcs,ES1231564,-7,PBMC,BS807932,09-H1-0239 flow cytometry T3,728504,Flow Cytometry
export_229_0.728505.fcs,export_229_0.fcs,ES1231565,0,PBMC,BS807934,09-H1-0239 flow cytometry T3,728505,Flow Cytometry
export_229_1.728506.fcs,export_229_1.fcs,ES1231566,1,PBMC,BS807935,09-H1-0239 flow cytometry T3,728506,Flow Cytometry
export_229_7.728507.fcs,export_229_7.fcs,ES1231567,7,PBMC,BS807936,09-H1-0239 flow cytometry T3,728507,Flow Cytometry
export_229_70.728508.fcs,export_229_70.fcs,ES1231568,70,PBMC,BS807938,09-H1-0239 flow cytometry T3,728508,Flow Cytometry
export_229_1.727802.fcs,export_229_1.fcs,ES1230958,1,PBMC,BS807935,09-H1-0239 flow cytometry Mono/DC,727802,Flow Cytometry
export_229_7.727803.fcs,export_229_7.fcs,ES1230959,7,PBMC,BS807936,09-H1-0239 flow cytometry Mono/DC,727803,Flow Cytometry
export_229_70.727804.fcs,export_229_70.fcs,ES1230960,70,PBMC,BS807938,09-H1-0239 flow cytometry Mono/DC,727804,Flow Cytometry
export_229_pre 7.727805.fcs,export_229_pre 7.fcs,ES1230961,-7,PBMC,BS807937,09-H1-0239 flow cytometry Mono/DC,727805,Flow Cytometry
export_230_0.727806.fcs,export_230_0.fcs,ES1230962,0,PBMC,BS807939,09-H1-0239 flow cytometry Mono/DC,727806,Flow Cytometry
export_230_1.727807.fcs,export_230_1.fcs,ES1230963,1,PBMC,BS807940,09-H1-0239 flow cytometry Mono/DC,727807,Flow Cytometry
export_230_7.727808.fcs,export_230_7.fcs,ES1230964,7,PBMC,BS807941,09-H1-0239 flow cytometry Mono/DC,727808,Flow Cytometry
export_230_70.727809.fcs,export_230_70.fcs,ES1230965,70,PBMC,BS807943,09-H1-0239 flow cytometry Mono/DC,727809,Flow Cytometry
export_230_pre 7.727810.fcs,export_230_pre 7.fcs,ES1230966,-7,PBMC,BS807942,09-H1-0239 flow cytometry Mono/DC,727810,Flow Cytometry
export_231_0.727811.fcs,export_231_0.fcs,ES1230967,0,PBMC,BS807944,09-H1-0239 flow cytometry Mono/DC,727811,Flow Cytometry
export_231_1.727812.fcs,export_231_1.fcs,ES1230968,1,PBMC,BS807945,09-H1-0239 flow cytometry Mono/DC,727812,Flow Cytometry
export_231_7.727813.fcs,export_231_7.fcs,ES1230969,7,PBMC,BS1007326,09-H1-0239 flow cytometry Mono/DC,727813,Flow Cytometry
export_231_70.727814.fcs,export_231_70.fcs,ES1230970,70,PBMC,BS807947,09-H1-0239 flow cytometry Mono/DC,727814,Flow Cytometry
export_231_pre 7.727815.fcs,export_231_pre 7.fcs,ES1230971,-7,PBMC,BS807946,09-H1-0239 flow cytometry Mono/DC,727815,Flow Cytometry
export_232_0.727816.fcs,export_232_0.fcs,ES1230972,0,PBMC,BS807948,09-H1-0239 flow cytometry Mono/DC,727816,Flow Cytometry
export_232_1.727817.fcs,export_232_1.fcs,ES1230973,1,PBMC,BS1007327,09-H1-0239 flow cytometry Mono/DC,727817,Flow Cytometry
export_232_7.727818.fcs,export_232_7.fcs,ES1230974,7,PBMC,BS807949,09-H1-0239 flow cytometry Mono/DC,727818,Flow Cytometry
export_232_70.727819.fcs,export_232_70.fcs,ES1230975,70,PBMC,BS1007328,09-H1-0239 flow cytometry Mono/DC,727819,Flow Cytometry
export_232_pre 7.727820.fcs,export_232_pre 7.fcs,ES1230976,-7,PBMC,BS807950,09-H1-0239 flow cytometry Mono/DC,727820,Flow Cytometry
export_233_0.727821.fcs,export_233_0.fcs,ES1230977,0,PBMC,BS807951,09-H1-0239 flow cytometry Mono/DC,727821,Flow Cytometry
export_233_1.727822.fcs,export_233_1.fcs,ES1230978,1,PBMC,BS807952,09-H1-0239 flow cytometry Mono/DC,727822,Flow Cytometry
export_233_7.727823.fcs,export_233_7.fcs,ES1230979,7,PBMC,BS807953,09-H1-0239 flow cytometry Mono/DC,727823,Flow Cytometry
export_233_70.727824.fcs,export_233_70.fcs,ES1230980,70,PBMC,BS807955,09-H1-0239 flow cytometry Mono/DC,727824,Flow Cytometry
export_233_pre 7.727825.fcs,export_233_pre 7.fcs,ES1230981,-7,PBMC,BS807954,09-H1-0239 flow cytometry Mono/DC,727825,Flow Cytometry
export_234_0.727826.fcs,export_234_0.fcs,ES1230982,0,PBMC,BS807956,09-H1-0239 flow cytometry Mono/DC,727826,Flow Cytometry
export_234_1.727827.fcs,export_234_1.fcs,ES1230983,1,PBMC,BS1007329,09-H1-0239 flow cytometry Mono/DC,727827,Flow Cytometry
export_234_7.727828.fcs,export_234_7.fcs,ES1230984,7,PBMC,BS807957,09-H1-0239 flow cytometry Mono/DC,727828,Flow Cytometry
export_234_70.727829.fcs,export_234_70.fcs,ES1230985,70,PBMC,BS1007330,09-H1-0239 flow cytometry Mono/DC,727829,Flow Cytometry
export_229_pre.728509.fcs,export_229_pre.fcs,ES1231569,-7,PBMC,BS807937,09-H1-0239 flow cytometry T3,728509,Flow Cytometry
export_230_0.728510.fcs,export_230_0.fcs,ES1231570,0,PBMC,BS807939,09-H1-0239 flow cytometry T3,728510,Flow Cytometry
export_230_1.728511.fcs,export_230_1.fcs,ES1231571,1,PBMC,BS807940,09-H1-0239 flow cytometry T3,728511,Flow Cytometry
export_230_7.728512.fcs,export_230_7.fcs,ES1231572,7,PBMC,BS807941,09-H1-0239 flow cytometry T3,728512,Flow Cytometry
export_230_70.728513.fcs,export_230_70.fcs,ES1231573,70,PBMC,BS807943,09-H1-0239 flow cytometry T3,728513,Flow Cytometry
export_230_pre.728514.fcs,export_230_pre.fcs,ES1231574,-7,PBMC,BS807942,09-H1-0239 flow cytometry T3,728514,Flow Cytometry
export_231_0.728515.fcs,export_231_0.fcs,ES1231575,0,PBMC,BS807944,09-H1-0239 flow cytometry T3,728515,Flow Cytometry
export_231_1.728516.fcs,export_231_1.fcs,ES1231576,1,PBMC,BS807945,09-H1-0239 flow cytometry T3,728516,Flow Cytometry
export_231_7.728517.fcs,export_231_7.fcs,ES1231577,7,PBMC,BS1007326,09-H1-0239 flow cytometry T3,728517,Flow Cytometry
export_231_70.728518.fcs,export_231_70.fcs,ES1231578,70,PBMC,BS807947,09-H1-0239 flow cytometry T3,728518,Flow Cytometry
export_231_pre.728519.fcs,export_231_pre.fcs,ES1231579,-7,PBMC,BS807946,09-H1-0239 flow cytometry T3,728519,Flow Cytometry
export_232_0.728520.fcs,export_232_0.fcs,ES1231580,0,PBMC,BS807948,09-H1-0239 flow cytometry T3,728520,Flow Cytometry
export_232_1.728521.fcs,export_232_1.fcs,ES1231581,1,PBMC,BS1007327,09-H1-0239 flow cytometry T3,728521,Flow Cytometry
export_232_7.728522.fcs,export_232_7.fcs,ES1231582,7,PBMC,BS807949,09-H1-0239 flow cytometry T3,728522,Flow Cytometry
export_232_70.728523.fcs,export_232_70.fcs,ES1231583,70,PBMC,BS1007328,09-H1-0239 flow cytometry T3,728523,Flow Cytometry
export_232_pre.728524.fcs,export_232_pre.fcs,ES1231584,-7,PBMC,BS807950,09-H1-0239 flow cytometry T3,728524,Flow Cytometry
export_233_0.728525.fcs,export_233_0.fcs,ES1231585,0,PBMC,BS807951,09-H1-0239 flow cytometry T3,728525,Flow Cytometry
export_233_1.728526.fcs,export_233_1.fcs,ES1231586,1,PBMC,BS807952,09-H1-0239 flow cytometry T3,728526,Flow Cytometry
export_233_7.728527.fcs,export_233_7.fcs,ES1231587,7,PBMC,BS807953,09-H1-0239 flow cytometry T3,728527,Flow Cytometry
export_233_70.728528.fcs,export_233_70.fcs,ES1231588,70,PBMC,BS807955,09-H1-0239 flow cytometry T3,728528,Flow Cytometry
export_233_pre.728529.fcs,export_233_pre.fcs,ES1231589,-7,PBMC,BS807954,09-H1-0239 flow cytometry T3,728529,Flow Cytometry
export_234_0.728530.fcs,export_234_0.fcs,ES1231590,0,PBMC,BS807956,09-H1-0239 flow cytometry T3,728530,Flow Cytometry
export_234_1.728531.fcs,export_234_1.fcs,ES1231591,1,PBMC,BS1007329,09-H1-0239 flow cytometry T3,728531,Flow Cytometry
export_234_7.728532.fcs,export_234_7.fcs,ES1231592,7,PBMC,BS807957,09-H1-0239 flow cytometry T3,728532,Flow Cytometry
export_234_70.728533.fcs,export_234_70.fcs,ES1231593,70,PBMC,BS1007330,09-H1-0239 flow cytometry T3,728533,Flow Cytometry
export_234_pre.728534.fcs,export_234_pre.fcs,ES1231594,-7,PBMC,BS807958,09-H1-0239 flow cytometry T3,728534,Flow Cytometry
export_235_0.728535.fcs,export_235_0.fcs,ES1231595,0,PBMC,BS807959,09-H1-0239 flow cytometry T3,728535,Flow Cytometry
export_235_1.728536.fcs,export_235_1.fcs,ES1231596,1,PBMC,BS1007331,09-H1-0239 flow cytometry T3,728536,Flow Cytometry
export_217_7.727391.fcs,export_217_7.fcs,ES1230556,7,PBMC,BS1007315,09-H1-0239 flow cytometry B2,727391,Flow Cytometry
export_206_0.727386.fcs,export_206_0.fcs,ES1230554,0,PBMC,BS1007313,09-H1-0239 flow cytometry B2,727386,Flow Cytometry
export_206_70.727390.fcs,export_206_70.fcs,ES1230555,70,PBMC,BS1007314,09-H1-0239 flow cytometry B2,727390,Flow Cytometry
export_218_pre 7.727392.fcs,export_218_pre 7.fcs,ES1230557,7,PBMC,BS1007316,09-H1-0239 flow cytometry B2,727392,Flow Cytometry
export_223_0.727393.fcs,export_223_0.fcs,ES1230558,0,PBMC,BS1007317,09-H1-0239 flow cytometry B2,727393,Flow Cytometry
export_223_7.727394.fcs,export_223_7.fcs,ES1230559,7,PBMC,BS1007318,09-H1-0239 flow cytometry B2,727394,Flow Cytometry
export_223_70.727395.fcs,export_223_70.fcs,ES1230560,70,PBMC,BS1007319,09-H1-0239 flow cytometry B2,727395,Flow Cytometry
export_223_pre 7.727396.fcs,export_223_pre 7.fcs,ES1230561,7,PBMC,BS1007320,09-H1-0239 flow cytometry B2,727396,Flow Cytometry
export_226_0.727397.fcs,export_226_0.fcs,ES1230562,0,PBMC,BS1007321,09-H1-0239 flow cytometry B2,727397,Flow Cytometry
export_226_1.727398.fcs,export_226_1.fcs,ES1230563,1,PBMC,BS1007322,09-H1-0239 flow cytometry B2,727398,Flow Cytometry
export_226_7.727399.fcs,export_226_7.fcs,ES1230564,7,PBMC,BS1007323,09-H1-0239 flow cytometry B2,727399,Flow Cytometry
export_226_70.727400.fcs,export_226_70.fcs,ES1230565,70,PBMC,BS1007324,09-H1-0239 flow cytometry B2,727400,Flow Cytometry
export_226_pre 7.727401.fcs,export_226_pre 7.fcs,ES1230566,7,PBMC,BS1007325,09-H1-0239 flow cytometry B2,727401,Flow Cytometry
export_231_7.727402.fcs,export_231_7.fcs,ES1230567,7,PBMC,BS1007326,09-H1-0239 flow cytometry B2,727402,Flow Cytometry
export_232_1.727403.fcs,export_232_1.fcs,ES1230568,1,PBMC,BS1007327,09-H1-0239 flow cytometry B2,727403,Flow Cytometry
export_232_70.727404.fcs,export_232_70.fcs,ES1230569,70,PBMC,BS1007328,09-H1-0239 flow cytometry B2,727404,Flow Cytometry
export_234_1.727405.fcs,export_234_1.fcs,ES1230570,1,PBMC,BS1007329,09-H1-0239 flow cytometry B2,727405,Flow Cytometry
export_234_70.727406.fcs,export_234_70.fcs,ES1230571,70,PBMC,BS1007330,09-H1-0239 flow cytometry B2,727406,Flow Cytometry
export_235_1.727407.fcs,export_235_1.fcs,ES1230572,1,PBMC,BS1007331,09-H1-0239 flow cytometry B2,727407,Flow Cytometry
export_235_70.727408.fcs,export_235_70.fcs,ES1230573,70,PBMC,BS1007332,09-H1-0239 flow cytometry B2,727408,Flow Cytometry
export_236_7.727409.fcs,export_236_7.fcs,ES1230574,7,PBMC,BS1007333,09-H1-0239 flow cytometry B2,727409,Flow Cytometry
export_243_0.727410.fcs,export_243_0.fcs,ES1230575,0,PBMC,BS1007334,09-H1-0239 flow cytometry B2,727410,Flow Cytometry
export_243_1.727411.fcs,export_243_1.fcs,ES1230576,1,PBMC,BS1007335,09-H1-0239 flow cytometry B2,727411,Flow Cytometry
export_243_7.727412.fcs,export_243_7.fcs,ES1230577,7,PBMC,BS1007336,09-H1-0239 flow cytometry B2,727412,Flow Cytometry
export_243_70.727413.fcs,export_243_70.fcs,ES1230578,70,PBMC,BS1007337,09-H1-0239 flow cytometry B2,727413,Flow Cytometry
export_243_pre 7.727414.fcs,export_243_pre 7.fcs,ES1230579,7,PBMC,BS1007338,09-H1-0239 flow cytometry B2,727414,Flow Cytometry
export_244_1.727415.fcs,export_244_1.fcs,ES1230580,1,PBMC,BS1007339,09-H1-0239 flow cytometry B2,727415,Flow Cytometry
export_244_70.727416.fcs,export_244_70.fcs,ES1230581,70,PBMC,BS1007340,09-H1-0239 flow cytometry B2,727416,Flow Cytometry
export_247_0.727417.fcs,export_247_0.fcs,ES1230582,0,PBMC,BS1007341,09-H1-0239 flow cytometry B2,727417,Flow Cytometry
export_234_pre 7.727830.fcs,export_234_pre 7.fcs,ES1230986,-7,PBMC,BS807958,09-H1-0239 flow cytometry Mono/DC,727830,Flow Cytometry
export_235_0.727831.fcs,export_235_0.fcs,ES1230987,0,PBMC,BS807959,09-H1-0239 flow cytometry Mono/DC,727831,Flow Cytometry
export_235_1.727832.fcs,export_235_1.fcs,ES1230988,1,PBMC,BS1007331,09-H1-0239 flow cytometry Mono/DC,727832,Flow Cytometry
export_235_7.727833.fcs,export_235_7.fcs,ES1230989,7,PBMC,BS807960,09-H1-0239 flow cytometry Mono/DC,727833,Flow Cytometry
export_235_70.727834.fcs,export_235_70.fcs,ES1230990,70,PBMC,BS1007332,09-H1-0239 flow cytometry Mono/DC,727834,Flow Cytometry
export_235_pre 7.727835.fcs,export_235_pre 7.fcs,ES1230991,-7,PBMC,BS807961,09-H1-0239 flow cytometry Mono/DC,727835,Flow Cytometry
export_236_0.727836.fcs,export_236_0.fcs,ES1230992,0,PBMC,BS807962,09-H1-0239 flow cytometry Mono/DC,727836,Flow Cytometry
export_236_1.727837.fcs,export_236_1.fcs,ES1230993,1,PBMC,BS807963,09-H1-0239 flow cytometry Mono/DC,727837,Flow Cytometry
export_236_7.727838.fcs,export_236_7.fcs,ES1230994,7,PBMC,BS1007333,09-H1-0239 flow cytometry Mono/DC,727838,Flow Cytometry
export_236_70.727839.fcs,export_236_70.fcs,ES1230995,70,PBMC,BS807965,09-H1-0239 flow cytometry Mono/DC,727839,Flow Cytometry
export_236_pre 7.727840.fcs,export_236_pre 7.fcs,ES1230996,-7,PBMC,BS807964,09-H1-0239 flow cytometry Mono/DC,727840,Flow Cytometry
export_237_0.727841.fcs,export_237_0.fcs,ES1230997,0,PBMC,BS807966,09-H1-0239 flow cytometry Mono/DC,727841,Flow Cytometry
export_237_1.727842.fcs,export_237_1.fcs,ES1230998,1,PBMC,BS807967,09-H1-0239 flow cytometry Mono/DC,727842,Flow Cytometry
export_237_7.727843.fcs,export_237_7.fcs,ES1230999,7,PBMC,BS807968,09-H1-0239 flow cytometry Mono/DC,727843,Flow Cytometry
export_237_70.727844.fcs,export_237_70.fcs,ES1231000,70,PBMC,BS807970,09-H1-0239 flow cytometry Mono/DC,727844,Flow Cytometry
export_237_pre 7.727845.fcs,export_237_pre 7.fcs,ES1231001,-7,PBMC,BS807969,09-H1-0239 flow cytometry Mono/DC,727845,Flow Cytometry
export_241_0.727846.fcs,export_241_0.fcs,ES1231002,0,PBMC,BS807971,09-H1-0239 flow cytometry Mono/DC,727846,Flow Cytometry
export_241_1.727847.fcs,export_241_1.fcs,ES1231003,1,PBMC,BS807972,09-H1-0239 flow cytometry Mono/DC,727847,Flow Cytometry
export_241_7.727848.fcs,export_241_7.fcs,ES1231004,7,PBMC,BS807973,09-H1-0239 flow cytometry Mono/DC,727848,Flow Cytometry
export_241_70.727849.fcs,export_241_70.fcs,ES1231005,70,PBMC,BS807975,09-H1-0239 flow cytometry Mono/DC,727849,Flow Cytometry
export_241_pre 7.727850.fcs,export_241_pre 7.fcs,ES1231006,-7,PBMC,BS807974,09-H1-0239 flow cytometry Mono/DC,727850,Flow Cytometry
export_242_0.727851.fcs,export_242_0.fcs,ES1231007,0,PBMC,BS807976,09-H1-0239 flow cytometry Mono/DC,727851,Flow Cytometry
export_242_1.727852.fcs,export_242_1.fcs,ES1231008,1,PBMC,BS807977,09-H1-0239 flow cytometry Mono/DC,727852,Flow Cytometry
export_242_7.727853.fcs,export_242_7.fcs,ES1231009,7,PBMC,BS807978,09-H1-0239 flow cytometry Mono/DC,727853,Flow Cytometry
export_242_70.727854.fcs,export_242_70.fcs,ES1231010,70,PBMC,BS807980,09-H1-0239 flow cytometry Mono/DC,727854,Flow Cytometry
export_242_pre 7.727855.fcs,export_242_pre 7.fcs,ES1231011,-7,PBMC,BS807979,09-H1-0239 flow cytometry Mono/DC,727855,Flow Cytometry
export_243_0.727856.fcs,export_243_0.fcs,ES1231012,0,PBMC,BS1007334,09-H1-0239 flow cytometry Mono/DC,727856,Flow Cytometry
export_243_1.727857.fcs,export_243_1.fcs,ES1231013,1,PBMC,BS1007335,09-H1-0239 flow cytometry Mono/DC,727857,Flow Cytometry
export_235_7.728537.fcs,export_235_7.fcs,ES1231597,7,PBMC,BS807960,09-H1-0239 flow cytometry T3,728537,Flow Cytometry
