FCS File Name,fcs_file_name,expsample_accession,study_time_collected,type,biosample_accession,name..7,file_info_id,measurement_technique
export_200_0.727694.fcs,export_200_0.fcs,ES1230858,0,PBMC,BS807848,09-H1-0239 flow cytometry Mono/DC,727694,Flow Cytometry
export_200_1.727703.fcs,export_200_1.fcs,ES1230859,1,PBMC,BS807849,09-H1-0239 flow cytometry Mono/DC,727703,Flow Cytometry
export_284_0.728705.fcs,export_284_0.fcs,ES1231765,0,PBMC,BS808088,09-H1-0239 flow cytometry T3,728705,Flow Cytometry
export_284_1.728706.fcs,export_284_1.fcs,ES1231766,1,PBMC,BS808089,09-H1-0239 flow cytometry T3,728706,Flow Cytometry
export_284_7.728707.fcs,export_284_7.fcs,ES1231767,7,PBMC,BS808090,09-H1-0239 flow cytometry T3,728707,Flow Cytometry
export_284_70.728708.fcs,export_284_70.fcs,ES1231768,70,PBMC,BS808092,09-H1-0239 flow cytometry T3,728708,Flow Cytometry
export_284_pre.728709.fcs,export_284_pre.fcs,ES1231769,-7,PBMC,BS808091,09-H1-0239 flow cytometry T3,728709,Flow Cytometry
export_227_7.727565.fcs,export_227_7.fcs,ES1230730,7,PBMC,BS807926,09-H1-0239 flow cytometry B2,727565,Flow Cytometry
export_227_0.727563.fcs,export_227_0.fcs,ES1230728,0,PBMC,BS807924,09-H1-0239 flow cytometry B2,727563,Flow Cytometry
export_227_1.727564.fcs,export_227_1.fcs,ES1230729,1,PBMC,BS807925,09-H1-0239 flow cytometry B2,727564,Flow Cytometry
export_227_70.727566.fcs,export_227_70.fcs,ES1230731,70,PBMC,BS807928,09-H1-0239 flow cytometry B2,727566,Flow Cytometry
export_228_0.727567.fcs,export_228_0.fcs,ES1230732,0,PBMC,BS807929,09-H1-0239 flow cytometry B2,727567,Flow Cytometry
export_228_1.727568.fcs,export_228_1.fcs,ES1230733,1,PBMC,BS807930,09-H1-0239 flow cytometry B2,727568,Flow Cytometry
export_228_7.727569.fcs,export_228_7.fcs,ES1230734,7,PBMC,BS807931,09-H1-0239 flow cytometry B2,727569,Flow Cytometry
export_228_70.727570.fcs,export_228_70.fcs,ES1230735,70,PBMC,BS807933,09-H1-0239 flow cytometry B2,727570,Flow Cytometry
export_229_0.727571.fcs,export_229_0.fcs,ES1230736,0,PBMC,BS807934,09-H1-0239 flow cytometry B2,727571,Flow Cytometry
export_229_1.727572.fcs,export_229_1.fcs,ES1230737,1,PBMC,BS807935,09-H1-0239 flow cytometry B2,727572,Flow Cytometry
export_229_7.727573.fcs,export_229_7.fcs,ES1230738,7,PBMC,BS807936,09-H1-0239 flow cytometry B2,727573,Flow Cytometry
export_229_70.727574.fcs,export_229_70.fcs,ES1230739,70,PBMC,BS807938,09-H1-0239 flow cytometry B2,727574,Flow Cytometry
export_230_0.727575.fcs,export_230_0.fcs,ES1230740,0,PBMC,BS807939,09-H1-0239 flow cytometry B2,727575,Flow Cytometry
export_230_1.727576.fcs,export_230_1.fcs,ES1230741,1,PBMC,BS807940,09-H1-0239 flow cytometry B2,727576,Flow Cytometry
export_230_7.727577.fcs,export_230_7.fcs,ES1230742,7,PBMC,BS807941,09-H1-0239 flow cytometry B2,727577,Flow Cytometry
export_230_70.727578.fcs,export_230_70.fcs,ES1230743,70,PBMC,BS807943,09-H1-0239 flow cytometry B2,727578,Flow Cytometry
export_231_0.727579.fcs,export_231_0.fcs,ES1230744,0,PBMC,BS807944,09-H1-0239 flow cytometry B2,727579,Flow Cytometry
export_231_1.727580.fcs,export_231_1.fcs,ES1230745,1,PBMC,BS807945,09-H1-0239 flow cytometry B2,727580,Flow Cytometry
export_231_70.727581.fcs,export_231_70.fcs,ES1230746,70,PBMC,BS807947,09-H1-0239 flow cytometry B2,727581,Flow Cytometry
export_232_0.727582.fcs,export_232_0.fcs,ES1230747,0,PBMC,BS807948,09-H1-0239 flow cytometry B2,727582,Flow Cytometry
export_232_7.727583.fcs,export_232_7.fcs,ES1230748,7,PBMC,BS807949,09-H1-0239 flow cytometry B2,727583,Flow Cytometry
export_233_0.727584.fcs,export_233_0.fcs,ES1230749,0,PBMC,BS807951,09-H1-0239 flow cytometry B2,727584,Flow Cytometry
export_233_1.727585.fcs,export_233_1.fcs,ES1230750,1,PBMC,BS807952,09-H1-0239 flow cytometry B2,727585,Flow Cytometry
export_233_7.727586.fcs,export_233_7.fcs,ES1230751,7,PBMC,BS807953,09-H1-0239 flow cytometry B2,727586,Flow Cytometry
export_233_70.727587.fcs,export_233_70.fcs,ES1230752,70,PBMC,BS807955,09-H1-0239 flow cytometry B2,727587,Flow Cytometry
export_234_0.727588.fcs,export_234_0.fcs,ES1230753,0,PBMC,BS807956,09-H1-0239 flow cytometry B2,727588,Flow Cytometry
export_234_7.727589.fcs,export_234_7.fcs,ES1230754,7,PBMC,BS807957,09-H1-0239 flow cytometry B2,727589,Flow Cytometry
export_235_0.727590.fcs,export_235_0.fcs,ES1230755,0,PBMC,BS807959,09-H1-0239 flow cytometry B2,727590,Flow Cytometry
export_235_7.727591.fcs,export_235_7.fcs,ES1230756,7,PBMC,BS807960,09-H1-0239 flow cytometry B2,727591,Flow Cytometry
export_249_0.727886.fcs,export_249_0.fcs,ES1231042,0,PBMC,BS1007346,09-H1-0239 flow cytometry Mono/DC,727886,Flow Cytometry
export_249_1.727887.fcs,export_249_1.fcs,ES1231043,1,PBMC,BS807999,09-H1-0239 flow cytometry Mono/DC,727887,Flow Cytometry
export_249_7.727888.fcs,export_249_7.fcs,ES1231044,7,PBMC,BS808000,09-H1-0239 flow cytometry Mono/DC,727888,Flow Cytometry
export_249_70.727889.fcs,export_249_70.fcs,ES1231045,70,PBMC,BS808002,09-H1-0239 flow cytometry Mono/DC,727889,Flow Cytometry
export_249_pre 7.727890.fcs,export_249_pre 7.fcs,ES1231046,-7,PBMC,BS808001,09-H1-0239 flow cytometry Mono/DC,727890,Flow Cytometry
export_250_0.727891.fcs,export_250_0.fcs,ES1231047,0,PBMC,BS808003,09-H1-0239 flow cytometry Mono/DC,727891,Flow Cytometry
export_250_1.727892.fcs,export_250_1.fcs,ES1231048,1,PBMC,BS808004,09-H1-0239 flow cytometry Mono/DC,727892,Flow Cytometry
export_250_7.727893.fcs,export_250_7.fcs,ES1231049,7,PBMC,BS808005,09-H1-0239 flow cytometry Mono/DC,727893,Flow Cytometry
export_250_70.727894.fcs,export_250_70.fcs,ES1231050,70,PBMC,BS808006,09-H1-0239 flow cytometry Mono/DC,727894,Flow Cytometry
export_250_pre 7.727895.fcs,export_250_pre 7.fcs,ES1231051,7,PBMC,BS1007347,09-H1-0239 flow cytometry Mono/DC,727895,Flow Cytometry
export_251_0.727896.fcs,export_251_0.fcs,ES1231052,0,PBMC,BS808007,09-H1-0239 flow cytometry Mono/DC,727896,Flow Cytometry
export_251_1.727897.fcs,export_251_1.fcs,ES1231053,1,PBMC,BS808008,09-H1-0239 flow cytometry Mono/DC,727897,Flow Cytometry
export_251_7.727898.fcs,export_251_7.fcs,ES1231054,7,PBMC,BS808009,09-H1-0239 flow cytometry Mono/DC,727898,Flow Cytometry
export_251_70.727899.fcs,export_251_70.fcs,ES1231055,70,PBMC,BS808011,09-H1-0239 flow cytometry Mono/DC,727899,Flow Cytometry
export_251_pre 7.727900.fcs,export_251_pre 7.fcs,ES1231056,-7,PBMC,BS808010,09-H1-0239 flow cytometry Mono/DC,727900,Flow Cytometry
export_254_0.727901.fcs,export_254_0.fcs,ES1231057,0,PBMC,BS1007348,09-H1-0239 flow cytometry Mono/DC,727901,Flow Cytometry
export_254_1.727902.fcs,export_254_1.fcs,ES1231058,1,PBMC,BS808012,09-H1-0239 flow cytometry Mono/DC,727902,Flow Cytometry
export_254_7.727903.fcs,export_254_7.fcs,ES1231059,7,PBMC,BS1007349,09-H1-0239 flow cytometry Mono/DC,727903,Flow Cytometry
export_254_70.727904.fcs,export_254_70.fcs,ES1231060,70,PBMC,BS808014,09-H1-0239 flow cytometry Mono/DC,727904,Flow Cytometry
export_254_pre 7.727905.fcs,export_254_pre 7.fcs,ES1231061,-7,PBMC,BS808013,09-H1-0239 flow cytometry Mono/DC,727905,Flow Cytometry
export_256_0.727906.fcs,export_256_0.fcs,ES1231062,0,PBMC,BS808015,09-H1-0239 flow cytometry Mono/DC,727906,Flow Cytometry
export_256_1.727907.fcs,export_256_1.fcs,ES1231063,1,PBMC,BS808016,09-H1-0239 flow cytometry Mono/DC,727907,Flow Cytometry
export_256_7.727908.fcs,export_256_7.fcs,ES1231064,7,PBMC,BS1007350,09-H1-0239 flow cytometry Mono/DC,727908,Flow Cytometry
export_256_70.727909.fcs,export_256_70.fcs,ES1231065,70,PBMC,BS808018,09-H1-0239 flow cytometry Mono/DC,727909,Flow Cytometry
export_256_pre 7.727910.fcs,export_256_pre 7.fcs,ES1231066,-7,PBMC,BS808017,09-H1-0239 flow cytometry Mono/DC,727910,Flow Cytometry
export_257_0.727911.fcs,export_257_0.fcs,ES1231067,0,PBMC,BS808019,09-H1-0239 flow cytometry Mono/DC,727911,Flow Cytometry
export_257_1.727912.fcs,export_257_1.fcs,ES1231068,1,PBMC,BS808020,09-H1-0239 flow cytometry Mono/DC,727912,Flow Cytometry
export_236_70.727594.fcs,export_236_70.fcs,ES1230759,70,PBMC,BS807965,09-H1-0239 flow cytometry B2,727594,Flow Cytometry
export_236_0.727592.fcs,export_236_0.fcs,ES1230757,0,PBMC,BS807962,09-H1-0239 flow cytometry B2,727592,Flow Cytometry
export_236_1.727593.fcs,export_236_1.fcs,ES1230758,1,PBMC,BS807963,09-H1-0239 flow cytometry B2,727593,Flow Cytometry
export_237_0.727595.fcs,export_237_0.fcs,ES1230760,0,PBMC,BS807966,09-H1-0239 flow cytometry B2,727595,Flow Cytometry
export_237_1.727596.fcs,export_237_1.fcs,ES1230761,1,PBMC,BS807967,09-H1-0239 flow cytometry B2,727596,Flow Cytometry
export_237_7.727597.fcs,export_237_7.fcs,ES1230762,7,PBMC,BS807968,09-H1-0239 flow cytometry B2,727597,Flow Cytometry
export_237_70.727598.fcs,export_237_70.fcs,ES1230763,70,PBMC,BS807970,09-H1-0239 flow cytometry B2,727598,Flow Cytometry
export_241_0.727599.fcs,export_241_0.fcs,ES1230764,0,PBMC,BS807971,09-H1-0239 flow cytometry B2,727599,Flow Cytometry
export_241_1.727600.fcs,export_241_1.fcs,ES1230765,1,PBMC,BS807972,09-H1-0239 flow cytometry B2,727600,Flow Cytometry
export_241_7.727601.fcs,export_241_7.fcs,ES1230766,7,PBMC,BS807973,09-H1-0239 flow cytometry B2,727601,Flow Cytometry
export_241_70.727602.fcs,export_241_70.fcs,ES1230767,70,PBMC,BS807975,09-H1-0239 flow cytometry B2,727602,Flow Cytometry
export_242_0.727603.fcs,export_242_0.fcs,ES1230768,0,PBMC,BS807976,09-H1-0239 flow cytometry B2,727603,Flow Cytometry
export_242_1.727604.fcs,export_242_1.fcs,ES1230769,1,PBMC,BS807977,09-H1-0239 flow cytometry B2,727604,Flow Cytometry
export_242_7.727605.fcs,export_242_7.fcs,ES1230770,7,PBMC,BS807978,09-H1-0239 flow cytometry B2,727605,Flow Cytometry
export_242_70.727606.fcs,export_242_70.fcs,ES1230771,70,PBMC,BS807980,09-H1-0239 flow cytometry B2,727606,Flow Cytometry
export_244_0.727607.fcs,export_244_0.fcs,ES1230772,0,PBMC,BS807981,09-H1-0239 flow cytometry B2,727607,Flow Cytometry
export_244_7.727608.fcs,export_244_7.fcs,ES1230773,7,PBMC,BS807982,09-H1-0239 flow cytometry B2,727608,Flow Cytometry
export_245_0.727609.fcs,export_245_0.fcs,ES1230774,0,PBMC,BS807984,09-H1-0239 flow cytometry B2,727609,Flow Cytometry
export_245_1.727610.fcs,export_245_1.fcs,ES1230775,1,PBMC,BS807985,09-H1-0239 flow cytometry B2,727610,Flow Cytometry
export_245_7.727611.fcs,export_245_7.fcs,ES1230776,7,PBMC,BS807986,09-H1-0239 flow cytometry B2,727611,Flow Cytometry
export_245_70.727612.fcs,export_245_70.fcs,ES1230777,70,PBMC,BS807988,09-H1-0239 flow cytometry B2,727612,Flow Cytometry
export_246_0.727613.fcs,export_246_0.fcs,ES1230778,0,PBMC,BS807989,09-H1-0239 flow cytometry B2,727613,Flow Cytometry
export_246_1.727614.fcs,export_246_1.fcs,ES1230779,1,PBMC,BS807990,09-H1-0239 flow cytometry B2,727614,Flow Cytometry
export_246_7.727615.fcs,export_246_7.fcs,ES1230780,7,PBMC,BS807991,09-H1-0239 flow cytometry B2,727615,Flow Cytometry
export_246_70.727616.fcs,export_246_70.fcs,ES1230781,70,PBMC,BS807993,09-H1-0239 flow cytometry B2,727616,Flow Cytometry
export_248_0.727617.fcs,export_248_0.fcs,ES1230782,0,PBMC,BS807994,09-H1-0239 flow cytometry B2,727617,Flow Cytometry
export_248_1.727618.fcs,export_248_1.fcs,ES1230783,1,PBMC,BS807995,09-H1-0239 flow cytometry B2,727618,Flow Cytometry
export_248_7.727619.fcs,export_248_7.fcs,ES1230784,7,PBMC,BS807996,09-H1-0239 flow cytometry B2,727619,Flow Cytometry
export_248_70.727620.fcs,export_248_70.fcs,ES1230785,70,PBMC,BS807998,09-H1-0239 flow cytometry B2,727620,Flow Cytometry
export_257_7.727913.fcs,export_257_7.fcs,ES1231069,7,PBMC,BS1007351,09-H1-0239 flow cytometry Mono/DC,727913,Flow Cytometry
export_257_70.727914.fcs,export_257_70.fcs,ES1231070,70,PBMC,BS808022,09-H1-0239 flow cytometry Mono/DC,727914,Flow Cytometry
export_257_pre 7.727915.fcs,export_257_pre 7.fcs,ES1231071,-7,PBMC,BS808021,09-H1-0239 flow cytometry Mono/DC,727915,Flow Cytometry
export_259_0.727916.fcs,export_259_0.fcs,ES1231072,0,PBMC,BS808023,09-H1-0239 flow cytometry Mono/DC,727916,Flow Cytometry
export_259_1.727917.fcs,export_259_1.fcs,ES1231073,1,PBMC,BS808024,09-H1-0239 flow cytometry Mono/DC,727917,Flow Cytometry
export_259_7.727918.fcs,export_259_7.fcs,ES1231074,7,PBMC,BS1007352,09-H1-0239 flow cytometry Mono/DC,727918,Flow Cytometry
export_259_70.727919.fcs,export_259_70.fcs,ES1231075,70,PBMC,BS1007353,09-H1-0239 flow cytometry Mono/DC,727919,Flow Cytometry
export_259_pre 7.727920.fcs,export_259_pre 7.fcs,ES1231076,-7,PBMC,BS808025,09-H1-0239 flow cytometry Mono/DC,727920,Flow Cytometry
export_260_0.727921.fcs,export_260_0.fcs,ES1231077,0,PBMC,BS808026,09-H1-0239 flow cytometry Mono/DC,727921,Flow Cytometry
export_260_1.727922.fcs,export_260_1.fcs,ES1231078,1,PBMC,BS808027,09-H1-0239 flow cytometry Mono/DC,727922,Flow Cytometry
export_260_7.727923.fcs,export_260_7.fcs,ES1231079,7,PBMC,BS808028,09-H1-0239 flow cytometry Mono/DC,727923,Flow Cytometry
export_260_70.727924.fcs,export_260_70.fcs,ES1231080,70,PBMC,BS808030,09-H1-0239 flow cytometry Mono/DC,727924,Flow Cytometry
export_260_pre 7.727925.fcs,export_260_pre 7.fcs,ES1231081,-7,PBMC,BS808029,09-H1-0239 flow cytometry Mono/DC,727925,Flow Cytometry
export_261_0.727926.fcs,export_261_0.fcs,ES1231082,0,PBMC,BS808031,09-H1-0239 flow cytometry Mono/DC,727926,Flow Cytometry
export_261_1.727927.fcs,export_261_1.fcs,ES1231083,1,PBMC,BS808032,09-H1-0239 flow cytometry Mono/DC,727927,Flow Cytometry
export_261_7.727928.fcs,export_261_7.fcs,ES1231084,7,PBMC,BS808033,09-H1-0239 flow cytometry Mono/DC,727928,Flow Cytometry
export_261_70.727929.fcs,export_261_70.fcs,ES1231085,70,PBMC,BS808035,09-H1-0239 flow cytometry Mono/DC,727929,Flow Cytometry
export_261_pre 7.727930.fcs,export_261_pre 7.fcs,ES1231086,-7,PBMC,BS808034,09-H1-0239 flow cytometry Mono/DC,727930,Flow Cytometry
export_262_0.727931.fcs,export_262_0.fcs,ES1231087,0,PBMC,BS808036,09-H1-0239 flow cytometry Mono/DC,727931,Flow Cytometry
export_262_1.727932.fcs,export_262_1.fcs,ES1231088,1,PBMC,BS808037,09-H1-0239 flow cytometry Mono/DC,727932,Flow Cytometry
export_262_7.727933.fcs,export_262_7.fcs,ES1231089,7,PBMC,BS808038,09-H1-0239 flow cytometry Mono/DC,727933,Flow Cytometry
export_262_70.727934.fcs,export_262_70.fcs,ES1231090,70,PBMC,BS808040,09-H1-0239 flow cytometry Mono/DC,727934,Flow Cytometry
export_262_pre 7.727935.fcs,export_262_pre 7.fcs,ES1231091,-7,PBMC,BS808039,09-H1-0239 flow cytometry Mono/DC,727935,Flow Cytometry
export_263_0.727936.fcs,export_263_0.fcs,ES1231092,0,PBMC,BS1007354,09-H1-0239 flow cytometry Mono/DC,727936,Flow Cytometry
export_263_1.727937.fcs,export_263_1.fcs,ES1231093,1,PBMC,BS808041,09-H1-0239 flow cytometry Mono/DC,727937,Flow Cytometry
export_263_7.727938.fcs,export_263_7.fcs,ES1231094,7,PBMC,BS1007355,09-H1-0239 flow cytometry Mono/DC,727938,Flow Cytometry
export_263_70.727939.fcs,export_263_70.fcs,ES1231095,70,PBMC,BS1007356,09-H1-0239 flow cytometry Mono/DC,727939,Flow Cytometry
export_263_pre 7.727940.fcs,export_263_pre 7.fcs,ES1231096,-7,PBMC,BS808042,09-H1-0239 flow cytometry Mono/DC,727940,Flow Cytometry
export_249_70.727623.fcs,export_249_70.fcs,ES1230788,70,PBMC,BS808002,09-H1-0239 flow cytometry B2,727623,Flow Cytometry
export_249_1.727621.fcs,export_249_1.fcs,ES1230786,1,PBMC,BS807999,09-H1-0239 flow cytometry B2,727621,Flow Cytometry
export_249_7.727622.fcs,export_249_7.fcs,ES1230787,7,PBMC,BS808000,09-H1-0239 flow cytometry B2,727622,Flow Cytometry
export_250_0.727624.fcs,export_250_0.fcs,ES1230789,0,PBMC,BS808003,09-H1-0239 flow cytometry B2,727624,Flow Cytometry
export_250_1.727625.fcs,export_250_1.fcs,ES1230790,1,PBMC,BS808004,09-H1-0239 flow cytometry B2,727625,Flow Cytometry
export_250_7.727626.fcs,export_250_7.fcs,ES1230791,7,PBMC,BS808005,09-H1-0239 flow cytometry B2,727626,Flow Cytometry
export_250_70.727627.fcs,export_250_70.fcs,ES1230792,70,PBMC,BS808006,09-H1-0239 flow cytometry B2,727627,Flow Cytometry
export_251_0.727628.fcs,export_251_0.fcs,ES1230793,0,PBMC,BS808007,09-H1-0239 flow cytometry B2,727628,Flow Cytometry
export_251_1.727629.fcs,export_251_1.fcs,ES1230794,1,PBMC,BS808008,09-H1-0239 flow cytometry B2,727629,Flow Cytometry
export_251_7.727630.fcs,export_251_7.fcs,ES1230795,7,PBMC,BS808009,09-H1-0239 flow cytometry B2,727630,Flow Cytometry
export_251_70.727631.fcs,export_251_70.fcs,ES1230796,70,PBMC,BS808011,09-H1-0239 flow cytometry B2,727631,Flow Cytometry
export_254_1.727632.fcs,export_254_1.fcs,ES1230797,1,PBMC,BS808012,09-H1-0239 flow cytometry B2,727632,Flow Cytometry
export_254_70.727633.fcs,export_254_70.fcs,ES1230798,70,PBMC,BS808014,09-H1-0239 flow cytometry B2,727633,Flow Cytometry
export_256_0.727634.fcs,export_256_0.fcs,ES1230799,0,PBMC,BS808015,09-H1-0239 flow cytometry B2,727634,Flow Cytometry
export_256_1.727635.fcs,export_256_1.fcs,ES1230800,1,PBMC,BS808016,09-H1-0239 flow cytometry B2,727635,Flow Cytometry
export_256_70.727636.fcs,export_256_70.fcs,ES1230801,70,PBMC,BS808018,09-H1-0239 flow cytometry B2,727636,Flow Cytometry
export_257_0.727637.fcs,export_257_0.fcs,ES1230802,0,PBMC,BS808019,09-H1-0239 flow cytometry B2,727637,Flow Cytometry
export_257_1.727638.fcs,export_257_1.fcs,ES1230803,1,PBMC,BS808020,09-H1-0239 flow cytometry B2,727638,Flow Cytometry
export_257_70.727639.fcs,export_257_70.fcs,ES1230804,70,PBMC,BS808022,09-H1-0239 flow cytometry B2,727639,Flow Cytometry
export_259_0.727640.fcs,export_259_0.fcs,ES1230805,0,PBMC,BS808023,09-H1-0239 flow cytometry B2,727640,Flow Cytometry
export_259_1.727641.fcs,export_259_1.fcs,ES1230806,1,PBMC,BS808024,09-H1-0239 flow cytometry B2,727641,Flow Cytometry
export_260_0.727642.fcs,export_260_0.fcs,ES1230807,0,PBMC,BS808026,09-H1-0239 flow cytometry B2,727642,Flow Cytometry
export_260_1.727643.fcs,export_260_1.fcs,ES1230808,1,PBMC,BS808027,09-H1-0239 flow cytometry B2,727643,Flow Cytometry
export_260_7.727644.fcs,export_260_7.fcs,ES1230809,7,PBMC,BS808028,09-H1-0239 flow cytometry B2,727644,Flow Cytometry
export_260_70.727645.fcs,export_260_70.fcs,ES1230810,70,PBMC,BS808030,09-H1-0239 flow cytometry B2,727645,Flow Cytometry
export_261_0.727646.fcs,export_261_0.fcs,ES1230811,0,PBMC,BS808031,09-H1-0239 flow cytometry B2,727646,Flow Cytometry
export_261_1.727647.fcs,export_261_1.fcs,ES1230812,1,PBMC,BS808032,09-H1-0239 flow cytometry B2,727647,Flow Cytometry
export_261_7.727648.fcs,export_261_7.fcs,ES1230813,7,PBMC,BS808033,09-H1-0239 flow cytometry B2,727648,Flow Cytometry
export_261_70.727649.fcs,export_261_70.fcs,ES1230814,70,PBMC,BS808035,09-H1-0239 flow cytometry B2,727649,Flow Cytometry
export_265_0.727941.fcs,export_265_0.fcs,ES1231097,0,PBMC,BS808043,09-H1-0239 flow cytometry Mono/DC,727941,Flow Cytometry
export_265_1.727942.fcs,export_265_1.fcs,ES1231098,1,PBMC,BS808044,09-H1-0239 flow cytometry Mono/DC,727942,Flow Cytometry
export_265_7.727943.fcs,export_265_7.fcs,ES1231099,7,PBMC,BS1007357,09-H1-0239 flow cytometry Mono/DC,727943,Flow Cytometry
export_265_70.727944.fcs,export_265_70.fcs,ES1231100,70,PBMC,BS808046,09-H1-0239 flow cytometry Mono/DC,727944,Flow Cytometry
export_265_pre 7.727945.fcs,export_265_pre 7.fcs,ES1231101,-7,PBMC,BS808045,09-H1-0239 flow cytometry Mono/DC,727945,Flow Cytometry
export_267_0.727946.fcs,export_267_0.fcs,ES1231102,0,PBMC,BS808047,09-H1-0239 flow cytometry Mono/DC,727946,Flow Cytometry
export_267_1.727947.fcs,export_267_1.fcs,ES1231103,1,PBMC,BS1007358,09-H1-0239 flow cytometry Mono/DC,727947,Flow Cytometry
export_267_7.727948.fcs,export_267_7.fcs,ES1231104,7,PBMC,BS1007359,09-H1-0239 flow cytometry Mono/DC,727948,Flow Cytometry
export_267_70.727949.fcs,export_267_70.fcs,ES1231105,70,PBMC,BS1007360,09-H1-0239 flow cytometry Mono/DC,727949,Flow Cytometry
export_267_pre 7.727950.fcs,export_267_pre 7.fcs,ES1231106,-7,PBMC,BS808048,09-H1-0239 flow cytometry Mono/DC,727950,Flow Cytometry
export_268_0.727951.fcs,export_268_0.fcs,ES1231107,0,PBMC,BS808049,09-H1-0239 flow cytometry Mono/DC,727951,Flow Cytometry
export_268_1.727952.fcs,export_268_1.fcs,ES1231108,1,PBMC,BS808050,09-H1-0239 flow cytometry Mono/DC,727952,Flow Cytometry
export_268_7.727953.fcs,export_268_7.fcs,ES1231109,7,PBMC,BS808051,09-H1-0239 flow cytometry Mono/DC,727953,Flow Cytometry
export_268_70.727954.fcs,export_268_70.fcs,ES1231110,70,PBMC,BS808053,09-H1-0239 flow cytometry Mono/DC,727954,Flow Cytometry
export_268_pre 7.727955.fcs,export_268_pre 7.fcs,ES1231111,-7,PBMC,BS808052,09-H1-0239 flow cytometry Mono/DC,727955,Flow Cytometry
export_272_0.727956.fcs,export_272_0.fcs,ES1231112,0,PBMC,BS808054,09-H1-0239 flow cytometry Mono/DC,727956,Flow Cytometry
export_272_1.727957.fcs,export_272_1.fcs,ES1231113,1,PBMC,BS808055,09-H1-0239 flow cytometry Mono/DC,727957,Flow Cytometry
export_272_7.727958.fcs,export_272_7.fcs,ES1231114,7,PBMC,BS808056,09-H1-0239 flow cytometry Mono/DC,727958,Flow Cytometry
export_272_70.727959.fcs,export_272_70.fcs,ES1231115,70,PBMC,BS808058,09-H1-0239 flow cytometry Mono/DC,727959,Flow Cytometry
export_272_pre 7.727960.fcs,export_272_pre 7.fcs,ES1231116,-7,PBMC,BS808057,09-H1-0239 flow cytometry Mono/DC,727960,Flow Cytometry
export_273_0.727961.fcs,export_273_0.fcs,ES1231117,0,PBMC,BS808059,09-H1-0239 flow cytometry Mono/DC,727961,Flow Cytometry
export_273_1.727962.fcs,export_273_1.fcs,ES1231118,1,PBMC,BS808060,09-H1-0239 flow cytometry Mono/DC,727962,Flow Cytometry
export_273_7.727963.fcs,export_273_7.fcs,ES1231119,7,PBMC,BS808061,09-H1-0239 flow cytometry Mono/DC,727963,Flow Cytometry
export_273_70.727964.fcs,export_273_70.fcs,ES1231120,70,PBMC,BS808063,09-H1-0239 flow cytometry Mono/DC,727964,Flow Cytometry
export_273_pre 7.727965.fcs,export_273_pre 7.fcs,ES1231121,-7,PBMC,BS808062,09-H1-0239 flow cytometry Mono/DC,727965,Flow Cytometry
export_274_0.727966.fcs,export_274_0.fcs,ES1231122,0,PBMC,BS808064,09-H1-0239 flow cytometry Mono/DC,727966,Flow Cytometry
export_274_1.727967.fcs,export_274_1.fcs,ES1231123,1,PBMC,BS808065,09-H1-0239 flow cytometry Mono/DC,727967,Flow Cytometry
export_274_7.727968.fcs,export_274_7.fcs,ES1231124,7,PBMC,BS808066,09-H1-0239 flow cytometry Mono/DC,727968,Flow Cytometry
export_262_7.727652.fcs,export_262_7.fcs,ES1230817,7,PBMC,BS808038,09-H1-0239 flow cytometry B2,727652,Flow Cytometry
export_262_0.727650.fcs,export_262_0.fcs,ES1230815,0,PBMC,BS808036,09-H1-0239 flow cytometry B2,727650,Flow Cytometry
export_262_1.727651.fcs,export_262_1.fcs,ES1230816,1,PBMC,BS808037,09-H1-0239 flow cytometry B2,727651,Flow Cytometry
export_262_70.727653.fcs,export_262_70.fcs,ES1230818,70,PBMC,BS808040,09-H1-0239 flow cytometry B2,727653,Flow Cytometry
export_263_1.727654.fcs,export_263_1.fcs,ES1230819,1,PBMC,BS808041,09-H1-0239 flow cytometry B2,727654,Flow Cytometry
export_265_0.727655.fcs,export_265_0.fcs,ES1230820,0,PBMC,BS808043,09-H1-0239 flow cytometry B2,727655,Flow Cytometry
export_265_1.727656.fcs,export_265_1.fcs,ES1230821,1,PBMC,BS808044,09-H1-0239 flow cytometry B2,727656,Flow Cytometry
export_265_70.727657.fcs,export_265_70.fcs,ES1230822,70,PBMC,BS808046,09-H1-0239 flow cytometry B2,727657,Flow Cytometry
export_267_0.727658.fcs,export_267_0.fcs,ES1230823,0,PBMC,BS808047,09-H1-0239 flow cytometry B2,727658,Flow Cytometry
export_268_0.727659.fcs,export_268_0.fcs,ES1230824,0,PBMC,BS808049,09-H1-0239 flow cytometry B2,727659,Flow Cytometry
export_268_1.727660.fcs,export_268_1.fcs,ES1230825,1,PBMC,BS808050,09-H1-0239 flow cytometry B2,727660,Flow Cytometry
export_268_7.727661.fcs,export_268_7.fcs,ES1230826,7,PBMC,BS808051,09-H1-0239 flow cytometry B2,727661,Flow Cytometry
export_268_70.727662.fcs,export_268_70.fcs,ES1230827,70,PBMC,BS808053,09-H1-0239 flow cytometry B2,727662,Flow Cytometry
export_272_0.727663.fcs,export_272_0.fcs,ES1230828,0,PBMC,BS808054,09-H1-0239 flow cytometry B2,727663,Flow Cytometry
export_272_1.727664.fcs,export_272_1.fcs,ES1230829,1,PBMC,BS808055,09-H1-0239 flow cytometry B2,727664,Flow Cytometry
