FCS_HEADER_ID	PARAMETER_NUMBER	PNN_PREFERRED	PNN_REPORTED	PNS_PREFERRED	PNS_REPORTED
157250	2		FSC-A		FSC-A
157250	1		Time		Time
157250	15		APC-A	ICOS	ICOS
157250	6		SSC-H		SSC-H
157251	4		FSC-W		FSC-W
157251	3		FSC-H		FSC-H
157251	13		Pacific Blue-A	CD86	CD86
157251	1		Time		Time
157253	13		Pacific Blue-A	CD86	CD86
157253	18		PE-Cy5-5-A		PE-Cy5-5-A
157253	1		Time		Time
157254	15		APC-A	ICOS	ICOS
157254	11		PE-Cy5-A	CXCR3	CXCR3
157254	7		SSC-W		SSC-W
157255	3		FSC-H		FSC-H
157256	13		Pacific Blue-A	CD86	CD86
157256	11		PE-Cy5-A	ITAX	CD11c
157257	7		SSC-W		SSC-W
157257	13		Pacific Blue-A	CD86	CD86
157259	13		Pacific Blue-A	CD86	CD86
157260	12		PE-Cy7-A	CD1C	CD1c
157260	17		APC-Cy7-A		APC-Cy7-A
157260	18		PE-Cy5-5-A		PE-Cy5-5-A
157260	6		SSC-H		SSC-H
157261	10		PE-TxR-A	CD2	CD2
157263	13		Pacific Blue-A	CD86	CD86
157263	12		PE-Cy7-A	CD38	CD38
157263	10		PE-TxR-A	CD19	CD19
157264	5		SSC-A		SSC-A
157264	17		APC-Cy7-A		APC-Cy7-A
157265	4		FSC-W		FSC-W
157265	18		PE-Cy5-5-A		PE-Cy5-5-A
157266	3		FSC-H		FSC-H
157267	14		QDot 565-A		CD45
157267	15		APC-A	SDC1	CD138
157267	8		FITC-A	IGHD	IgD
157267	7		SSC-W		SSC-W
157269	14		QDot 565-A		CD45
157269	11		PE-Cy5-A	CD40	CD40
157270	18		PE-Cy5-5-A		PE-Cy5-5-A
157271	7		SSC-W		SSC-W
157271	12		PE-Cy7-A	CD38	CD38
157272	3		FSC-H		FSC-H
157272	17		APC-Cy7-A		APC-Cy7-A
157273	5		SSC-A		SSC-A
157273	17		APC-Cy7-A	FCG3A	CD16
157273	11		PE-Cy5-A	CD40	CD40
157273	9		PE-A	CD14	CD14
157274	8		FITC-A	CXCR5	CXCR5
157275	11		PE-Cy5-A	CD20	CD20
157275	10		PE-TxR-A	CD19	CD19
157276	5		SSC-A		SSC-A
157276	12		PE-Cy7-A	CD1C	CD1c
157276	2		FSC-A		FSC-A
157276	1		Time		Time
157276	8		FITC-A		Lin1
157277	3		FSC-H		FSC-H
157277	16		Alexa 700-A	HLA-DRA	HLADR
157277	17		APC-Cy7-A	FCG3A	CD16
157278	2		FSC-A		FSC-A
157278	14		QDot 565-A		CD45
157278	9		PE-A	CCR6	CCR6
157279	1		Time		Time
157279	5		SSC-A		SSC-A
157279	17		APC-Cy7-A	CD27	CD27
157280	8		FITC-A		Lin1
157280	5		SSC-A		SSC-A
157280	1		Time		Time
157281	17		APC-Cy7-A	FCG3A	CD16
157281	2		FSC-A		FSC-A
157281	15		APC-A		SLAN
157281	10		PE-TxR-A	CD2	CD2
157281	8		FITC-A	CX3CR1	CX3CR1
157282	3		FSC-H		FSC-H
157283	5		SSC-A		SSC-A
157283	2		FSC-A		FSC-A
157283	6		SSC-H		SSC-H
157284	13		Pacific Blue-A	CD86	CD86
157284	11		PE-Cy5-A	ITAX	CD11c
157285	11		PE-Cy5-A	CD40	CD40
157285	10		PE-TxR-A	CD2	CD2
157285	8		FITC-A	CX3CR1	CX3CR1
157285	17		APC-Cy7-A	FCG3A	CD16
157286	13		Pacific Blue-A	CD4	CD4
157286	12		PE-Cy7-A	CCR7	CCR7
157288	3		FSC-H		FSC-H
157288	15		APC-A	THBD	BDCA3
157289	16		Alexa 700-A	HLA-DRA	HLADR
157289	6		SSC-H		SSC-H
157289	5		SSC-A		SSC-A
157290	9		PE-A	CCR6	CCR6
157290	18		PE-Cy5-5-A		PE-Cy5-5-A
157291	6		SSC-H		SSC-H
157291	10		PE-TxR-A	CD19	CD19
157291	4		FSC-W		FSC-W
157291	5		SSC-A		SSC-A
157292	2		FSC-A		FSC-A
157293	1		Time		Time
157294	18		PE-Cy5-5-A		PE-Cy5-5-A
157294	12		PE-Cy7-A	CCR7	CCR7
157295	8		FITC-A	IGHD	IgD
157295	2		FSC-A		FSC-A
157295	18		PE-Cy5-5-A		PE-Cy5-5-A
157295	10		PE-TxR-A	CD19	CD19
157296	2		FSC-A		FSC-A
157296	8		FITC-A		Lin1
157296	7		SSC-W		SSC-W
157297	2		FSC-A		FSC-A
157297	1		Time		Time
157298	8		FITC-A	CXCR5	CXCR5
157298	7		SSC-W		SSC-W
157298	16		Alexa 700-A	CD3E	CD3
157298	13		Pacific Blue-A	CD4	CD4
157298	12		PE-Cy7-A	CCR7	CCR7
157299	18		PE-Cy5-5-A		PE-Cy5-5-A
157299	1		Time		Time
157299	10		PE-TxR-A	CD19	CD19
157299	9		PE-A	CD24	CD24
157300	18		PE-Cy5-5-A		PE-Cy5-5-A
157300	14		QDot 565-A		CD45
157301	11		PE-Cy5-A	CD40	CD40
157301	10		PE-TxR-A	CD2	CD2
157301	4		FSC-W		FSC-W
157303	8		FITC-A	IGHD	IgD
157303	2		FSC-A		FSC-A
157303	6		SSC-H		SSC-H
157304	12		PE-Cy7-A	CD1C	CD1c
157304	17		APC-Cy7-A		APC-Cy7-A
157306	16		Alexa 700-A	CD3E	CD3
157306	18		PE-Cy5-5-A		PE-Cy5-5-A
157306	6		SSC-H		SSC-H
157307	15		APC-A	SDC1	CD138
157308	14		QDot 565-A		CD45
157308	6		SSC-H		SSC-H
157309	13		Pacific Blue-A	CD86	CD86
157309	10		PE-TxR-A	CD2	CD2
157310	10		PE-TxR-A	PTPRC	CD45RA
157310	18		PE-Cy5-5-A		PE-Cy5-5-A
157311	17		APC-Cy7-A	CD27	CD27
157311	12		PE-Cy7-A	CD38	CD38
157311	14		QDot 565-A		CD45
157311	4		FSC-W		FSC-W
157312	17		APC-Cy7-A		APC-Cy7-A
157312	15		APC-A	THBD	BDCA3
157312	7		SSC-W		SSC-W
157313	8		FITC-A	CX3CR1	CX3CR1
157313	7		SSC-W		SSC-W
157314	2		FSC-A		FSC-A
157314	9		PE-A	CCR6	CCR6
157315	4		FSC-W		FSC-W
157315	7		SSC-W		SSC-W
157315	16		Alexa 700-A		CD3/CD14
157316	9		PE-A	CLEC4C	BDCA2
157316	8		FITC-A		Lin1
157317	2		FSC-A		FSC-A
157317	14		QDot 565-A		CD45
157317	11		PE-Cy5-A	CD40	CD40
157317	7		SSC-W		SSC-W
157318	14		QDot 565-A		CD45
157318	9		PE-A	CCR6	CCR6
157319	9		PE-A	CD24	CD24
157319	8		FITC-A	IGHD	IgD
157321	9		PE-A	CD14	CD14
157321	5		SSC-A		SSC-A
157321	3		FSC-H		FSC-H
157321	2		FSC-A		FSC-A
157322	12		PE-Cy7-A	CCR7	CCR7
157322	1		Time		Time
157323	1		Time		Time
157323	14		QDot 565-A		CD45
157323	6		SSC-H		SSC-H
157323	4		FSC-W		FSC-W
157324	10		PE-TxR-A	CD2	CD2
157324	13		Pacific Blue-A	CD86	CD86
157324	17		APC-Cy7-A		APC-Cy7-A
157325	12		PE-Cy7-A	ITGAM	CD11b
157326	18		PE-Cy5-5-A		PE-Cy5-5-A
157328	9		PE-A	CLEC4C	BDCA2
157328	17		APC-Cy7-A		APC-Cy7-A
157328	2		FSC-A		FSC-A
157328	18		PE-Cy5-5-A		PE-Cy5-5-A
157328	11		PE-Cy5-A	ITAX	CD11c
157329	5		SSC-A		SSC-A
157329	16		Alexa 700-A	HLA-DRA	HLADR
157330	1		Time		Time
157331	12		PE-Cy7-A	CD38	CD38
157332	7		SSC-W		SSC-W
157332	3		FSC-H		FSC-H
157332	13		Pacific Blue-A	CD86	CD86
157333	9		PE-A	CD14	CD14
157333	7		SSC-W		SSC-W
157333	2		FSC-A		FSC-A
157334	1		Time		Time
157334	5		SSC-A		SSC-A
157335	7		SSC-W		SSC-W
157335	16		Alexa 700-A		CD3/CD14
157335	9		PE-A	CD24	CD24
157336	8		FITC-A		Lin1
157336	17		APC-Cy7-A		APC-Cy7-A
157338	2		FSC-A		FSC-A
157338	6		SSC-H		SSC-H
157338	11		PE-Cy5-A	CXCR3	CXCR3
157338	9		PE-A	CCR6	CCR6
157339	7		SSC-W		SSC-W
157340	2		FSC-A		FSC-A
157340	1		Time		Time
157341	11		PE-Cy5-A	CD40	CD40
157342	9		PE-A	CCR6	CCR6
157343	11		PE-Cy5-A	CD20	CD20
157343	6		SSC-H		SSC-H
157343	5		SSC-A		SSC-A
157344	3		FSC-H		FSC-H
157344	1		Time		Time
157345	15		APC-A		SLAN
157345	11		PE-Cy5-A	CD40	CD40
157345	4		FSC-W		FSC-W
157346	13		Pacific Blue-A	CD4	CD4
157346	2		FSC-A		FSC-A
157346	4		FSC-W		FSC-W
157347	18		PE-Cy5-5-A		PE-Cy5-5-A
157348	18		PE-Cy5-5-A		PE-Cy5-5-A
157348	14		QDot 565-A		CD45
157348	4		FSC-W		FSC-W
157349	18		PE-Cy5-5-A		PE-Cy5-5-A
157349	15		APC-A		SLAN
157349	7		SSC-W		SSC-W
157350	18		PE-Cy5-5-A		PE-Cy5-5-A
157350	10		PE-TxR-A	PTPRC	CD45RA
157350	5		SSC-A		SSC-A
157350	13		Pacific Blue-A	CD4	CD4
157351	16		Alexa 700-A		CD3/CD14
157351	11		PE-Cy5-A	CD20	CD20
157352	1		Time		Time
157353	12		PE-Cy7-A	ITGAM	CD11b
157353	8		FITC-A	CX3CR1	CX3CR1
157354	8		FITC-A	CXCR5	CXCR5
157354	16		Alexa 700-A	CD3E	CD3
157354	14		QDot 565-A		CD45
157354	11		PE-Cy5-A	CXCR3	CXCR3
157355	1		Time		Time
157355	15		APC-A	SDC1	CD138
157355	16		Alexa 700-A		CD3/CD14
157355	13		Pacific Blue-A	CD86	CD86
157357	2		FSC-A		FSC-A
157357	10		PE-TxR-A	CD2	CD2
157358	7		SSC-W		SSC-W
157358	13		Pacific Blue-A	CD4	CD4
157359	9		PE-A	CD24	CD24
157359	16		Alexa 700-A		CD3/CD14
157359	15		APC-A	SDC1	CD138
157359	11		PE-Cy5-A	CD20	CD20
157360	13		Pacific Blue-A	CD86	CD86
157360	12		PE-Cy7-A	CD1C	CD1c
157360	10		PE-TxR-A	CD2	CD2
157360	4		FSC-W		FSC-W
157361	11		PE-Cy5-A	CD40	CD40
157362	14		QDot 565-A		CD45
157362	7		SSC-W		SSC-W
157362	5		SSC-A		SSC-A
157363	2		FSC-A		FSC-A
157363	14		QDot 565-A		CD45
157364	18		PE-Cy5-5-A		PE-Cy5-5-A
157365	11		PE-Cy5-A	CD40	CD40
157365	16		Alexa 700-A	HLA-DRA	HLADR
157365	13		Pacific Blue-A	CD86	CD86
157366	6		SSC-H		SSC-H
157366	10		PE-TxR-A	PTPRC	CD45RA
157366	8		FITC-A	CXCR5	CXCR5
157366	13		Pacific Blue-A	CD4	CD4
157367	6		SSC-H		SSC-H
157367	4		FSC-W		FSC-W
157368	3		FSC-H		FSC-H
157369	4		FSC-W		FSC-W
157369	16		Alexa 700-A	HLA-DRA	HLADR
157369	13		Pacific Blue-A	CD86	CD86
157370	5		SSC-A		SSC-A
157370	13		Pacific Blue-A	CD4	CD4
157371	1		Time		Time
157371	4		FSC-W		FSC-W
157372	7		SSC-W		SSC-W
157372	13		Pacific Blue-A	CD86	CD86
157372	11		PE-Cy5-A	ITAX	CD11c
157372	4		FSC-W		FSC-W
157373	18		PE-Cy5-5-A		PE-Cy5-5-A
157373	15		APC-A		SLAN
157373	6		SSC-H		SSC-H
157373	7		SSC-W		SSC-W
157374	2		FSC-A		FSC-A
157374	9		PE-A	CCR6	CCR6
157374	17		APC-Cy7-A	CD8A	CD8
157375	17		APC-Cy7-A	CD27	CD27
157375	14		QDot 565-A		CD45
157375	6		SSC-H		SSC-H
157376	8		FITC-A		Lin1
157376	5		SSC-A		SSC-A
157377	8		FITC-A	CX3CR1	CX3CR1
157377	5		SSC-A		SSC-A
157378	8		FITC-A	CXCR5	CXCR5
157378	18		PE-Cy5-5-A		PE-Cy5-5-A
157378	14		QDot 565-A		CD45
157378	15		APC-A	ICOS	ICOS
157378	11		PE-Cy5-A	CXCR3	CXCR3
157379	10		PE-TxR-A	CD19	CD19
157379	5		SSC-A		SSC-A
157379	17		APC-Cy7-A	CD27	CD27
157380	5		SSC-A		SSC-A
157380	18		PE-Cy5-5-A		PE-Cy5-5-A
157381	16		Alexa 700-A	HLA-DRA	HLADR
