FCS_ANALYZED_RESULT_MARKER_ID	POPULATION_MARKER_PREFERRED	POPULATION_MARKER_REPORTED	PREFERRED_ANALYTE_ACCESSION	RESULT_ID
1200600	singlet	Singlet		574049
1200609	singlet	Singlet		574050
1200611	lymphocyte	Lymph		574050
1200617	CCR6-	CCR6-	ANA36	574050
1200627	CCR6+	CCR6+	ANA36	574051
1200633	CXCR5-	CXCR5-	ANA78	574052
1200649	lymphocyte	Lymph		574054
1200654	CXCR3-	CXCR3-	ANA76	574054
1200660	CD3	CD3	ANA809	574055
1200663	CD45RA-	CD45RA-	ANA816	574055
1200668	lymphocyte	Lymph		574056
1200674	CCR6-	CCR6-	ANA36	574056
1200682		WBC		574058
1200683	lymphocyte	Lymph		574058
1200686	CCR6+	CCR6+	ANA36	574058
1200694		WBC		574060
1200697	CD8	CD8	ANA810	574060
1200707	lymphocyte	Lymph		574062
1200712	CD19	CD19	ANA805	574063
1200731	B7-2+	CD86+	ANA868	574066
1200746		WBC		574069
1200761	CD19	CD19	ANA805	574071
1200770	singlet	Singlet		574073
1200774	CD27+	CD27+	ANA40	574073
1200777		WBC		574074
1200779	CD19	CD19	ANA805	574074
1200789		WBC		574076
1200794	singlet	Singlet		574077
1200795		WBC		574077
1200800	B7-2+	CD86+	ANA868	574077
1200801	singlet	Singlet		574078
1200808	singlet	Singlet		574079
1200813	IgD-	IgD-	ANA813	574079
1200815	singlet	Singlet		574080
1200828	B7-2+	CD86+	ANA868	574081
1200836	singlet	Singlet		574083
1200839	CD3	CD3	ANA809	574083
1200840	singlet	Singlet		574084
1200846		WBC		574085
1200849	CD4	CD4	ANA41	574085
1200860	CD4	CD4	ANA41	574087
1200871	singlet	Singlet		574089
1200876	CXCR5+	CXCR5+	ANA78	574089
1200877	CD45RA-	CD45RA-	ANA816	574089
1200888	CCR6-	CCR6-	ANA36	574090
1200898	CCR6+	CCR6+	ANA36	574091
1200901	lymphocyte	Lymph		574092
1200916	CXCR3-	CXCR3-	ANA76	574093
1200917	CCR6+	CCR6+	ANA36	574093
1200941	CD4	CD4	ANA41	574096
1200942	CXCR5+	CXCR5+	ANA78	574096
1200958	CD4	CD4	ANA41	574098
1200962	singlet	Singlet		574099
1200963		WBC		574099
1200968	CD45RA-	CD45RA-	ANA816	574099
1200972		WBC		574100
1200981	singlet	Singlet		574101
1200983	lymphocyte	Lymph		574101
1200986	CXCR5-	CXCR5-	ANA78	574101
1200988	CXCR3+	CXCR3+	ANA76	574101
1200992	lymphocyte	Lymph		574102
1201030	lymphocyte	Lymph		574106
1201033	CXCR5-	CXCR5-	ANA78	574106
1201045	lymphocyte	Lymph		574108
1201047	CD8	CD8	ANA810	574108
1201051	lymphocyte	Lymph		574109
1201059	CD8	CD8	ANA810	574110
1201077		WBC		574114
1201087	singlet	Singlet		574116
1201089	lymphocyte	Lymph		574116
1201103	CD19	CD19	ANA805	574118
1201141	CD19	CD19	ANA805	574124
1201142	CD27-	CD27-	ANA40	574124
1201155	CD20-	CD20-	ANA806	574126
1201158	lymphocyte	Lymph		574127
1201159	CD19	CD19	ANA805	574127
1201165	lymphocyte	Lymph		574128
1201175	IgD-	IgD-	ANA813	574129
1201182	IgD-	IgD-	ANA813	574130
1201189	CD20+	CD20+	ANA806	574131
1201197	B7-2+	CD86+	ANA868	574132
1201213		WBC		574136
1201217	CD278+	ICOS+	ANA898	574136
1201219		WBC		574137
1201221	CD3	CD3	ANA809	574137
1201228	CD3	CD3	ANA809	574138
1201231	CD45RA-	CD45RA-	ANA816	574138
1201234		WBC		574139
1201243		WBC		574140
1201244	lymphocyte	Lymph		574140
1201253		WBC		574141
1201255	CD3	CD3	ANA809	574141
1201260	CCR6+	CCR6+	ANA36	574141
1201275	CD4	CD4	ANA41	574143
1201287	CXCR3-	CXCR3-	ANA76	574144
1201291		WBC		574145
1201308	CD278+	ICOS+	ANA898	574146
1201311	lymphocyte	Lymph		574147
1201314	CXCR5-	CXCR5-	ANA78	574147
1201319	CD3	CD3	ANA809	574148
1201325		WBC		574149
1201332	CCR6-	CCR6-	ANA36	574149
1201345	lymphocyte	Lymph		574151
1201357	CXCR5-	CXCR5-	ANA78	574152
1201361	CD278+	ICOS+	ANA898	574152
1201365	CD3	CD3	ANA809	574153
1201384	CD3	CD3	ANA809	574155
1201403	CD3	CD3	ANA809	574157
1201408	CD3	CD3	ANA809	574158
1201422	CXCR5+	CXCR5+	ANA78	574160
1201423	singlet	Singlet		574161
1201429	singlet	Singlet		574162
1201435	lymphocyte	Lymph		574163
1201451	lymphocyte	Lymph		574166
1201461	CD20-	CD20-	ANA806	574167
1201463		WBC		574168
1201465	CD19	CD19	ANA805	574168
1201469	singlet	Singlet		574169
1201474	CD24+	CD24+	ANA807	574169
1201475	singlet	Singlet		574170
1201476		WBC		574170
1201478	CD19	CD19	ANA805	574170
1201508	lymphocyte	Lymph		574175
1201510	CD19+	CD19+	ANA805	574175
1201561		WBC		574183
1201576	CD14-	CD14-	ANA804	574185
1201607		WBC		574190
1201608		Mono		574190
1201609	CD14+	CD14+	ANA804	574190
1201612	CCRL1+	CX3CR1+	ANA59	574190
1201622		Mono		574192
1201625	CD16-	CD16-	ANA811	574192
1201627	singlet	Singlet		574193
1201630	CD14+	CD14+	ANA804	574193
1201639	CD16+	CD16+	ANA811	574194
1201640	CD11b+	CD11b+	ANA878	574194
1201656		WBC		574197
1201658	CD14+	CD14+	ANA804	574197
1201667	CD16+	CD16+	ANA811	574198
1201668	HLADR+	HLADR+	ANA812	574198
1201675	HLADR-	HLADR-	ANA812	574199
1201700	CD14+	CD14+	ANA804	574203
1201713		Mono		574205
1201718	singlet	Singlet		574206
1201723	CD16+	CD16+	ANA811	574206
1201726		WBC		574207
1201732	singlet	Singlet		574208
1201734		Mono		574208
1201738	SLAN-	SLAN-	ANA906	574208
1201739	singlet	Singlet		574209
1201740		WBC		574209
1201764	BDCA2, CD303+	BDCA2+	ANA870	574214
1201768		WBC		574215
1201782		WBC		574217
1201825		Lin1-DR+		574223
1201828	BDCA3-	BDCA3-	ANA894	574223
1201853	CD11c+	CD11c+	ANA814	574226
1201861	BDCA2, CD303-	BDCA2-	ANA870	574227
1201864	BDCA1+	CD1c+	ANA895	574227
1201868		Lymo		574228
1201890	BDCA1-	CD1c-	ANA895	574230
1201897	CD11c+	CD11c+	ANA814	574231
1201905	BDCA2, CD303-	BDCA2-	ANA870	574232
1201915		WBC		574234
1201916	lymphocyte	Lymph		574234
1201939	lymphocyte	Lymph		574238
1201947	lymphocyte	Lymph		574239
1201950	CXCR5+	CXCR5+	ANA78	574239
1201957	CD3	CD3	ANA809	574240
1201961	CXCR3+	CXCR3+	ANA76	574240
1201971	CXCR3+	CXCR3+	ANA76	574241
1201984		WBC		574243
1201987	CD4	CD4	ANA41	574243
1201999	CXCR3-	CXCR3-	ANA76	574244
1202016	CXCR5+	CXCR5+	ANA78	574246
1202020	CD278+	ICOS+	ANA898	574246
1202024	CD3	CD3	ANA809	574247
1202025	CD4	CD4	ANA41	574247
1202027	CD45RA-	CD45RA-	ANA816	574247
1202028	singlet	Singlet		574248
1202033	CXCR5-	CXCR5-	ANA78	574248
1202038	lymphocyte	Lymph		574249
1202040	CD4	CD4	ANA41	574249
1202049	CD4	CD4	ANA41	574250
1202051	CD45RA-	CD45RA-	ANA816	574250
1202052	CXCR3+	CXCR3+	ANA76	574250
1202054	CD278+	ICOS+	ANA898	574250
1202057	lymphocyte	Lymph		574251
1202073	CD278+	ICOS+	ANA898	574252
1202075		WBC		574253
1202084		WBC		574254
1202102	singlet	Singlet		574256
1202103		WBC		574256
1202116	CD8	CD8	ANA810	574257
1202143	lymphocyte	Lymph		574262
1202153	CD19	CD19	ANA805	574264
1202155	singlet	Singlet		574265
1202160	CD138+	CD138+	ANA891	574265
1202184	CD19	CD19	ANA805	574269
1202200	singlet	Singlet		574272
1202203	CD19	CD19	ANA805	574272
1202208	lymphocyte	Lymph		574273
1202226	lymphocyte	Lymph		574276
1202265	singlet	Singlet		574282
1202268	CD19	CD19	ANA805	574282
1202272	singlet	Singlet		574283
1202273		WBC		574283
1202274		Mono		574283
1202280	CD14+	CD14+	ANA804	574284
1202296	CD16+	CD16+	ANA811	574286
1202298		WBC		574287
1202301	HLADR	HLADR	ANA812	574287
1202305		WBC		574288
1202310	CD16-	CD16-	ANA811	574288
1202321	CD14+	CD14+	ANA804	574290
1202358	CD16+	CD16+	ANA811	574295
1202376		Mono		574298
1202380	HLADR+	HLADR+	ANA812	574298
1202416	singlet	Singlet		574304
1202422	B7-2-	CD86-	ANA868	574304
1202423	singlet	Singlet		574305
1202424		WBC		574305
1202428	CD16-	CD16-	ANA811	574305
1202434	HLADR	HLADR	ANA812	574306
1202442	CD16+	CD16+	ANA811	574307
1202446		Mono		574308
1202447	CD14+	CD14+	ANA804	574308
1202451	singlet	Singlet		574309
1202452		WBC		574309
1202459		WBC		574311
1202461	CD16-	CD16-	ANA811	574311
1202462	singlet	Singlet		574312
1202474		Lymo		574314
1202487		WBC		574316
1202488		Lymo		574316
1202503		Lin1-DR+		574318
1202519	CD2+	CD2+	ANA860	574320
1202534	singlet	Singlet		574323
1202535		WBC		574323
1202548	BDCA3-	BDCA3-	ANA894	574324
1202550	CD2-	CD2-	ANA860	574324
1202557	BDCA3-	BDCA3-	ANA894	574325
1202559	CD2+	CD2+	ANA860	574325
1202562		Lymo		574326
1202563		Lin1-DR+		574326
1202571		Lymo		574327
1202577	B7-2-	CD86-	ANA868	574327
1202580		Lymo		574328
1202584	BDCA3+	BDCA3+	ANA894	574328
1202591	CD11c+	CD11c+	ANA814	574329
1202596		WBC		574330
1202598		Lin1-DR+		574330
1202600	CD11c+	CD11c+	ANA814	574330
1202631	singlet	Singlet		574335
1202644	lymphocyte	Lymph		574337
1202663	CD45RA-	CD45RA-	ANA816	574339
1202669	CD3	CD3	ANA809	574340
1202670	CD4	CD4	ANA41	574340
1202673	CXCR3+	CXCR3+	ANA76	574340
1202685	singlet	Singlet		574342
1202687	lymphocyte	Lymph		574342
1202688	CD3	CD3	ANA809	574342
1202702	CXCR3-	CXCR3-	ANA76	574343
1202703	CCR6+	CCR6+	ANA36	574343
1202705		WBC		574344
1202728	CXCR5+	CXCR5+	ANA78	574346
1202738	CXCR5-	CXCR5-	ANA78	574347
1202751	CD3	CD3	ANA809	574349
1202767	singlet	Singlet		574351
1202780	CD4	CD4	ANA41	574352
1202782	CD45RA-	CD45RA-	ANA816	574352
1202787		WBC		574353
1202793	CXCR3-	CXCR3-	ANA76	574353
1202805	singlet	Singlet		574355
1202827	CD3	CD3	ANA809	574357
1202830		WBC		574358
1202876	CD19	CD19	ANA805	574366
1202877	CD27+	CD27+	ANA40	574366
1202885	CD20-	CD20-	ANA806	574367
1202892	B7-2+	CD86+	ANA868	574368
1202895	lymphocyte	Lymph		574369
1202909	CD19	CD19	ANA805	574371
1202910	CD27-	CD27-	ANA40	574371
1202920	lymphocyte	Lymph		574373
1202931		WBC		574375
1202936	singlet	Singlet		574376
1202946	CD27-	CD27-	ANA40	574377
1202949	singlet	Singlet		574378
1202952	CD19	CD19	ANA805	574378
1202959	CD19	CD19	ANA805	574379
1202968	IgD-	IgD-	ANA813	574380
1202973	CD19	CD19	ANA805	574381
1202984	singlet	Singlet		574383
1202992	CD278+	ICOS+	ANA898	574384
1202998	singlet	Singlet		574386
1202999		WBC		574386
1203000	lymphocyte	Lymph		574386
1203006	lymphocyte	Lymph		574387
1203021	lymphocyte	Lymph		574389
1203023	CD4	CD4	ANA41	574389
1203033	CXCR5+	CXCR5+	ANA78	574390
1203044	CD45RA-	CD45RA-	ANA816	574391
1203045	CXCR3+	CXCR3+	ANA76	574391
1203049	lymphocyte	Lymph		574392
1203050	CD3	CD3	ANA809	574392
1203058		WBC		574393
1203072	CD45RA-	CD45RA-	ANA816	574394
1203074	CCR6+	CCR6+	ANA36	574394
1203075	CD278+	ICOS+	ANA898	574394
1203083	CXCR3-	CXCR3-	ANA76	574395
1203084	CCR6-	CCR6-	ANA36	574395
1203085	singlet	Singlet		574396
1203086		WBC		574396
1203100	CXCR5-	CXCR5-	ANA78	574397
1203114	CD4	CD4	ANA41	574399
1203119	singlet	Singlet		574400
1203132	CD3	CD3	ANA809	574401
1203138	singlet	Singlet		574402
1203145	CXCR3+	CXCR3+	ANA76	574402
1203146	CCR6+	CCR6+	ANA36	574402
1203156	CCR6+	CCR6+	ANA36	574403
1203161	CD4	CD4	ANA41	574404
1203179	CD3	CD3	ANA809	574406
1203185	CD278+	ICOS+	ANA898	574406
1203189	CD3	CD3	ANA809	574407
1203199	lymphocyte	Lymph		574409
1203200	CD3	CD3	ANA809	574409
1203208	CXCR5+	CXCR5+	ANA78	574410
1203217	lymphocyte	Lymph		574412
1203225		WBC		574414
1203226	lymphocyte	Lymph		574414
1203231	lymphocyte	Lymph		574415
1203235	singlet	Singlet		574416
1203257	lymphocyte	Lymph		574419
1203267	B7-2+	CD86+	ANA868	574420
1203273	IgD+	IgD+	ANA813	574421
1203290	CD27-	CD27-	ANA40	574424
1203294	lymphocyte	Lymph		574425
1203302	CD19+	CD19+	ANA805	574426
1203317	B7-2+	CD86+	ANA868	574428
1203326		WBC		574430
1203328	CD19	CD19	ANA805	574430
1203332	singlet	Singlet		574431
1203339	singlet	Singlet		574432
1203360	singlet	Singlet		574436
1203362	lymphocyte	Lymph		574436
1203363	CD3	CD3	ANA809	574436
1203371	CXCR5+	CXCR5+	ANA78	574437
1203382		WBC		574439
1203383	lymphocyte	Lymph		574439
1203396	CD45RA-	CD45RA-	ANA816	574440
1203405	CXCR5+	CXCR5+	ANA78	574441
1203410		WBC		574442
1203416	CXCR3+	CXCR3+	ANA76	574442
1203421	lymphocyte	Lymph		574443
1203430	lymphocyte	Lymph		574444
1203433	CXCR5+	CXCR5+	ANA78	574444
1203445	CXCR3-	CXCR3-	ANA76	574445
1203446	CCR6-	CCR6-	ANA36	574445
1203447	singlet	Singlet		574446
1203450	CD3	CD3	ANA809	574446
1203465		WBC		574448
1203479	CXCR3+	CXCR3+	ANA76	574449
1203480	CCR6-	CCR6-	ANA36	574449
1203482		WBC		574450
1203492		WBC		574451
1203493	lymphocyte	Lymph		574451
1203495	CD4	CD4	ANA41	574451
1203497	CD45RA-	CD45RA-	ANA816	574451
1203511		WBC		574453
1203525	CD45RA-	CD45RA-	ANA816	574454
1203539		WBC		574456
1203550	lymphocyte	Lymph		574457
1203557	CD8	CD8	ANA810	574458
1203562	CD3	CD3	ANA809	574459
1203584	CD19	CD19	ANA805	574463
1203585	B7-2+	CD86+	ANA868	574463
1203590	CD27+	CD27+	ANA40	574464
1203591	singlet	Singlet		574465
1203596	CD138+	CD138+	ANA891	574465
1203597	singlet	Singlet		574466
1203602	CD138+	CD138+	ANA891	574466
1203604	singlet	Singlet		574467
1203608	CD38+	CD38+	ANA808	574467
1203611		WBC		574468
1203613	CD19	CD19	ANA805	574468
1203620	CD19	CD19	ANA805	574469
1203626	CD19	CD19	ANA805	574470
1203629	B7-2+	CD86+	ANA868	574470
1203632	lymphocyte	Lymph		574471
1203635	IgD+	IgD+	ANA813	574471
1203645	CD19	CD19	ANA805	574473
1203658	CD19+	CD19+	ANA805	574475
1203683	CD19	CD19	ANA805	574479
1203695		WBC		574481
1203704	CD19	CD19	ANA805	574482
1203709		WBC		574483
1203712	singlet	Singlet		574484
1203718		WBC		574485
1203722	singlet	Singlet		574486
1203727	CD278+	ICOS+	ANA898	574486
1203730	lymphocyte	Lymph		574487
1203741	CD45RA-	CD45RA-	ANA816	574488
1203746	CD3	CD3	ANA809	574489
1203760	CCR6-	CCR6-	ANA36	574490
1203795	CXCR5+	CXCR5+	ANA78	574494
1203796	CD45RA-	CD45RA-	ANA816	574494
1203809	singlet	Singlet		574496
1203850	CXCR3+	CXCR3+	ANA76	574500
1203851	CCR6-	CCR6-	ANA36	574500
1203860	CXCR3+	CXCR3+	ANA76	574501
1203867	CXCR5-	CXCR5-	ANA78	574502
1203878	CD45RA-	CD45RA-	ANA816	574503
1203879	CXCR3-	CXCR3-	ANA76	574503
1203885	CD4	CD4	ANA41	574504
1203892		WBC		574505
1203910	singlet	Singlet		574507
1203921	singlet	Singlet		574509
1203949		WBC		574514
1203960		WBC		574516
1203961	lymphocyte	Lymph		574516
1203982	CD19	CD19	ANA805	574519
1204002	CD27+	CD27+	ANA40	574522
1204006	lymphocyte	Lymph		574523
1204011		WBC		574524
1204016	singlet	Singlet		574525
1204024	lymphocyte	Lymph		574526
1204034	B7-2+	CD86+	ANA868	574527
1204041	B7-2+	CD86+	ANA868	574528
1204043		WBC		574529
1204057		WBC		574531
1204065	lymphocyte	Lymph		574532
1204082		WBC		574535
1204085	HLADR	HLADR	ANA812	574535
1204089		WBC		574536
1204093	CD14+	CD14+	ANA804	574536
1204113	HLADR	HLADR	ANA812	574539
1204114	CD16-	CD16-	ANA811	574539
1204123	singlet	Singlet		574541
1204128	CD16+	CD16+	ANA811	574541
1204135	CD16-	CD16-	ANA811	574542
1204139		Mono		574543
1204141	HLADR	HLADR	ANA812	574543
1204143	CD11b+	CD11b+	ANA878	574543
1204150	CD11b+	CD11b+	ANA878	574544
1204166		WBC		574547
1204185	HLADR-	HLADR-	ANA812	574549
1204186	singlet	Singlet		574550
1204191	CD16-	CD16-	ANA811	574550
1204193	singlet	Singlet		574551
1204196	CD14+	CD14+	ANA804	574551
1204197	HLADR	HLADR	ANA812	574551
1204211	HLADR	HLADR	ANA812	574553
1204213	B7-2-	CD86-	ANA868	574553
1204216		Mono		574554
1204233	CD16+	CD16+	ANA811	574556
1204256	singlet	Singlet		574561
1204258		Neutro		574561
1204269	CD11c-	CD11c-	ANA814	574563
1204277	singlet	Singlet		574565
1204286		Lymo		574566
1204296	CD11c-	CD11c-	ANA814	574567
1204299		WBC		574568
1204301		Lin1-DR+		574568
1204313		Lymo		574570
1204314		Lin1-DR+		574570
1204317	CD2+	CD2+	ANA860	574570
1204325	singlet	Singlet		574572
1204326		WBC		574572
1204336	BDCA2, CD303-	BDCA2-	ANA870	574573
1204337	CD11c+	CD11c+	ANA814	574573
1204346	BDCA3-	BDCA3-	ANA894	574574
1204349	singlet	Singlet		574575
1204352		Lin1-DR+		574575
1204378		Lymo		574578
1204396		Lin1-DR+		574580
1204424	singlet	Singlet		574584
1204426	lymphocyte	Lymph		574584
1204452	CXCR5+	CXCR5+	ANA78	574588
1204453	CD45RA-	CD45RA-	ANA816	574588
1204465		WBC		574590
1204478	CD4	CD4	ANA41	574591
1204480	CD45RA-	CD45RA-	ANA816	574591
1204503		WBC		574594
1204509	CXCR3-	CXCR3-	ANA76	574594
1204515	CD3	CD3	ANA809	574595
1204516	CD4	CD4	ANA41	574595
1204546	singlet	Singlet		574599
1204550	CD4	CD4	ANA41	574599
1204556		WBC		574600
1204564	CD278+	ICOS+	ANA898	574600
1204572	CXCR3+	CXCR3+	ANA76	574601
1204595	lymphocyte	Lymph		574604
1204601	CCR6+	CCR6+	ANA36	574604
1204605	lymphocyte	Lymph		574605
1204620	CCR6-	CCR6-	ANA36	574606
1204633	singlet	Singlet		574609
1204634		WBC		574609
1204637	CD8	CD8	ANA810	574609
1204638	CXCR3+	CXCR3+	ANA76	574609
1204653	lymphocyte	Lymph		574612
1204655	singlet	Singlet		574613
1204668	CD19	CD19	ANA805	574615
1204674	CD19	CD19	ANA805	574616
1204678	singlet	Singlet		574617
1204688	CD38+	CD38+	ANA808	574618
1204713	CD19	CD19	ANA805	574622
1204731	CD19	CD19	ANA805	574625
1204736	lymphocyte	Lymph		574626
1204742	lymphocyte	Lymph		574627
1204743	CD19	CD19	ANA805	574627
1204782	singlet	Singlet		574633
1204785	CD3	CD3	ANA809	574633
1204801	CD278+	ICOS+	ANA898	574636
1204804	lymphocyte	Lymph		574637
1204806	CD4	CD4	ANA41	574637
1204821	CD4	CD4	ANA41	574639
1204828	lymphocyte	Lymph		574640
1204832	CD45RA-	CD45RA-	ANA816	574640
1204838	lymphocyte	Lymph		574641
1204842	CD45RA-	CD45RA-	ANA816	574641
1204852	CXCR3+	CXCR3+	ANA76	574642
1204858	CD3	CD3	ANA809	574643
1204862	CXCR3-	CXCR3-	ANA76	574643
1204888	CXCR5+	CXCR5+	ANA78	574646
1204901		WBC		574648
1204908	singlet	Singlet		574649
1204917	singlet	Singlet		574650
1204951	CXCR5-	CXCR5-	ANA78	574653
1204974	singlet	Singlet		574656
1204997	lymphocyte	Lymph		574659
1205029	lymphocyte	Lymph		574665
1205031	CD27+	CD27+	ANA40	574665
1205040	singlet	Singlet		574667
1205049	CD19	CD19	ANA805	574668
1205065	B7-2+	CD86+	ANA868	574670
1205069	CD19	CD19	ANA805	574671
1205090	singlet	Singlet		574675
1205094	CD19+	CD19+	ANA805	574675
1205101	CD20-	CD20-	ANA806	574676
1205102	singlet	Singlet		574677
1205112	CD19	CD19	ANA805	574678
1205119	CD19	CD19	ANA805	574679
1205160	lymphocyte	Lymph		574686
1205161	CD3	CD3	ANA809	574686
1205165		WBC		574687
1205167	CD3	CD3	ANA809	574687
1205177	CD45RA-	CD45RA-	ANA816	574688
1205185	CD45RA-	CD45RA-	ANA816	574689
1205186	CXCR3+	CXCR3+	ANA76	574689
1205216	CD278+	ICOS+	ANA898	574692
1205218		WBC		574693
1205220	CD3	CD3	ANA809	574693
1205228	lymphocyte	Lymph		574694
1205232	CD45RA-	CD45RA-	ANA816	574694
1205237		WBC		574695
1205266	CD4	CD4	ANA41	574698
1205267	CXCR5-	CXCR5-	ANA78	574698
1205279	singlet	Singlet		574700
1205288	CD278+	ICOS+	ANA898	574700
1205291	lymphocyte	Lymph		574701
1205293	CD4	CD4	ANA41	574701
1205297	CCR6+	CCR6+	ANA36	574701
1205303	CXCR5-	CXCR5-	ANA78	574702
1205306	CCR6+	CCR6+	ANA36	574702
1205315	CXCR3-	CXCR3-	ANA76	574703
1205322	CXCR5-	CXCR5-	ANA78	574704
1205325	CCR6+	CCR6+	ANA36	574704
1205337		WBC		574706
1205352		WBC		574708
1205353	lymphocyte	Lymph		574708
1205359	lymphocyte	Lymph		574709
1205360	CD3	CD3	ANA809	574709
1205363	singlet	Singlet		574710
1205370		WBC		574711
1205398	CD19	CD19	ANA805	574716
1205419	CD38+	CD38+	ANA808	574719
1205424	CD19	CD19	ANA805	574720
1205430	lymphocyte	Lymph		574721
1205447		WBC		574724
1205452	singlet	Singlet		574725
1205453		WBC		574725
1205459		WBC		574726
1205467	CD19	CD19	ANA805	574727
1205470	B7-2+	CD86+	ANA868	574727
1205497	CD20+	CD20+	ANA806	574731
1205509	CD3	CD3	ANA809	574733
1205512	lymphocyte	Lymph		574734
