FCS_ANALYZED_RESULT_MARKER_ID	POPULATION_MARKER_PREFERRED	POPULATION_MARKER_REPORTED	PREFERRED_ANALYTE_ACCESSION	RESULT_ID
1042721	CD278+	ICOS+	ANA898	529845
1042732	CXCR5+	CXCR5+	ANA78	529847
1042747	CXCR5+	CXCR5+	ANA78	529849
1042748	CD45RA-	CD45RA-	ANA816	529849
1042757	CXCR3-	CXCR3-	ANA76	529850
1042766	CD278+	ICOS+	ANA898	529851
1042777	CD278+	ICOS+	ANA898	529853
1042785	CD3+	CD3+	ANA809	529855
1042793	CD3+	CD3+	ANA809	529856
1042822	CD278+	ICOS+	ANA898	529859
1042838	CD3+	CD3+	ANA809	529862
1042844	CCR6+	CCR6+	ANA36	529863
1042856	CD278+	ICOS+	ANA898	529866
1042859	CD14-	CD14-	ANA804	529867
1042871	CD27+	CD27+	ANA40	529870
1042903	CD14-	CD14-	ANA804	529876
1042913	CD14-	CD14-	ANA804	529878
1042917	CD3-	CD3-	ANA809	529879
1042940	B7-2+	CD86+	ANA868	529883
1042956	CD20+	CD20+	ANA806	529886
1042961	CD20-	CD20-	ANA806	529887
1042995	CD2-	CD2-	ANA860	529894
1043000	CD2+	CD2+	ANA860	529895
1043010	B7-2-	CD86-	ANA868	529897
1043011		Lin1-		529898
1043022	BDCA1+	CD1c+	ANA895	529899
1043029	BDCA1+	CD1c+	ANA895	529900
1043040	BDCA2, CD303-	BDCA2-	ANA870	529902
1043043	BDCA1+	CD1c+	ANA895	529902
1043054	CD11c+	CD11c+	ANA814	529904
1043062	BDCA3+	BDCA3+	ANA894	529905
1043064	CD2+	CD2+	ANA860	529905
1043076	BDCA3+	BDCA3+	ANA894	529907
1043080	HLADR+	HLA-DR+	ANA812	529908
1043082	HLADR+	HLA-DR+	ANA812	529909
1043084	CD14lo	CD14lo	ANA804	529910
1043091	HLADR+	HLA-DR+	ANA812	529912
1043111	CCRL1-	CX3CR1-	ANA59	529917
1043119	CD11b+	CD11b+	ANA878	529919
1043120	CD14+	CD14+	ANA804	529920
1043139	CD16-	CD16-	ANA811	529925
1043147	B7-2+	CD86+	ANA868	529927
1043149	HLADR+	HLA-DR+	ANA812	529928
1043159	SLAN+	SLAN+	ANA906	529930
1043162	CD16+	CD16+	ANA811	529931
1043171	SLAN-	SLAN-	ANA906	529933
1043186	CD3+	CD3+	ANA809	529942
1043190	CD45RA-	CD45RA-	ANA816	529942
1043191	CD3+	CD3+	ANA809	529943
1043192	CD4+	CD4+	ANA41	529943
1043203	CCR6-	CCR6-	ANA36	529944
1043215	CXCR5+	CXCR5+	ANA78	529946
1043220	CD4+	CD4+	ANA41	529947
1043225	CCR6+	CCR6+	ANA36	529947
1043232	CXCR3-	CXCR3-	ANA76	529948
1043244	CD8-	CD8-	ANA810	529950
1043251	CD8-	CD8-	ANA810	529951
1043271	CXCR5-	CXCR5-	ANA78	529954
1043292	CD8-	CD8-	ANA810	529957
1043306	CD4+	CD4+	ANA41	529959
1043310	CXCR3-	CXCR3-	ANA76	529959
1043320	CD3+	CD3+	ANA809	529961
1043321	CD4+	CD4+	ANA41	529961
1043323	CXCR5-	CXCR5-	ANA78	529961
1043330	CD8+	CD8+	ANA810	529962
1043343	CD3+	CD3+	ANA809	529966
1043347	CD19+	CD19+	ANA805	529967
1043356	CD14-	CD14-	ANA804	529969
1043363	CD19+	CD19+	ANA805	529971
1043364	CD3-	CD3-	ANA809	529971
1043365	CD14-	CD14-	ANA804	529971
1043396	CD19+	CD19+	ANA805	529977
1043417	CD14-	CD14-	ANA804	529981
1043425	CD19+	CD19+	ANA805	529983
1043426	CD3-	CD3-	ANA809	529983
1043429	IgD+	IgD+	ANA813	529983
1043430	B7-2+	CD86+	ANA868	529983
1043432	CD3-	CD3-	ANA809	529984
1043437	CD19+	CD19+	ANA805	529985
1043450	CD14-	CD14-	ANA804	529987
1043460	CD11c-	CD11c-	ANA814	529989
1043465	CD11c-	CD11c-	ANA814	529990
1043466	CD2+	CD2+	ANA860	529990
1043478	HLADR+	HLA-DR+	ANA812	529993
1043491		Lin1-		529996
1043502	HLADR+	HLA-DR+	ANA812	529998
1043506	BDCA1+	CD1c+	ANA895	529998
1043511	BDCA3-	BDCA3-	ANA894	529999
1043521		Lin1-		530001
1043531	CD11c+	CD11c+	ANA814	530002
1043536	HLADR+	HLA-DR+	ANA812	530003
1043544	CD11c+	CD11c+	ANA814	530004
1043551	CD11c+	CD11c+	ANA814	530005
1043555		Lin1-		530006
1043556	HLADR+	HLA-DR+	ANA812	530006
1043567	BDCA1-	CD1c-	ANA895	530007
1043578	HLADR+	HLA-DR+	ANA812	530011
1043588	CD16-	CD16-	ANA811	530014
1043596	CD16+	CD16+	ANA811	530016
1043601	CCRL1-	CX3CR1-	ANA59	530017
1043607	HLADR+	HLA-DR+	ANA812	530019
1043610	CD14+	CD14+	ANA804	530020
1043614	CD14+	CD14+	ANA804	530021
1043620	CD16-	CD16-	ANA811	530022
1043638	CD14+	CD14+	ANA804	530028
1043647	HLADR+	HLA-DR+	ANA812	530030
1043653	SLAN+	SLAN+	ANA906	530031
1043670	CD4+	CD4+	ANA41	530040
1043671	CD8-	CD8-	ANA810	530040
1043700	CCR6-	CCR6-	ANA36	530045
1043704	CD8-	CD8-	ANA810	530046
1043719	CD8-	CD8-	ANA810	530048
1043722	CXCR3-	CXCR3-	ANA76	530048
1043725	CD4+	CD4+	ANA41	530049
1043729	CXCR3-	CXCR3-	ANA76	530049
1043746	CD278+	ICOS+	ANA898	530051
1043747	CD3+	CD3+	ANA809	530052
1043758	CD3+	CD3+	ANA809	530054
1043777	CD45RA-	CD45RA-	ANA816	530056
1043782	CD8-	CD8-	ANA810	530057
1043785	CXCR3+	CXCR3+	ANA76	530057
1043798	CXCR5-	CXCR5-	ANA78	530059
1043801	CCR6+	CCR6+	ANA36	530059
1043808	CXCR3-	CXCR3-	ANA76	530060
1043809	CCR6-	CCR6-	ANA36	530060
1043814	CD45RA-	CD45RA-	ANA816	530061
1043820	CD8+	CD8+	ANA810	530062
1043826	CD4-	CD4-	ANA41	530064
1043833	CD3+	CD3+	ANA809	530066
1043842	CD14-	CD14-	ANA804	530068
1043853	CD19+	CD19+	ANA805	530071
1043869	B7-2+	CD86+	ANA868	530073
1043870	CD19+	CD19+	ANA805	530074
1043876	CD3-	CD3-	ANA809	530075
1043880	B7-2+	CD86+	ANA868	530075
1043883	CD14-	CD14-	ANA804	530076
1043901	CD19+	CD19+	ANA805	530080
1043909	CD19+	CD19+	ANA805	530082
1043916	CD3-	CD3-	ANA809	530083
1043935	CD14-	CD14-	ANA804	530086
1043940	CD14-	CD14-	ANA804	530087
1043956	CD2+	CD2+	ANA860	530090
1043966	B7-2-	CD86-	ANA868	530092
1043972	HLADR+	HLA-DR+	ANA812	530094
1043976		Lin1-		530095
1043993	BDCA2, CD303-	BDCA2-	ANA870	530098
1043998	HLADR+	HLA-DR+	ANA812	530099
1044014	CD11c+	CD11c+	ANA814	530101
1044017	B7-2+	CD86+	ANA868	530101
1044021	CD11c+	CD11c+	ANA814	530102
1044025		Lin1-		530103
1044028	CD11c+	CD11c+	ANA814	530103
1044037	CD2-	CD2-	ANA860	530104
1044067	CD14+	CD14+	ANA804	530111
1044069	CD16+	CD16+	ANA811	530111
1044071	HLADR+	HLA-DR+	ANA812	530112
1044075	CD16-	CD16-	ANA811	530113
1044095	CD11b+	CD11b+	ANA878	530118
1044099	CD11b+	CD11b+	ANA878	530119
1044100	CD14+	CD14+	ANA804	530120
1044104	CD14+	CD14+	ANA804	530121
1044127	B7-2+	CD86+	ANA868	530127
1044147	SLAN-	SLAN-	ANA906	530132
1044153	granulocyte	granulocyte		530135
1044155	CD16+	CD16+ granulocyte	ANA811	530137
1044156	CD3+	CD3+	ANA809	530138
1044168	CD8-	CD8-	ANA810	530142
1044172	CD4+	CD4+	ANA41	530143
1044192	CD3+	CD3+	ANA809	530146
1044194	CD8-	CD8-	ANA810	530146
1044198	CCR6+	CCR6+	ANA36	530146
1044203	CD45RA-	CD45RA-	ANA816	530147
1044210	CXCR5+	CXCR5+	ANA78	530148
1044216	CD8-	CD8-	ANA810	530149
1044228	CCR6-	CCR6-	ANA36	530150
1044231	CD8-	CD8-	ANA810	530151
1044233	CD45RA-	CD45RA-	ANA816	530151
1044238	CD4+	CD4+	ANA41	530152
1044257	CD8-	CD8-	ANA810	530155
1044260	CXCR3+	CXCR3+	ANA76	530155
1044261	CCR6-	CCR6-	ANA36	530155
1044278	CD3+	CD3+	ANA809	530158
1044286	CD4+	CD4+	ANA41	530159
1044295	CD8-	CD8-	ANA810	530160
1044300	CD3+	CD3+	ANA809	530161
1044307	CD278+	ICOS+	ANA898	530161
1044310	CD8+	CD8+	ANA810	530162
1044311	CD3+	CD3+	ANA809	530163
1044316	CD4-	CD4-	ANA41	530164
1044317	CD8+	CD8+	ANA810	530164
1044320	CD4-	CD4-	ANA41	530165
1044328	CD3-	CD3-	ANA809	530167
1044329	CD14-	CD14-	ANA804	530167
1044334	CD19+	CD19+	ANA805	530169
1044340	CD14-	CD14-	ANA804	530170
1044352	CD38+	CD38+	ANA808	530172
1044360	CD19+	CD19+	ANA805	530174
1044365	CD19+	CD19+	ANA805	530175
1044366	CD3-	CD3-	ANA809	530175
1044401	CD14-	CD14-	ANA804	530182
1044410	B7-2+	CD86+	ANA868	530183
1044420	CD27-	CD27-	ANA40	530185
1044423	CD19+	CD19+	ANA805	530186
1044442		Lin1-		530190
1044447		Lin1-		530191
1044459	BDCA2, CD303-	BDCA2-	ANA870	530193
1044465	CD2-	CD2-	ANA860	530194
1044468	BDCA2, CD303-	BDCA2-	ANA870	530195
1044473	BDCA2, CD303-	BDCA2-	ANA870	530196
1044490	CD11c+	CD11c+	ANA814	530199
1044495	HLADR+	HLA-DR+	ANA812	530200
1044509	HLADR+	HLA-DR+	ANA812	530202
1044510	BDCA2, CD303-	BDCA2-	ANA870	530202
1044514	B7-2-	CD86-	ANA868	530202
1044518	CD11c+	CD11c+	ANA814	530203
1044537	BDCA2, CD303-	BDCA2-	ANA870	530206
1044563	CD14lo	CD14lo	ANA804	530213
1044571	HLADR+	HLA-DR+	ANA812	530215
1044574	CD14+	CD14+	ANA804	530216
1044578	CD14+	CD14+	ANA804	530217
1044579	HLADR+	HLA-DR+	ANA812	530217
1044592	CD16+	CD16+	ANA811	530220
1044593	CD11b-	CD11b-	ANA878	530220
1044596	CD16-	CD16-	ANA811	530221
1044638	CD14+	CD14+	ANA804	530233
1044650	CD4+	CD4+	ANA41	530240
1044669	CD8-	CD8-	ANA810	530244
1044670	CXCR5+	CXCR5+	ANA78	530244
1044671	CD45RA-	CD45RA-	ANA816	530244
1044680	CCR6-	CCR6-	ANA36	530245
1044702	CXCR3-	CXCR3-	ANA76	530248
1044705	CD4+	CD4+	ANA41	530249
1044706	CD8-	CD8-	ANA810	530249
1044718	CCR6-	CCR6-	ANA36	530250
1044727	CD3+	CD3+	ANA809	530252
1044730	CXCR5-	CXCR5-	ANA78	530252
1044731	CD45RA-	CD45RA-	ANA816	530252
1044734	CD8-	CD8-	ANA810	530253
1044740	CD8-	CD8-	ANA810	530254
1044752	CD278+	ICOS+	ANA898	530255
1044758	CXCR3+	CXCR3+	ANA76	530256
1044760	CD3+	CD3+	ANA809	530257
1044762	CD8-	CD8-	ANA810	530257
1044787	CD45RA-	CD45RA-	ANA816	530260
1044790	CD3+	CD3+	ANA809	530261
1044794	CD45RA-	CD45RA-	ANA816	530261
1044795	CXCR3-	CXCR3-	ANA76	530261
1044808	CXCR3+	CXCR3+	ANA76	530264
1044816	CD278+	ICOS+	ANA898	530266
1044822	CD14-	CD14-	ANA804	530268
1044832	CD138+	CD138+	ANA891	530270
1044843	CD20-	CD20-	ANA806	530272
1044856	CD3-	CD3-	ANA809	530275
1044858	CD38+	CD38+	ANA808	530275
1044863	CD14-	CD14-	ANA804	530276
1044878	CD14-	CD14-	ANA804	530279
1044883	CD14-	CD14-	ANA804	530280
1044890	CD3-	CD3-	ANA809	530282
1044896	CD3-	CD3-	ANA809	530283
1044899	IgD+	IgD+	ANA813	530283
1044901	CD19+	CD19+	ANA805	530284
1044903	CD14-	CD14-	ANA804	530284
1044907	CD19+	CD19+	ANA805	530285
1044908	CD3-	CD3-	ANA809	530285
1044911	IgD-	IgD-	ANA813	530285
1044916	CD20+	CD20+	ANA806	530286
1044935	CD11c-	CD11c-	ANA814	530290
1044937		Lin1-		530291
1044945	CD11c-	CD11c-	ANA814	530292
1044955	CD2-	CD2-	ANA860	530294
1044962	HLADR+	HLA-DR+	ANA812	530296
1044964	CD11c+	CD11c+	ANA814	530296
1044967	HLADR+	HLA-DR+	ANA812	530297
1044969	CD11c+	CD11c+	ANA814	530297
1044970	B7-2-	CD86-	ANA868	530297
1044974	CD11c+	CD11c+	ANA814	530298
1044977		Lin1-		530299
1044981	BDCA3-	BDCA3-	ANA894	530299
1044989	BDCA1+	CD1c+	ANA895	530300
1044990	CD2+	CD2+	ANA860	530300
1044993	BDCA2, CD303-	BDCA2-	ANA870	530301
1044997	B7-2+	CD86+	ANA868	530301
1045002	BDCA3-	BDCA3-	ANA894	530302
1045004	B7-2-	CD86-	ANA868	530302
1045009	BDCA3+	BDCA3+	ANA894	530303
1045014	CD11c+	CD11c+	ANA814	530304
1045018		Lin1-		530305
1045020	BDCA2, CD303-	BDCA2-	ANA870	530305
1045022	BDCA3+	BDCA3+	ANA894	530305
1045024	CD2+	CD2+	ANA860	530305
1045026	HLADR+	HLA-DR+	ANA812	530306
1045028	CD11c+	CD11c+	ANA814	530306
1045042	HLADR+	HLA-DR+	ANA812	530309
1045045	HLADR+	HLA-DR+	ANA812	530310
1045074	CD16-	CD16-	ANA811	530318
1045123	SLAN+	SLAN+	ANA906	530331
1045126	CD16+	CD16+	ANA811	530332
1045130	CD16-	CD16-	ANA811	530333
1045134	CD16-	CD16- granulocyte	ANA811	530336
1045137	CD3+	CD3+	ANA809	530339
1045138	CD278+	ICOS+	ANA898	530339
1045149	CXCR5+	CXCR5+	ANA78	530342
1045161	CD45RA-	CD45RA-	ANA816	530344
1045169	CXCR3+	CXCR3+	ANA76	530345
1045174	CD8-	CD8-	ANA810	530346
1045185	CCR6+	CCR6+	ANA36	530347
1045188	CD4+	CD4+	ANA41	530348
1045194	CD3+	CD3+	ANA809	530349
1045195	CD4+	CD4+	ANA41	530349
1045200	CCR6+	CCR6+	ANA36	530349
1045201	CD278+	ICOS+	ANA898	530349
1045209	CD3+	CD3+	ANA809	530351
1045216	CD278+	ICOS+	ANA898	530351
1045217	CD3+	CD3+	ANA809	530352
1045232	CD45RA-	CD45RA-	ANA816	530354
1045233	CXCR3+	CXCR3+	ANA76	530354
1045238	CXCR5-	CXCR5-	ANA78	530355
1045242	CD278+	ICOS+	ANA898	530355
1045245	CD8-	CD8-	ANA810	530356
1045250	CD3+	CD3+	ANA809	530357
1045256	CCR6+	CCR6+	ANA36	530357
1045263	CXCR3-	CXCR3-	ANA76	530358
1045270	CXCR3-	CXCR3-	ANA76	530359
1045283	CXCR5-	CXCR5-	ANA78	530361
1045286	CCR6-	CCR6-	ANA36	530361
1045295	CD3+	CD3+	ANA809	530364
1045302	CXCR5+	CXCR5+	ANA78	530365
1045303	CD3+	CD3+	ANA809	530366
1045319	CD3-	CD3-	ANA809	530370
1045333	CD20-	CD20-	ANA806	530372
1045335	CD3-	CD3-	ANA809	530373
1045341	CD3-	CD3-	ANA809	530374
1045345	CD19+	CD19+	ANA805	530375
1045356	CD19+	CD19+	ANA805	530377
1045360	IgD+	IgD+	ANA813	530377
1045364	CD27+	CD27+	ANA40	530378
1045376	CD3-	CD3-	ANA809	530381
1045379	CD19+	CD19+	ANA805	530382
1045386	CD3-	CD3-	ANA809	530383
1045393	CD14-	CD14-	ANA804	530384
1045401	IgD-	IgD-	ANA813	530385
1045406	CD20+	CD20+	ANA806	530386
1045415	BDCA2, CD303+	BDCA2+	ANA870	530388
1045441		Lin1-		530394
1045442	HLADR+	HLA-DR+	ANA812	530394
1045448	BDCA2, CD303-	BDCA2-	ANA870	530395
1045453	BDCA2, CD303-	BDCA2-	ANA870	530396
1045454	CD11c+	CD11c+	ANA814	530396
1045456		Lin1-		530397
1045464	CD11c+	CD11c+	ANA814	530398
1045473	CD2-	CD2-	ANA860	530399
1045483	BDCA2, CD303-	BDCA2-	ANA870	530401
1045484	CD11c+	CD11c+	ANA814	530401
1045491	CD11c+	CD11c+	ANA814	530402
1045494	B7-2-	CD86-	ANA868	530402
1045495		Lin1-		530403
1045504	CD11c+	CD11c+	ANA814	530404
1045515		Lin1-		530406
1045523	HLADR+	HLA-DR+	ANA812	530407
1045526	BDCA3+	BDCA3+	ANA894	530407
1045543	CD14lo	CD14lo	ANA804	530413
1045549	CCRL1+	CX3CR1+	ANA59	530414
1045552	CD16+	CD16+	ANA811	530415
1045560	CD16-	CD16-	ANA811	530417
1045566	CD14+	CD14+	ANA804	530419
1045574	CD14+	CD14+	ANA804	530421
1045587	CD14+	CD14+	ANA804	530425
1045594	CD14+	CD14+	ANA804	530427
1045600	CD16+	CD16+	ANA811	530428
1045601	B7-2-	CD86-	ANA868	530428
1045612	CD16+	CD16+	ANA811	530431
1045617	SLAN-	SLAN-	ANA906	530432
1045618	CD14+	CD14+	ANA804	530433
1045628	CD278+	ICOS+	ANA898	530439
1045637	CD4+	CD4+	ANA41	530442
1045642	CD4+	CD4+	ANA41	530443
1045657	CXCR5+	CXCR5+	ANA78	530445
1045663	CD4+	CD4+	ANA41	530446
1045666	CD45RA-	CD45RA-	ANA816	530446
1045667	CXCR3+	CXCR3+	ANA76	530446
1045684	CD3+	CD3+	ANA809	530449
1045731	CCR6-	CCR6-	ANA36	530455
1045743	CXCR5-	CXCR5-	ANA78	530457
1045745	CXCR3+	CXCR3+	ANA76	530457
1045746	CCR6+	CCR6+	ANA36	530457
1045752	CD45RA-	CD45RA-	ANA816	530458
1045757	CD8-	CD8-	ANA810	530459
1045759	CD45RA-	CD45RA-	ANA816	530459
1045761	CCR6+	CCR6+	ANA36	530459
1045768	CXCR3-	CXCR3-	ANA76	530460
1045778	CD3+	CD3+	ANA809	530462
1045784	CCR6+	CCR6+	ANA36	530463
1045790	CD4-	CD4-	ANA41	530465
1045821	CD14-	CD14-	ANA804	530472
1045827	CD38+	CD38+	ANA808	530473
1045829	B7-2+	CD86+	ANA868	530473
1045838	CD38+	CD38+	ANA808	530475
1045851	CD19+	CD19+	ANA805	530478
1045852	CD3-	CD3-	ANA809	530478
1045873	IgD+	IgD+	ANA813	530482
1045881	CD19+	CD19+	ANA805	530484
1045885	IgD-	IgD-	ANA813	530484
1045886	B7-2+	CD86+	ANA868	530484
1045887	CD19+	CD19+	ANA805	530485
1045891	IgD-	IgD-	ANA813	530485
1045917		Lin1-		530491
1045918	HLADR+	HLA-DR+	ANA812	530491
1045923	HLADR+	HLA-DR+	ANA812	530492
1045932	HLADR+	HLA-DR+	ANA812	530494
1045934	CD11c+	CD11c+	ANA814	530494
1045950	B7-2-	CD86-	ANA868	530497
1045951		Lin1-		530498
1045957		Lin1-		530499
1045964		Lin1-		530500
1045983	BDCA1+	CD1c+	ANA895	530502
1045985		Lin1-		530503
1046006	HLADR+	HLA-DR+	ANA812	530506
1046014	BDCA2, CD303-	BDCA2-	ANA870	530507
1046023	CD40+	CD40+	ANA42	530509
1046028	HLADR+	HLA-DR+	ANA812	530511
1046040	CD14+	CD14+	ANA804	530515
1046050	CD16-	CD16-	ANA811	530517
1046054	CD16-	CD16-	ANA811	530518
1046068	CD14+	CD14+	ANA804	530522
1046070	CD16-	CD16-	ANA811	530522
1046089	HLADR+	HLA-DR+	ANA812	530528
1046092	CD14+	CD14+	ANA804	530529
1046104	CD14+	CD14+	ANA804	530532
1046112	SLAN+	SLAN+	ANA906	530534
1046115	CD16+	CD16+ granulocyte	ANA811	530537
1046136	CD278+	ICOS+	ANA898	530543
1046143	CCR6-	CCR6-	ANA36	530544
1046145	CD4+	CD4+	ANA41	530545
1046149	CXCR3+	CXCR3+	ANA76	530545
1046160	CD4+	CD4+	ANA41	530547
1046175	CD4+	CD4+	ANA41	530549
1046187	CXCR3-	CXCR3-	ANA76	530550
1046213	CXCR3+	CXCR3+	ANA76	530554
1046220	CXCR3+	CXCR3+	ANA76	530555
1046226	CXCR5-	CXCR5-	ANA78	530556
1046228	CXCR3+	CXCR3+	ANA76	530556
1046230	CD3+	CD3+	ANA809	530557
1046236	CCR6+	CCR6+	ANA36	530557
1046244	CCR6+	CCR6+	ANA36	530558
1046245	CD3+	CD3+	ANA809	530559
1046251	CCR6+	CCR6+	ANA36	530559
1046284	CD4-	CD4-	ANA41	530566
1046285	CD8+	CD8+	ANA810	530566
1046293	B7-2+	CD86+	ANA868	530568
1046296	CD14-	CD14-	ANA804	530569
1046297	CD27+	CD27+	ANA40	530569
1046312	CD38+	CD38+	ANA808	530572
1046314	CD19+	CD19+	ANA805	530573
1046319	B7-2+	CD86+	ANA868	530573
1046329	CD24+	CD24+	ANA807	530575
1046342	CD3-	CD3-	ANA809	530578
1046362	CD27-	CD27-	ANA40	530582
1046368	CD27+	CD27+	ANA40	530583
1046371	CD19+	CD19+	ANA805	530584
1046379	CD14-	CD14-	ANA804	530585
1046381	IgD-	IgD-	ANA813	530585
1046387	B7-2+	CD86+	ANA868	530586
1046391	CD20-	CD20-	ANA806	530587
1046401	CD2-	CD2-	ANA860	530589
1046406	CD2+	CD2+	ANA860	530590
1046419	BDCA2, CD303-	BDCA2-	ANA870	530593
1046442	HLADR+	HLA-DR+	ANA812	530598
1046448	HLADR+	HLA-DR+	ANA812	530599
1046450	CD11c+	CD11c+	ANA814	530599
1046452	BDCA1+	CD1c+	ANA895	530599
1046474	B7-2-	CD86-	ANA868	530602
1046480	BDCA1-	CD1c-	ANA895	530603
1046491	CD11c+	CD11c+	ANA814	530605
1046493	BDCA1-	CD1c-	ANA895	530605
1046498	CD11c+	CD11c+	ANA814	530606
1046504	BDCA2, CD303-	BDCA2-	ANA870	530607
1046514	CD14lo	CD14lo	ANA804	530610
1046516	CD16+	CD16+	ANA811	530610
1046517	CD14+	CD14+	ANA804	530611
1046519	CD16+	CD16+	ANA811	530611
1046532	CD16+	CD16+	ANA811	530615
1046543	HLADR+	HLA-DR+	ANA812	530618
1046545	CD11b+	CD11b+	ANA878	530618
1046558	CD14+	CD14+	ANA804	530622
1046565	HLADRlo	HLA-DRlo	ANA812	530624
1046573	B7-2+	CD86+	ANA868	530626
1046575	HLADR+	HLA-DR+	ANA812	530627
1046584	CD16-	CD16-	ANA811	530629
1046585	B7-2-	CD86-	ANA868	530629
1046586	CD14+	CD14+	ANA804	530630
1046590	CD14+	CD14+	ANA804	530631
1046594	CD14+	CD14+	ANA804	530632
1046597	SLAN-	SLAN-	ANA906	530632
1046605	CD16+	CD16+ granulocyte	ANA811	530637
1046618	CD8-	CD8-	ANA810	530642
1046621	CD3+	CD3+	ANA809	530643
1046632	CXCR3+	CXCR3+	ANA76	530644
1046652	CXCR5+	CXCR5+	ANA78	530647
1046657	CD3+	CD3+	ANA809	530648
1046669	CXCR3-	CXCR3-	ANA76	530649
1046685	CCR6-	CCR6-	ANA36	530651
1046704	CCR6-	CCR6-	ANA36	530654
1046705	CD3+	CD3+	ANA809	530655
1046712	CD278+	ICOS+	ANA898	530655
1046717	CD45RA-	CD45RA-	ANA816	530656
1046724	CD45RA-	CD45RA-	ANA816	530657
1046727	CD278+	ICOS+	ANA898	530657
1046732	CD45RA-	CD45RA-	ANA816	530658
1046736	CD4+	CD4+	ANA41	530659
1046753	CXCR5-	CXCR5-	ANA78	530661
1046764	CCR6+	CCR6+	ANA36	530663
1046765	CD3+	CD3+	ANA809	530664
1046781	CD3-	CD3-	ANA809	530668
1046782	CD14-	CD14-	ANA804	530668
1046784	CD19+	CD19+	ANA805	530669
1046811	CD3-	CD3-	ANA809	530674
1046813	CD38+	CD38+	ANA808	530674
1046818	CD38+	CD38+	ANA808	530675
1046823	CD14-	CD14-	ANA804	530676
1046825	IgD+	IgD+	ANA813	530676
1046831	CD19+	CD19+	ANA805	530678
1046832	CD3-	CD3-	ANA809	530678
1046848	CD20-	CD20-	ANA806	530681
1046868	CD3-	CD3-	ANA809	530685
1046904	BDCA2, CD303+	BDCA2+	ANA870	530692
1046933	BDCA2, CD303-	BDCA2-	ANA870	530698
1046937		Lin1-		530699
1046952	HLADR+	HLA-DR+	ANA812	530701
1046957	B7-2+	CD86+	ANA868	530701
1046961	CD11c+	CD11c+	ANA814	530702
1046986	HLADR+	HLA-DR+	ANA812	530706
1046997	BDCA1-	CD1c-	ANA895	530707
1047001	CD14+	CD14+	ANA804	530709
1047011	HLADR+	HLA-DR+	ANA812	530712
1047013	CD14lo	CD14lo	ANA804	530713
1047028	CD14+	CD14+	ANA804	530717
1047029	HLADR+	HLA-DR+	ANA812	530717
1047035	CD11b+	CD11b+	ANA878	530718
1047038	CD16+	CD16+	ANA811	530719
1047045	HLADR+	HLA-DR+	ANA812	530721
1047064	CD14+	CD14+	ANA804	530727
1047068	CD14+	CD14+	ANA804	530728
1047069	HLADR+	HLA-DR+	ANA812	530728
1047070	CD16+	CD16+	ANA811	530728
1047102	CD3+	CD3+	ANA809	530741
1047103	CD4+	CD4+	ANA41	530741
1047112	CD4+	CD4+	ANA41	530743
1047122	CXCR3+	CXCR3+	ANA76	530744
1047150	CXCR5+	CXCR5+	ANA78	530748
1047151	CD45RA-	CD45RA-	ANA816	530748
1047168	CCR6-	CCR6-	ANA36	530750
1047181	CD45RA-	CD45RA-	ANA816	530752
