FCS_file_name	fcs_version	fcs_file_name	Panel_reported	Panel
2640_BAYVAC2006TP2_6.410711.fcs	1	2640_BAYVAC2006TP2_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
3025_BAYVAC006TP14_6.410922.fcs	1	3025_BAYVAC006TP14_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
2899_BAYVAC2006TP9_6.410934.fcs	1	2899_BAYVAC2006TP9_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
3151_BAYVAC006TP15_6.410946.fcs	1	3151_BAYVAC006TP15_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
3278_BAYVAC006TP12_6.410958.fcs	1	3278_BAYVAC006TP12_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
3404_BAYVAC006TP13_6.410970.fcs	1	3404_BAYVAC006TP13_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
2563_BAYVAC2007TP1_6.410982.fcs	1	2563_BAYVAC2007TP1_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
2780_BAYVAC2007TP7_6.410994.fcs	1	2780_BAYVAC2007TP7_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
2647_BAYVAC2007TP2_6.411006.fcs	1	2647_BAYVAC2007TP2_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
3032_BAYVAC007TP14_6.411018.fcs	1	3032_BAYVAC007TP14_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
2906_BAYVAC2007TP9_6.411030.fcs	1	2906_BAYVAC2007TP9_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
3158_BAYVAC007TP15_6.411042.fcs	1	3158_BAYVAC007TP15_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
3285_BAYVAC007TP12_6.411054.fcs	1	3285_BAYVAC007TP12_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
3411_BAYVAC007TP13_6.411066.fcs	1	3411_BAYVAC007TP13_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
2570_BAYVAC2008TP1_6.411078.fcs	1	2570_BAYVAC2008TP1_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
2787_BAYVAC2008TP7_6.411090.fcs	1	2787_BAYVAC2008TP7_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
2654_BAYVAC2008TP2_6.411102.fcs	1	2654_BAYVAC2008TP2_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
3039_BAYVAC008TP14_6.411114.fcs	1	3039_BAYVAC008TP14_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
2913_BAYVAC2008TP9_6.411126.fcs	1	2913_BAYVAC2008TP9_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
3165_BAYVAC008TP15_6.411138.fcs	1	3165_BAYVAC008TP15_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
3292_BAYVAC008TP12_6.411150.fcs	1	3292_BAYVAC008TP12_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
3418_BAYVAC008TP13_6.411162.fcs	1	3418_BAYVAC008TP13_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
2577_BAYVAC2010TP1_6.411174.fcs	1	2577_BAYVAC2010TP1_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
2794_BAYVAC2010TP7_6.411186.fcs	1	2794_BAYVAC2010TP7_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
2661_BAYVAC2010TP2_6.411198.fcs	1	2661_BAYVAC2010TP2_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
3046_BAYVAC010TP14_6.411210.fcs	1	3046_BAYVAC010TP14_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
2920_BAYVAC2010TP9_6.411222.fcs	1	2920_BAYVAC2010TP9_6.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD3-19-20-56__Pacific Orange-A__Slan__CD16__CD11b__PE-Texas Red-A__PE-Cy5-A__CD2__CD86__HLA-DR__CD14	4
3586_Specimen_001_D1_D01.404423.fcs	1	3586_Specimen_001_D1_D01.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXC35__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3593_Specimen_002_D2_D02.404519.fcs	1	3593_Specimen_002_D2_D02.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXC35__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3600_Specimen_003_D3_D03.404615.fcs	1	3600_Specimen_003_D3_D03.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXC35__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3614_Specimen_005_D5_D05.405005.fcs	1	3614_Specimen_005_D5_D05.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXC35__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3621_Specimen_001_D1_D01.405101.fcs	1	3621_Specimen_001_D1_D01.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXC35__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3607_Specimen_004_D4_D04.404909.fcs	1	3607_Specimen_004_D4_D04.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXC35__CD45__ICOS__CD8__CCR6__CD45RA__PE-Cy5-A__CCR7__CD4__CD3__PerCP-Cy5-5-A	6
3297_BAYVAC010TP12_4.404399.fcs	1	3297_BAYVAC010TP12_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3423_BAYVAC010TP13_4.404411.fcs	1	3423_BAYVAC010TP13_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2799_BAYVAC011TP7_4.404435.fcs	1	2799_BAYVAC011TP7_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2666_BAYVAC011TP2_4.404447.fcs	1	2666_BAYVAC011TP2_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3051_BAYVAC011TP14_4.404459.fcs	1	3051_BAYVAC011TP14_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2925_BAYVAC011TP9_4.404471.fcs	1	2925_BAYVAC011TP9_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3177_BAYVAC011TP15_4.404483.fcs	1	3177_BAYVAC011TP15_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3304_BAYVAC011TP12_4.404495.fcs	1	3304_BAYVAC011TP12_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3430_BAYVAC011TP13_4.404507.fcs	1	3430_BAYVAC011TP13_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2806_BAYVAC012TP7_4.404531.fcs	1	2806_BAYVAC012TP7_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2676_BAYVAC012TP2_bis_4.404543.fcs	1	2676_BAYVAC012TP2_bis_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3058_BAYVAC012TP14_4.404555.fcs	1	3058_BAYVAC012TP14_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2932_BAYVAC012TP9_4.404567.fcs	1	2932_BAYVAC012TP9_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3184_BAYVAC012TP15_4.404579.fcs	1	3184_BAYVAC012TP15_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3311_BAYVAC012TP12_4.404591.fcs	1	3311_BAYVAC012TP12_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3437_BAYVAC012TP13_4.404603.fcs	1	3437_BAYVAC012TP13_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2813_BAYVAC013TP7_4.404627.fcs	1	2813_BAYVAC013TP7_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2687_BAYVAC013TP2_4.404639.fcs	1	2687_BAYVAC013TP2_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3065_BAYVAC013TP14_4.404651.fcs	1	3065_BAYVAC013TP14_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2939_BAYVAC013TP9_4.404663.fcs	1	2939_BAYVAC013TP9_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3191_BAYVAC013TP15_4.404675.fcs	1	3191_BAYVAC013TP15_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3318_BAYVAC013TP12_4.404687.fcs	1	3318_BAYVAC013TP12_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3444_BAYVAC013TP13_4.404699.fcs	1	3444_BAYVAC013TP13_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2820_BAYVAC014TP7_4.404921.fcs	1	2820_BAYVAC014TP7_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2694_BAYVAC014TP2_4.404933.fcs	1	2694_BAYVAC014TP2_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3072_BAYVAC014TP14_4.404945.fcs	1	3072_BAYVAC014TP14_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2946_BAYVAC014TP9_4.404957.fcs	1	2946_BAYVAC014TP9_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3198_BAYVAC014TP15_4.404969.fcs	1	3198_BAYVAC014TP15_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3325_BAYVAC014TP12_4.404981.fcs	1	3325_BAYVAC014TP12_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3451_BAYVAC014TP13_4.404993.fcs	1	3451_BAYVAC014TP13_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2827_BAYVAC015TP7_4.405017.fcs	1	2827_BAYVAC015TP7_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2701_BAYVAC015TP2_4.405029.fcs	1	2701_BAYVAC015TP2_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3079_BAYVAC015TP14_4.405041.fcs	1	3079_BAYVAC015TP14_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2953_BAYVAC015TP9_4.405053.fcs	1	2953_BAYVAC015TP9_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3205_BAYVAC015TP15_4.405065.fcs	1	3205_BAYVAC015TP15_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3332_BAYVAC015TP12_4.405077.fcs	1	3332_BAYVAC015TP12_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3458_BAYVAC015TP13_4.405089.fcs	1	3458_BAYVAC015TP13_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2834_BAYVAC018TP7_4.405113.fcs	1	2834_BAYVAC018TP7_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2708_BAYVAC018TP2_4.405125.fcs	1	2708_BAYVAC018TP2_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3086_BAYVAC018TP14_4.405137.fcs	1	3086_BAYVAC018TP14_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2960_BAYVAC018TP9_4.405153.fcs	1	2960_BAYVAC018TP9_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3213_BAYVAC018TP15_4.405165.fcs	1	3213_BAYVAC018TP15_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3339_BAYVAC018TP12_4.405177.fcs	1	3339_BAYVAC018TP12_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3465_BAYVAC018TP13_4.405189.fcs	1	3465_BAYVAC018TP13_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2582_BAYVAC020TP1_4.405201.fcs	1	2582_BAYVAC020TP1_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2841_BAYVAC020TP7_4.405213.fcs	1	2841_BAYVAC020TP7_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2715_BAYVAC020TP2_4.405420.fcs	1	2715_BAYVAC020TP2_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3093_BAYVAC020TP14_4.405432.fcs	1	3093_BAYVAC020TP14_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2967_BAYVAC020TP9_4.405444.fcs	1	2967_BAYVAC020TP9_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3220_BAYVAC020TP15_4.405456.fcs	1	3220_BAYVAC020TP15_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3346_BAYVAC020TP12_4.405468.fcs	1	3346_BAYVAC020TP12_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3472_BAYVAC020TP13_4.405480.fcs	1	3472_BAYVAC020TP13_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2589_BAYVAC021TP1_4.405492.fcs	1	2589_BAYVAC021TP1_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2848_BAYVAC021TP7_4.405504.fcs	1	2848_BAYVAC021TP7_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2722_BAYVAC021TP2_4.405516.fcs	1	2722_BAYVAC021TP2_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3100_BAYVAC021TP14_4.405528.fcs	1	3100_BAYVAC021TP14_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2974_BAYVAC021TP9_4.405540.fcs	1	2974_BAYVAC021TP9_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3227_BAYVAC021TP15_4.405552.fcs	1	3227_BAYVAC021TP15_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3353_BAYVAC021TP12_4.405564.fcs	1	3353_BAYVAC021TP12_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3479_BAYVAC021TP13_4.405576.fcs	1	3479_BAYVAC021TP13_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2596_BAYVAC022TP1_4.405588.fcs	1	2596_BAYVAC022TP1_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2855_BAYVAC022TP7_4.405600.fcs	1	2855_BAYVAC022TP7_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2729_BAYVAC022TP2_4.405612.fcs	1	2729_BAYVAC022TP2_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3107_BAYVAC022TP14_4.405624.fcs	1	3107_BAYVAC022TP14_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
2981_BAYVAC022TP9_4.405636.fcs	1	2981_BAYVAC022TP9_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3234_BAYVAC022TP15_4.405648.fcs	1	3234_BAYVAC022TP15_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3360_BAYVAC022TP12_4.405660.fcs	1	3360_BAYVAC022TP12_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
3486_BAYVAC022TP13_4.405672.fcs	1	3486_BAYVAC022TP13_4.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CXCR5__CD45__ICOS__CD8__CCR6__CD45RA__CXCR3__CCR7__CD4__CD3__PerCP-Cy5-5-A	5
