RESULT_ID	ANALYTE_PREFERRED	ANALYTE_REPORTED	ARM_ACCESSION	ASSAY_GROUP_ID	ASSAY_ID	BIOSAMPLE_ACCESSION	COMMENTS	CONCENTRATION_UNIT_REPORTED	CONCENTRATION_UNIT_PREFERRED	CONCENTRATION_VALUE_REPORTED	CONCENTRATION_VALUE_PREFERRED	EXPERIMENT_ACCESSION	MFI	MFI_COORDINATE	REPOSITORY_ACCESSION	REPOSITORY_NAME	SOURCE_ACCESSION	SOURCE_TYPE	STUDY_ACCESSION	STUDY_TIME_COLLECTED	STUDY_TIME_COLLECTED_UNIT	SUBJECT_ACCESSION	WORKSPACE_ID
269894	ANA73	MIG	ARM856		198	BS741215		pg/ml	pg/ml	36	36	EXP13808	261				ES805297	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269895	ANA20	MIP1A	ARM856		198	BS741215		pg/ml	pg/ml	25	25	EXP13808	182				ES805297	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269896	ANA24	MIP1B	ARM856		198	BS741215		pg/ml	pg/ml	80	80	EXP13808	341				ES805297	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269897	ANA699	NGF	ARM856		198	BS741215		pg/ml	pg/ml	141	141	EXP13808	66				ES805297	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269898	ANA708	PAI1	ARM856		198	BS741215		pg/ml	pg/ml	4677	4677	EXP13808	11352				ES805297	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269899	ANA202	PDGFBB	ARM856		198	BS741215		pg/ml	pg/ml	1872	1872	EXP13808	1189				ES805297	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269900	ANA27	RANTES	ARM856		198	BS741215		pg/ml	pg/ml	1672	1672	EXP13808	9877				ES805297	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269901	ANA208	RESISTIN	ARM856		198	BS741215		pg/ml	pg/ml	2003	2003	EXP13808	2123				ES805297	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269902	ANA186	SCF	ARM856		198	BS741215		pg/ml	pg/ml	11	11	EXP13808	66				ES805297	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269903	ANA212	TGFA	ARM856		198	BS741215		pg/ml	pg/ml	1	1	EXP13808	61				ES805297	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269904	ANA213	TGFB	ARM856		198	BS741215		pg/ml	pg/ml	17	17	EXP13808	148				ES805297	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269905	ANA220	TNFA	ARM856		198	BS741215		pg/ml	pg/ml	7	7	EXP13808	49				ES805297	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269906	ANA192	TNFB	ARM856		198	BS741215		pg/ml	pg/ml	0	0	EXP13808	14				ES805297	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269907	ANA237	TRAIL	ARM856		198	BS741215		pg/ml	pg/ml	75	75	EXP13808	287				ES805297	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269908	ANA702	VCAM1	ARM856		198	BS741215		pg/ml	pg/ml	5241	5241	EXP13808	6118				ES805297	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269909	ANA709	VEGF	ARM856		198	BS741215		pg/ml	pg/ml	82	82	EXP13808	151				ES805297	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269910	ANA43	CD40L	ARM856		198	BS741215		pg/ml	pg/ml	328	328	EXP13808	386				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269911		CHEX1	ARM856		198	BS741215		N/A		0		EXP13808	1100				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269912		CHEX2	ARM856		198	BS741215		N/A		0		EXP13808	756				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269913		CHEX3	ARM856		198	BS741215		N/A		0		EXP13808	3149				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269914		CHEX4	ARM856		198	BS741215		N/A		0		EXP13808	91				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269915	ANA70	ENA78	ARM856		198	BS741215		pg/ml	pg/ml	231	231	EXP13808	80				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269916	ANA3	EOTAXIN	ARM856		198	BS741215		pg/ml	pg/ml	60	60	EXP13808	349				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269917	ANA86	FASL	ARM856		198	BS741215		pg/ml	pg/ml	20	20	EXP13808	93				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269918	ANA88	FGFB	ARM856		198	BS741215		pg/ml	pg/ml	1	1	EXP13808	25				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269919	ANA56	GCSF	ARM856		198	BS741215		pg/ml	pg/ml	40	40	EXP13808	66				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269920	ANA53	GMCSF	ARM856		198	BS741215		pg/ml	pg/ml	86	86	EXP13808	179				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269921	ANA60	GROA	ARM856		198	BS741215		pg/ml	pg/ml	16	16	EXP13808	44				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269922	ANA92	HGF	ARM856		198	BS741215		pg/ml	pg/ml	107	107	EXP13808	378				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269923	ANA705	ICAM1	ARM856		198	BS741215		pg/ml	pg/ml	7284	7284	EXP13808	3100				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269924	ANA717	IFNA	ARM856		198	BS741215		pg/ml	pg/ml	1	1	EXP13808	16				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269925	ANA108	IFNB	ARM856		198	BS741215		pg/ml	pg/ml	17	17	EXP13808	236				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269926	ANA110	IFNG	ARM856		198	BS741215		pg/ml	pg/ml	41	41	EXP13808	66				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269927	ANA118	IL10	ARM856		198	BS741215		pg/ml	pg/ml	0	0	EXP13808	26				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269928	ANA124	IL12P40	ARM856		198	BS741215		pg/ml	pg/ml	40	40	EXP13808	272				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269929	ANA800	IL12P70	ARM856		198	BS741215		pg/ml	pg/ml	21	21	EXP13808	75				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269930	ANA127	IL13	ARM856		198	BS741215		pg/ml	pg/ml	29	29	EXP13808	49				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269931	ANA130	IL15	ARM856		198	BS741215		pg/ml	pg/ml	20	20	EXP13808	37				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269932	ANA801	IL17	ARM856		198	BS741215		pg/ml	pg/ml	8	8	EXP13808	77				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269933	ANA137	IL17F	ARM856		198	BS741215		pg/ml	pg/ml	32	32	EXP13808	149				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269934	ANA142	IL1A	ARM856		198	BS741215		pg/ml	pg/ml	1	1	EXP13808	21				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269935	ANA143	IL1B	ARM856		198	BS741215		pg/ml	pg/ml	6	6	EXP13808	106				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269936	ANA145	IL1RA	ARM856		198	BS741215		pg/ml	pg/ml	1	1	EXP13808	26				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269937	ANA148	IL2	ARM856		198	BS741215		pg/ml	pg/ml	166	166	EXP13808	180				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269938	ANA174	IL4	ARM856		198	BS741215		pg/ml	pg/ml	17	17	EXP13808	93				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269939	ANA176	IL5	ARM856		198	BS741215		pg/ml	pg/ml	98	98	EXP13808	137				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269940	ANA178	IL6	ARM856		198	BS741215		pg/ml	pg/ml	1	1	EXP13808	25				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269941	ANA181	IL7	ARM856		198	BS741215		pg/ml	pg/ml	291	291	EXP13808	300				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269942	ANA72	IL8	ARM856		198	BS741215		pg/ml	pg/ml	3	3	EXP13808	40				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269943	ANA61	IP10	ARM856		198	BS741215		pg/ml	pg/ml	60	60	EXP13808	152				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269944	ANA714	LEPTIN	ARM856		198	BS741215		pg/ml	pg/ml	4945	4945	EXP13808	2706				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269945	ANA190	LIF	ARM856		198	BS741215		pg/ml	pg/ml	22	22	EXP13808	145				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269946	ANA11	MCP1	ARM856		198	BS741215		pg/ml	pg/ml	63	63	EXP13808	429				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269947	ANA28	MCP3	ARM856		198	BS741215		pg/ml	pg/ml	49	49	EXP13808	165				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269948	ANA51	MCSF	ARM856		198	BS741215		pg/ml	pg/ml	1	1	EXP13808	15				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269949	ANA73	MIG	ARM856		198	BS741215		pg/ml	pg/ml	30	30	EXP13808	234				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269950	ANA20	MIP1A	ARM856		198	BS741215		pg/ml	pg/ml	22	22	EXP13808	168				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269951	ANA24	MIP1B	ARM856		198	BS741215		pg/ml	pg/ml	80	80	EXP13808	341				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269952	ANA699	NGF	ARM856		198	BS741215		pg/ml	pg/ml	122	122	EXP13808	57				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269953	ANA708	PAI1	ARM856		198	BS741215		pg/ml	pg/ml	3810	3810	EXP13808	10595				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269954	ANA202	PDGFBB	ARM856		198	BS741215		pg/ml	pg/ml	1787	1787	EXP13808	1129				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269955	ANA27	RANTES	ARM856		198	BS741215		pg/ml	pg/ml	1349	1349	EXP13808	8879				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269956	ANA208	RESISTIN	ARM856		198	BS741215		pg/ml	pg/ml	1982	1982	EXP13808	2102				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269957	ANA186	SCF	ARM856		198	BS741215		pg/ml	pg/ml	9	9	EXP13808	61				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269958	ANA212	TGFA	ARM856		198	BS741215		pg/ml	pg/ml	1	1	EXP13808	56				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269959	ANA213	TGFB	ARM856		198	BS741215		pg/ml	pg/ml	14	14	EXP13808	132				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269960	ANA220	TNFA	ARM856		198	BS741215		pg/ml	pg/ml	7	7	EXP13808	49				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269961	ANA192	TNFB	ARM856		198	BS741215		pg/ml	pg/ml	0	0	EXP13808	13				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269962	ANA237	TRAIL	ARM856		198	BS741215		pg/ml	pg/ml	67	67	EXP13808	267				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269963	ANA702	VCAM1	ARM856		198	BS741215		pg/ml	pg/ml	4507	4507	EXP13808	5528				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269964	ANA709	VEGF	ARM856		198	BS741215		pg/ml	pg/ml	72	72	EXP13808	136				ES805298	EXPSAMPLE	SDY202	7	Days	SUB120356	2883
269965	ANA43	CD40L	ARM856		198	BS741216		pg/ml	pg/ml	206	206	EXP13808	267				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269966		CHEX1	ARM856		198	BS741216		N/A		0		EXP13808	964				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269967		CHEX2	ARM856		198	BS741216		N/A		0		EXP13808	706				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269968		CHEX3	ARM856		198	BS741216		N/A		0		EXP13808	3565				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269969		CHEX4	ARM856		198	BS741216		N/A		0		EXP13808	68				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269970	ANA70	ENA78	ARM856		198	BS741216		pg/ml	pg/ml	1	1	EXP13808	40				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269971	ANA3	EOTAXIN	ARM856		198	BS741216		pg/ml	pg/ml	146	146	EXP13808	1358				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269972	ANA86	FASL	ARM856		198	BS741216		pg/ml	pg/ml	20	20	EXP13808	93				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269973	ANA88	FGFB	ARM856		198	BS741216		pg/ml	pg/ml	1	1	EXP13808	28				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269974	ANA56	GCSF	ARM856		198	BS741216		pg/ml	pg/ml	1	1	EXP13808	29				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269975	ANA53	GMCSF	ARM856		198	BS741216		pg/ml	pg/ml	55	55	EXP13808	112				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269976	ANA60	GROA	ARM856		198	BS741216		pg/ml	pg/ml	20	20	EXP13808	51				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269977	ANA92	HGF	ARM856		198	BS741216		pg/ml	pg/ml	97	97	EXP13808	349				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269978	ANA705	ICAM1	ARM856		198	BS741216		pg/ml	pg/ml	12591	12591	EXP13808	4602				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269979	ANA717	IFNA	ARM856		198	BS741216		pg/ml	pg/ml	1	1	EXP13808	15				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269980	ANA108	IFNB	ARM856		198	BS741216		pg/ml	pg/ml	12	12	EXP13808	214				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269981	ANA110	IFNG	ARM856		198	BS741216		pg/ml	pg/ml	16	16	EXP13808	37				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269982	ANA118	IL10	ARM856		198	BS741216		pg/ml	pg/ml	0	0	EXP13808	13				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269983	ANA124	IL12P40	ARM856		198	BS741216		pg/ml	pg/ml	27	27	EXP13808	186				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269984	ANA800	IL12P70	ARM856		198	BS741216		pg/ml	pg/ml	4	4	EXP13808	40				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269985	ANA127	IL13	ARM856		198	BS741216		pg/ml	pg/ml	18	18	EXP13808	34				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269986	ANA130	IL15	ARM856		198	BS741216		pg/ml	pg/ml	0	0	EXP13808	21				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269987	ANA801	IL17	ARM856		198	BS741216		pg/ml	pg/ml	4	4	EXP13808	52				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269988	ANA137	IL17F	ARM856		198	BS741216		pg/ml	pg/ml	37	37	EXP13808	163				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269989	ANA142	IL1A	ARM856		198	BS741216		pg/ml	pg/ml	1	1	EXP13808	23				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269990	ANA143	IL1B	ARM856		198	BS741216		pg/ml	pg/ml	2	2	EXP13808	58				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269991	ANA145	IL1RA	ARM856		198	BS741216		pg/ml	pg/ml	1	1	EXP13808	28				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269992	ANA148	IL2	ARM856		198	BS741216		pg/ml	pg/ml	168	168	EXP13808	182				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269993	ANA174	IL4	ARM856		198	BS741216		pg/ml	pg/ml	9	9	EXP13808	65				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269994	ANA176	IL5	ARM856		198	BS741216		pg/ml	pg/ml	55	55	EXP13808	88				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269995	ANA178	IL6	ARM856		198	BS741216		pg/ml	pg/ml	1	1	EXP13808	15				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269996	ANA181	IL7	ARM856		198	BS741216		pg/ml	pg/ml	239	239	EXP13808	247				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269997	ANA72	IL8	ARM856		198	BS741216		pg/ml	pg/ml	6	6	EXP13808	68				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269998	ANA61	IP10	ARM856		198	BS741216		pg/ml	pg/ml	83	83	EXP13808	232				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
269999	ANA714	LEPTIN	ARM856		198	BS741216		pg/ml	pg/ml	1139	1139	EXP13808	399				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270000	ANA190	LIF	ARM856		198	BS741216		pg/ml	pg/ml	14	14	EXP13808	100				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270001	ANA11	MCP1	ARM856		198	BS741216		pg/ml	pg/ml	57	57	EXP13808	369				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270002	ANA28	MCP3	ARM856		198	BS741216		pg/ml	pg/ml	30	30	EXP13808	137				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270003	ANA51	MCSF	ARM856		198	BS741216		pg/ml	pg/ml	1	1	EXP13808	20				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270004	ANA73	MIG	ARM856		198	BS741216		pg/ml	pg/ml	27	27	EXP13808	221				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270005	ANA20	MIP1A	ARM856		198	BS741216		pg/ml	pg/ml	24	24	EXP13808	177				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270006	ANA24	MIP1B	ARM856		198	BS741216		pg/ml	pg/ml	87	87	EXP13808	389				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270007	ANA699	NGF	ARM856		198	BS741216		pg/ml	pg/ml	71	71	EXP13808	38				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270008	ANA708	PAI1	ARM856		198	BS741216		pg/ml	pg/ml	3952	3952	EXP13808	10735				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270009	ANA202	PDGFBB	ARM856		198	BS741216		pg/ml	pg/ml	1674	1674	EXP13808	1050				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270010	ANA27	RANTES	ARM856		198	BS741216		pg/ml	pg/ml	1449	1449	EXP13808	9216				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270011	ANA208	RESISTIN	ARM856		198	BS741216		pg/ml	pg/ml	2284	2284	EXP13808	2409				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270012	ANA186	SCF	ARM856		198	BS741216		pg/ml	pg/ml	0	0	EXP13808	39				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270013	ANA212	TGFA	ARM856		198	BS741216		pg/ml	pg/ml	1	1	EXP13808	53				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270014	ANA213	TGFB	ARM856		198	BS741216		pg/ml	pg/ml	8	8	EXP13808	112				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270015	ANA220	TNFA	ARM856		198	BS741216		pg/ml	pg/ml	5	5	EXP13808	40				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270016	ANA192	TNFB	ARM856		198	BS741216		pg/ml	pg/ml	0	0	EXP13808	22				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270017	ANA237	TRAIL	ARM856		198	BS741216		pg/ml	pg/ml	30	30	EXP13808	169				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270018	ANA702	VCAM1	ARM856		198	BS741216		pg/ml	pg/ml	3713	3713	EXP13808	4813				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270019	ANA709	VEGF	ARM856		198	BS741216		pg/ml	pg/ml	30	30	EXP13808	74				ES805303	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270020	ANA43	CD40L	ARM856		198	BS741216		pg/ml	pg/ml	199	199	EXP13808	260				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270021		CHEX1	ARM856		198	BS741216		N/A		0		EXP13808	964				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270022		CHEX2	ARM856		198	BS741216		N/A		0		EXP13808	744				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270023		CHEX3	ARM856		198	BS741216		N/A		0		EXP13808	3325				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270024		CHEX4	ARM856		198	BS741216		N/A		0		EXP13808	63				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270025	ANA70	ENA78	ARM856		198	BS741216		pg/ml	pg/ml	1	1	EXP13808	31				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270026	ANA3	EOTAXIN	ARM856		198	BS741216		pg/ml	pg/ml	144	144	EXP13808	1330				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270027	ANA86	FASL	ARM856		198	BS741216		pg/ml	pg/ml	18	18	EXP13808	87				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270028	ANA88	FGFB	ARM856		198	BS741216		pg/ml	pg/ml	1	1	EXP13808	23				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270029	ANA56	GCSF	ARM856		198	BS741216		pg/ml	pg/ml	1	1	EXP13808	25				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270030	ANA53	GMCSF	ARM856		198	BS741216		pg/ml	pg/ml	44	44	EXP13808	89				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270031	ANA60	GROA	ARM856		198	BS741216		pg/ml	pg/ml	17	17	EXP13808	46				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270032	ANA92	HGF	ARM856		198	BS741216		pg/ml	pg/ml	93	93	EXP13808	334				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270033	ANA705	ICAM1	ARM856		198	BS741216		pg/ml	pg/ml	11378	11378	EXP13808	4330				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270034	ANA717	IFNA	ARM856		198	BS741216		pg/ml	pg/ml	1	1	EXP13808	15				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270035	ANA108	IFNB	ARM856		198	BS741216		pg/ml	pg/ml	11	11	EXP13808	211				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270036	ANA110	IFNG	ARM856		198	BS741216		pg/ml	pg/ml	15	15	EXP13808	36				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270037	ANA118	IL10	ARM856		198	BS741216		pg/ml	pg/ml	0	0	EXP13808	11				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270038	ANA124	IL12P40	ARM856		198	BS741216		pg/ml	pg/ml	24	24	EXP13808	166				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270039	ANA800	IL12P70	ARM856		198	BS741216		pg/ml	pg/ml	5	5	EXP13808	41				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270040	ANA127	IL13	ARM856		198	BS741216		pg/ml	pg/ml	16	16	EXP13808	31				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270041	ANA130	IL15	ARM856		198	BS741216		pg/ml	pg/ml	0	0	EXP13808	19				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270042	ANA801	IL17	ARM856		198	BS741216		pg/ml	pg/ml	5	5	EXP13808	54				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270043	ANA137	IL17F	ARM856		198	BS741216		pg/ml	pg/ml	24	24	EXP13808	129				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270044	ANA142	IL1A	ARM856		198	BS741216		pg/ml	pg/ml	1	1	EXP13808	17				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270045	ANA143	IL1B	ARM856		198	BS741216		pg/ml	pg/ml	1	1	EXP13808	48				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270046	ANA145	IL1RA	ARM856		198	BS741216		pg/ml	pg/ml	1	1	EXP13808	22				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270047	ANA148	IL2	ARM856		198	BS741216		pg/ml	pg/ml	168	168	EXP13808	182				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270048	ANA174	IL4	ARM856		198	BS741216		pg/ml	pg/ml	7	7	EXP13808	57				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270049	ANA176	IL5	ARM856		198	BS741216		pg/ml	pg/ml	50	50	EXP13808	82				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270050	ANA178	IL6	ARM856		198	BS741216		pg/ml	pg/ml	1	1	EXP13808	14				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270051	ANA181	IL7	ARM856		198	BS741216		pg/ml	pg/ml	232	232	EXP13808	240				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270052	ANA72	IL8	ARM856		198	BS741216		pg/ml	pg/ml	5	5	EXP13808	56				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270053	ANA61	IP10	ARM856		198	BS741216		pg/ml	pg/ml	81	81	EXP13808	223				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270054	ANA714	LEPTIN	ARM856		198	BS741216		pg/ml	pg/ml	1044	1044	EXP13808	358				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270055	ANA190	LIF	ARM856		198	BS741216		pg/ml	pg/ml	13	13	EXP13808	97				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270056	ANA11	MCP1	ARM856		198	BS741216		pg/ml	pg/ml	56	56	EXP13808	360				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270057	ANA28	MCP3	ARM856		198	BS741216		pg/ml	pg/ml	15	15	EXP13808	122				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
270058	ANA51	MCSF	ARM856		198	BS741216		pg/ml	pg/ml	1	1	EXP13808	18				ES805304	EXPSAMPLE	SDY202	7	Days	SUB120357	2883
